,FIPS,A02650,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,PCT_HSPA15	,RECFAC09,RECFAC14,RECFACPTH09,RECFACPTH14,FMRKTPTH09,FMRKTPTH16,DIRSALES_FARMS07,DIRSALES_FARMS12,CSA07,CSA12,VEG_FARMS07,VEG_FARMS12,MILK_PRICE10,SODA_PRICE10,MILK_SODA_PRICE10,SODATAX_STORES14,SODATAX_VENDM14,CHIPSTAX_STORES14,CHIPSTAX_VENDM14,FOOD_TAX14,State,County,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10
32,1065,49554.88888888888,15.1,16.0,40.2,40.4,,0,1,0.0,0.06585879900000001,0.0,0.066880685,16,20,0,4,18,19,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Hale,39.42258883,58.78807107,0.888324873,0.222081218,0.145939086,0.006345178000000001,15.03807107,24.84137056,35470,28.5,1,38.6,1,1,0
33,1067,52937.66666666666,13.5,18.7,33.8,35.8,,1,0,0.057994500000000004,0.0,0.0,0.116522955,11,14,4,0,9,8,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Henry,67.80141024,28.40712056,2.248294995,0.260085539,0.312102647,0.011559357,17.59334181,22.64478095,42501,17.0,0,27.5,1,1,0
34,1069,45271.0,12.4,13.7,33.2,32.8,,6,7,0.0597015,0.067183016,0.029974522000000003,0.02883063,34,40,9,8,38,27,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Houston,68.66869528,25.64132865,2.949373197,0.7937211340000001,0.38701291,0.042344924000000006,14.45143628,24.54626922,43568,18.3,0,29.5,1,1,0
35,1071,93403.33333333331,11.9,14.9,31.6,32.0,,2,0,0.0374104,0.0,0.018925773,0.019179869,79,71,7,4,47,24,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Jackson,90.06143499,3.327258722,2.5156405580000003,0.30999304899999996,1.27754711,0.054483627,16.48223646,22.51676781,40201,18.4,0,26.9,0,0,0
36,1073,462552.2352941177,12.0,13.0,31.4,33.2,,74,70,0.112386683,0.105933326,0.012029587,0.025776282999999997,42,59,5,0,21,14,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Jefferson,51.66751207,41.84134033,3.8708148939999996,1.37972196,0.21732329399999997,0.023387692,13.12793675,23.46787837,48415,18.0,0,26.2,1,1,0
37,1075,63016.83333333334,12.7,14.9,30.8,33.6,,0,0,0.0,0.0,0.0,0.071849404,19,14,0,1,18,22,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Lamar,86.11645152,11.22631145,1.2359241970000001,0.027464982000000002,0.16478989300000002,0.0068662459999999995,18.75858281,22.15737435,36520,24.7,0,33.8,0,0,0
38,1077,245848.77777777772,12.8,14.2,29.1,32.9,,7,9,0.07565441099999999,0.096674401,0.011160838999999999,0.010832123999999999,59,53,11,5,29,33,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Lauderdale,85.4588012,9.912737706,2.24573666,0.728084652,0.34840198899999997,0.02480881,16.77614903,21.55346299,43008,17.3,0,23.9,0,1,0
39,1079,238926.33333333328,12.9,15.6,32.8,35.5,,1,2,0.0291418,0.0597425,0.058640708,0.030080616,46,41,10,5,25,16,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Lawrence,76.93875768,11.40685518,1.67156877,0.119397769,5.614607297999999,0.014560703999999999,14.55779143,23.19228865,41771,18.7,0,26.4,0,1,0
40,1081,370305.77777777775,9.6,9.5,30.1,29.0,,8,8,0.0577342,0.0518622,0.022077817000000003,0.025158657,31,16,2,3,11,9,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Lee,69.80541473,22.58444031,3.2592497519999997,2.577595243,0.28307200899999996,0.04705983,9.06686061,22.52525901,46442,21.0,0,20.7,0,1,0
41,1083,374780.9,10.4,12.6,29.1,32.9,,4,6,0.0491848,0.066088757,0.01272718,0.010781322,50,70,8,3,27,12,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Limestone,78.65478002,12.50271798,5.545891619,1.100480781,0.588292141,0.031407793999999996,12.30581527,23.98951463,55060,14.3,0,18.8,0,1,0
42,1085,48820.25,17.1,23.5,40.6,45.1,,1,1,0.087062511,0.09451795800000001,0.081347108,0.096543734,19,16,2,0,19,13,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Lowndes,25.14381804,73.30737233,0.7699796440000001,0.12390477,0.22125851800000002,0.0,14.64731392,24.179130899999997,31117,35.2,1,46.7,1,1,0
43,1087,39726.8,16.2,18.4,40.0,44.7,,0,0,0.0,0.0,0.045894718,0.052734272,33,34,3,4,22,18,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Macon,15.22934924,82.18814097,1.081484244,0.35427932100000004,0.13052396,0.00932314,14.12921872,20.60413947,29522,32.2,1,46.1,1,0,1
44,1089,578275.6470588235,13.0,11.5,30.6,32.3,,50,49,0.15112314699999999,0.139880502,0.009153486,0.019609656,71,79,6,4,26,32,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Madison,66.14030005,23.74981706,4.600804633,2.439286642,0.697408389,0.095874986,12.2077829,23.74175281,59117,13.3,0,19.1,0,1,0
45,1091,44903.571428571435,15.9,20.2,37.6,40.3,,2,1,0.09447331099999999,0.0497265,0.09549730199999999,0.152493265,18,15,6,1,25,20,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Marengo,45.68887621,51.54325391,1.674038141,0.252056879,0.147429495,0.042802112,16.28382556,24.687306799999998,35389,23.3,1,34.8,1,0,1
46,1093,16076.0,11.7,18.7,28.6,35.5,,1,2,0.0326307,0.06606983599999999,0.034345377,0.06667111099999999,32,20,1,1,23,19,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Marion,92.63387055,3.827657915,2.053548219,0.172212113,0.305432805,0.022744996,18.34221471,21.65648557,34977,19.8,0,30.4,0,0,0
47,1095,178866.5,11.5,12.8,26.5,33.2,,2,4,0.0216889,0.0422672,0.033186207999999995,0.031526845,63,52,5,5,43,24,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Marshall,83.91833926,1.493243316,12.08140272,0.5106483620000001,0.612778035,0.067728099,14.90233178,25.00456896,40599,20.1,0,32.7,0,0,0
48,1097,246681.3142857143,12.2,15.6,30.3,37.1,,32,30,0.077671034,0.072267738,0.009715317,0.012052956,68,89,3,1,39,47,1.01769,1.001391,0.9401653,4.0,4.0,4.0,4.0,4.0,AL,Mobile,59.05780257,34.44909344,2.405857741,1.817710755,0.857401596,0.038015264,12.91090384,25.0806311,42530,18.4,0,26.9,1,1,0
49,1099,18140.83333333333,13.5,17.8,35.4,35.3,,0,1,0.0,0.0455643,0.08932958099999999,0.09289363699999999,30,14,2,1,26,6,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Monroe,54.71215537,41.53372637,0.9537020979999999,0.290445639,1.109762441,0.017340038000000002,15.684064499999998,25.32079071,35163,28.6,1,35.7,1,0,0
50,1101,342804.06666666665,12.7,13.5,34.0,34.8,,18,19,0.079083684,0.08400054800000001,0.022309577,0.013253869,20,28,1,3,6,18,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Montgomery,38.41029285,54.46737268,3.624821789,2.089264615,0.22671485800000002,0.036623169,11.95528485,24.48825661,42666,22.8,0,33.8,1,1,0
51,1103,340869.75,11.0,12.6,34.8,31.6,,6,9,0.0504397,0.075246432,0.017051316,0.025207542000000003,68,45,6,1,46,30,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Morgan,77.48347142,11.76583815,7.662565905,0.556531927,0.7766340279999999,0.057745418,14.11917315,23.95514269,47234,16.4,0,24.0,0,1,0
52,1107,62990.6,14.9,16.4,34.8,36.4,,2,1,0.10093873,0.0491039,0.104069102,0.098405826,21,19,1,1,21,15,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Pickens,55.84422161,41.37040413,1.585131166,0.16205813800000002,0.141800871,0.0050643170000000005,16.89456092,23.30092171,33160,24.3,1,35.3,1,1,0
53,1111,59145.33333333334,12.9,14.9,31.9,30.9,,1,0,0.0437369,0.0,0.044292864,0.088292425,29,19,4,0,21,23,0.8567245000000001,0.9908802,0.7998569999999999,4.0,4.0,4.0,4.0,4.0,AL,Randolph,75.41570288,20.09339676,2.832453193,0.235674071,0.366604111,0.021821673,16.96853315,23.88600358,37333,18.7,0,31.7,1,0,0
54,1113,101113.8,13.6,12.9,36.7,36.4,,4,3,0.07668417599999999,0.0503288,0.01966723,0.017190401,6,15,0,1,5,13,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Russell,52.11060117,41.41122254,3.675373487,0.42117589299999997,0.356960734,0.21153228699999999,12.69193722,25.49530663,36124,23.0,0,36.3,1,1,0
55,1115,142769.81818181818,11.4,12.8,33.7,33.0,,2,2,0.0240938,0.0230688,0.012210758,0.011361183,36,30,2,2,28,28,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,St. Clair,87.26448387,8.491141602999999,2.052803464,0.6124914770000001,0.30146064899999997,0.049047169,13.05013578,23.717296899999997,53558,12.4,0,17.5,0,1,0
56,1117,290375.9,8.0,8.7,28.4,30.1,,24,27,0.124540756,0.13065253699999999,0.020778897,0.037982737,18,33,3,9,17,12,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Shelby,80.15531691,10.56257529,5.9292103439999995,1.8960965730000001,0.23476945899999999,0.031781019,10.57333983,25.61037496,70879,8.5,0,10.2,0,1,0
57,1119,25068.66666666667,17.1,20.1,40.8,40.3,,1,1,0.072748436,0.07595321299999999,0.077802848,0.076687117,15,16,5,1,31,19,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Sumter,24.00639395,74.71481508,0.624863765,0.239773305,0.079924435,0.007265858,14.98946451,22.29165153,25931,33.2,1,44.2,1,0,1
58,1121,70620.33333333331,13.6,15.3,34.0,39.0,,3,0,0.036287099999999996,0.0,0.0,0.012483926999999999,38,31,4,7,14,11,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Talladega,64.50158584,31.53807828,2.0305987290000003,0.39980070700000003,0.279495935,0.0072911980000000005,14.08537993,23.43512656,37911,22.4,0,31.1,1,0,0
59,1123,147972.5,14.3,13.7,33.9,36.9,,3,1,0.071717148,0.0242925,0.024385486,0.024553736,21,18,1,7,10,10,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Tallapoosa,69.29546328,26.55228758,2.503844675,0.473375625,0.28594771199999997,0.004805844,17.28421761,22.15253749,39051,21.7,0,34.5,0,0,0
60,1125,333380.41666666674,11.1,12.3,33.1,34.3,,16,17,0.082990995,0.084070184,0.010867498,0.0145559,54,52,4,3,46,35,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Tuscaloosa,65.04346129,29.48843087,3.0561606119999998,1.177975506,0.233745685,0.039043235,10.81394871,21.46658721,47868,20.0,0,25.1,0,1,0
61,1127,108132.875,13.3,16.7,33.1,33.2,,6,4,0.08909082800000001,0.061095800000000006,0.014547147,0.01539243,28,19,3,1,21,13,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Walker,90.39732629,5.796517613,1.950076839,0.283484774,0.347641854,0.038792652999999996,16.25412172,22.54002357,37305,20.6,0,31.1,0,1,0
62,1129,21234.5,12.9,17.8,34.9,40.2,,1,0,0.05716569999999999,0.0,0.05858574,0.059680115,32,21,1,0,36,16,1.136671,0.9925835999999999,1.0594,4.0,4.0,4.0,4.0,4.0,AL,Washington,65.15556567,24.79949946,0.8588817470000001,0.102383255,7.929014277,0.051191627,14.73181275,25.50480633,42658,22.4,0,31.5,1,0,0
63,1131,29448.33333333333,17.1,19.3,40.8,44.9,,0,0,0.0,0.0,0.242248062,0.273074823,13,15,1,0,22,22,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Wilcox,26.64952871,72.15081405,0.616966581,0.034275921,0.11996572400000001,0.00856898,15.01285347,26.99228792,23014,33.2,1,49.2,1,0,1
64,1133,36387.333333333336,10.0,13.2,29.3,30.2,,0,1,0.0,0.0414079,0.041671876000000004,0.042007982,19,17,2,3,14,11,0.9703046000000001,0.9722158999999999,0.9232891,4.0,4.0,4.0,4.0,4.0,AL,Winston,94.90687796,0.46969449399999996,2.6098676690000002,0.240973697,0.567717693,0.032674400000000006,17.69727169,21.64270544,36497,18.9,0,29.3,0,0,0
65,4001,44690.962962962956,13.6,14.4,31.7,35.2,,3,0,0.0422488,0.0,0.014166112,0.013677645,137,130,2,4,1100,627,0.7460753999999999,0.9951802,0.6935429,0.0,0.0,0.0,0.0,0.0,AZ,Apache,20.36969714,0.219525155,5.750999748,0.258676137,71.81408876,0.033557985,11.56072597,31.68433122,31072,38.0,1,44.7,1,0,0
66,4003,103794.33333333331,8.4,10.3,23.3,26.0,,12,8,0.09225021300000001,0.062770699,0.030883737999999997,0.031804087,93,122,14,12,38,20,0.7460753999999999,0.9951802,0.6935429,0.0,0.0,0.0,0.0,0.0,AZ,Cochise,58.47532471,3.758013187,32.3900233,1.834848416,0.7529730640000001,0.28855085,17.27346094,23.03077368,43451,16.9,0,25.7,0,1,0
67,4005,158208.19047619047,7.1,7.6,20.8,23.2,,11,9,0.082411202,0.065368022,0.030805012000000003,0.014193658,66,115,0,4,339,283,0.7460753999999999,0.9951802,0.6935429,0.0,0.0,0.0,0.0,0.0,AZ,Coconino,55.22277025,1.112177413,13.51425744,1.329405376,26.49139643,0.10266253,8.870637772,23.6480907,51955,19.5,0,20.7,1,1,0
