FIPS,State,County,REDEMP_SNAPS12,REDEMP_SNAPS16,PCH_REDEMP_SNAPS_12_16,PCT_SNAP12,PCT_SNAP16,PCH_SNAP_12_16,PC_SNAPBEN10,PC_SNAPBEN15,PCH_PC_SNAPBEN_10_15,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_NSLP09,PCT_NSLP15,PCH_NSLP_09_15,PCT_FREE_LUNCH09,PCT_FREE_LUNCH14,PCT_REDUCED_LUNCH09,PCT_REDUCED_LUNCH14,PCT_SBP09,PCT_SBP15,PCH_SBP_09_15,PCT_SFSP09,PCT_SFSP15,PCH_SFSP_09_15,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_WIC15,PCH_WIC_09_15,PCT_CACFP09,PCT_CACFP15,PCH_CACFP_09_15,FDPIR12
01039,AL,Covington,305199.1582,232920.3417,-23.68250846,18.82467523,16.97643575,-1.848239474,25.41815614,25.61226025,0.763643552,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,49.05109489,51.59993568,8.321167883,7.65396366,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,28.60532,24.20761,-15.37374,104827.1,102088.9,-2.612085,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01041,AL,Crenshaw,167601.4207,159004.8912,-5.129150744,18.82467523,16.97643575,-1.848239474,25.42068172,27.30734121,7.421750185,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,48.09444905,,10.89478045,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,21.98315,23.0261,4.744296,50143.57,64855.31,29.33923,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01043,AL,Cullman,224490.1948,171700.8077,-23.51523066,18.82467523,16.97643575,-1.848239474,17.0136557,15.93715133,-6.327296081,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,39.59622525,51.29824561,10.99164604,1.676413255,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,18.91956,22.41036,18.45074,171365,163880.9,-4.367368,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01045,AL,Dale,340056.2531,213683.6157,-37.16227427,18.82467523,16.97643575,-1.848239474,24.87015184,26.82128148,7.845266305,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,50.85386127,55.95032228,8.236360889,6.241157051,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,21.74546,18.19534,-16.32579,131560,114730.7,-12.79211,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01047,AL,Dallas,505114.8592,513411.1868,1.642463574,18.82467523,16.97643575,-1.848239474,48.54138141,51.45542432,6.003213805,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,77.47946549,69.64108384,5.43091823,0,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,53.36845,41.33126,-22.55487,162495.5,177162.3,9.02599,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01049,AL,DeKalb,226782.4649,205211.9127,-9.511560862,18.82467523,16.97643575,-1.848239474,22.7655196,25.88526114,13.70380116,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,55.84218513,59.08228109,8.270106222,5.834777585,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,32.30809,26.54121,-17.84965,185486.1,171504.5,-7.537853,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01051,AL,Elmore,350017.5419,246114.4495,-29.68511001,18.82467523,16.97643575,-1.848239474,17.99532594,18.19037889,1.083908918,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,40.0092614,44.93877861,9.477502508,7.148832611,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,20.46489,19.73372,-3.572796,133235,159111,19.42137,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01053,AL,Escambia,319667.6845,261083.0925,-18.32671702,18.82467523,16.97643575,-1.848239474,31.19427264,30.81132524,-1.227620857,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,59.98303647,,9.329940628,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,30.22372,29.66015,-1.864655,189059.4,187818,-0.6566635,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01055,AL,Etowah,271338.4894,182275.7292,-32.82348938,18.82467523,16.97643575,-1.848239474,19.96233522,17.51917413,-12.23885414,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,47.97930615,51.84072126,9.695678637,9.153518658,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,26.37046,24.72657,-6.23386,151535,151838.6,0.200356,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01057,AL,Fayette,405875.1987,392463.4969,-3.304390568,18.82467523,16.97643575,-1.848239474,25.99423854,27.53194204,5.915555071,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,45.94383775,49.05349794,8.697347894,9.012345679,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,23.10955,22.09716,-4.380822,81239.31,75055.22,-7.612194,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01059,AL,Franklin,348542.815,260103.0225,-25.37415454,18.82467523,16.97643575,-1.848239474,24.79445286,24.99841481,0.822611241,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,55.22904062,58.43302443,10.11235955,10.86773378,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,33.80968,33.25215,-1.649034,174970.7,150874.5,-13.77158,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01061,AL,Geneva,348479.9564,220298.6359,-36.78298224,18.82467523,16.97643575,-1.848239474,25.72788354,26.59004547,3.351079907,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,49.73637961,55.1826793,7.356264123,6.441136671,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,24.66132,21.30028,-13.6288,106746.5,81948.25,-23.23099,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01063,AL,Greene,149920.7097,105611.9576,-29.55479074,18.82467523,16.97643575,-1.848239474,44.19568823,44.85207101,1.485173796,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,65.42056075,,2.731847592,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,,,,,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01065,AL,Hale,295879.1264,247637.0949,-16.30464174,18.82467523,16.97643575,-1.848239474,29.78532149,30.35931454,1.9271004,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,67.40387887,66.09133405,7.45151412,7.443365696,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,30.50461,,,137903.7,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01067,AL,Henry,135975.0705,140676.93,3.457883464,18.82467523,16.97643575,-1.848239474,23.17169499,22.1191321,-4.542450967,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,53.97607319,56.81818182,9.042927516,5.172413793,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,20.0945,,,83507.7,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01069,AL,Houston,330163.7794,266446.7087,-19.29862531,18.82467523,16.97643575,-1.848239474,22.82358579,23.55400975,3.200303259,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,52.16555613,55.84374203,7.43849308,6.8315065,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,27.2464,28.36497,4.105366,149631.2,139666.4,-6.659572,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01071,AL,Jackson,220545.1532,172164.3039,-21.9369361,18.82467523,16.97643575,-1.848239474,20.41257257,18.74514003,-8.16865454,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,46.8848259,51.29115163,11.95993944,8.603598091,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,20.05863,19.42001,-3.183778,88481.97,93602.68,5.787293,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01073,AL,Jefferson,364831.8125,294128.4462,-19.37971521,18.82467523,16.97643575,-1.848239474,21.76257645,23.11036095,6.193129296,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,45.60550385,43.09498614,6.323641011,3.818594104,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,20.96762,19.97552,-4.731607,135046.5,140255.5,3.857177,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01075,AL,Lamar,241560.6381,177098.6307,-26.68564215,18.82467523,16.97643575,-1.848239474,23.49972535,23.02426509,-2.02325878,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,47.57446809,47.53268663,9.531914894,11.13454239,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,14.74836,19.54982,32.55587,52876.56,69690.21,31.79793,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01077,AL,Lauderdale,274112.6881,197129.6682,-28.08444235,18.82467523,16.97643575,-1.848239474,17.03088877,16.83571771,-1.145982804,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,39.78649303,43.96146435,8.298001211,5.718689788,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,21.13614,20.32182,-3.852736,110902.6,117538.9,5.983891,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01079,AL,Lawrence,267727.6789,228470.0865,-14.66325505,18.82467523,16.97643575,-1.848239474,21.28532184,24.14511212,13.43550408,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,45.25491694,52.55489022,11.26599198,9.920159681,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,23.93443,19.81722,-17.20207,135816,111762.5,-17.71033,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01081,AL,Lee,339127.457,249131.5883,-26.53747636,18.82467523,16.97643575,-1.848239474,15.02527683,14.28606361,-4.919797719,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,38.29608801,41.69800034,6.921217503,5.682789267,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,15.54203,14.80319,-4.753825,159132.5,145324.9,-8.676781,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01083,AL,Limestone,263637.1176,175281.1193,-33.51424832,18.82467523,16.97643575,-1.848239474,16.98537524,15.48754666,-8.818342616,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,37.23852901,40.09637514,7.01754386,5.883199079,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,17.9975,16.44223,-8.641554,171682.6,160136.4,-6.725327,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01085,AL,Lowndes,127112.7246,107953.7485,-15.07242975,18.82467523,16.97643575,-1.848239474,47.46732749,49.15083477,3.5466654,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,91.34312697,68.93939394,3.672612802,0,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,36.17543,,,75920.17,,,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01087,AL,Macon,523231.4292,310090.2351,-40.73554878,18.82467523,16.97643575,-1.848239474,47.58297595,47.97900945,0.832300839,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,97.76638594,66.91484411,0,0,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,22.34869,18.37947,-17.76039,124007.3,94355.63,-23.91123,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01089,AL,Madison,301028.96,237181.8646,-21.20961899,18.82467523,16.97643575,-1.848239474,12.94785217,15.41740494,19.07306892,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,29.26604448,30.0330675,5.766793409,3.936977242,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,15.4745,15.73919,1.710519,141885.2,154280,8.735813,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01091,AL,Marengo,395813.203,376333.1567,-4.921525141,18.82467523,16.97643575,-1.848239474,29.2362201,31.08678184,6.329688776,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,61.19302949,59.01430031,6.724754245,6.639427988,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,32.70823,32.37221,-1.027307,86267.95,110070.9,27.5919,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01093,AL,Marion,366487.666,284759.9561,-22.30026205,18.82467523,16.97643575,-1.848239474,24.49148687,24.34068668,-0.615724936,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,44.22350368,45.35253017,9.107178365,7.812830828,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,24.16646,21.94201,-9.204696,88745.29,95062.2,7.118019,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01095,AL,Marshall,362775.7724,276264.4411,-23.84705314,18.82467523,16.97643575,-1.848239474,20.10521148,23.90796222,18.91425388,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,46.22550206,49.25879108,8.178078877,5.131004367,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,36.84781,36.07156,-2.106615,219121.6,244194.2,11.4423,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01097,AL,Mobile,341039.1568,270103.0149,-20.7999992,18.82467523,16.97643575,-1.848239474,28.93316739,28.80170624,-0.454361406,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,60.06475571,47.9005332,6.612140928,0.603021455,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,26.07827,26.29706,0.8389452,166710.3,197914.5,18.71765,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01099,AL,Monroe,328256.0431,270652.6042,-17.54832549,18.82467523,16.97643575,-1.848239474,28.89645107,27.23878877,-5.736560159,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,58.62573099,61.99945519,8.479532164,5.284663579,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,33.68864,30.31662,-10.00936,69361.85,114202.7,64.64773,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01101,AL,Montgomery,491174.2995,395557.02,-19.46707709,18.82467523,16.97643575,-1.848239474,29.21133749,32.51486915,11.30907361,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,63.37677874,53.07415815,7.146455106,0,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,29.76851,27.33381,-8.17877,190965,224673.2,17.65152,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01103,AL,Morgan,287712.5571,195545.1005,-32.03456169,18.82467523,16.97643575,-1.848239474,17.1736826,17.2694682,0.557746447,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,41.03469141,42.26092333,7.134933441,5.188582028,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,27.70203,24.98379,-9.812411,189509.6,167106.9,-11.82142,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01105,AL,Perry,221439.5712,243663.6875,10.03619912,18.82467523,16.97643575,-1.848239474,53.03244893,50.1394196,-5.455205994,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,92.93139293,70.18292683,1.923076923,0,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,56.25849,45.93053,-18.35806,120989.5,116904.7,-3.376184,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01107,AL,Pickens,190677.4039,146601.6656,-23.11534424,18.82467523,16.97643575,-1.848239474,25.11057092,22.75891871,-9.365188126,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,66.46362098,58.87708649,7.17428088,5.31107739,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,33.30872,29.51185,-11.39901,92241.34,81811.06,-11.3076,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
01109,AL,Pike,314543.6719,275970.5312,-12.26320669,18.82467523,16.97643575,-1.848239474,28.64828718,28.47105705,-0.618641296,67,89.184,0,1,0,0,0,1,1,1,12.31505542,10.93452934,-1.380526082,61.90795353,,7.81948168,,4.509007566,5.23299826,0.723990693,0.564889562,1.027108781,0.462219219,33.04755,29.14332,-11.81399,167281.2,138147.6,-17.41591,2.990416904,2.719352152,-0.271064752,0.916089934,1.055597277,0.139507343,0
