,avg_income_n2_agi,Premature death Value,Poor or fair health Value,Poor physical health days Value,Poor mental health days Value,Low birthweight Value,Adult smoking Value,Adult obesity Value,Food environment index Value,Physical inactivity Value,Access to exercise opportunities Value,Excessive drinking Value,Alcohol-impaired driving deaths Value,Sexually transmitted infections Value,Teen births Value,Diabetic screening Value,Premature age-adjusted mortality Value,Frequent physical distress Value,Frequent mental distress Value,Diabetes Value
46,19.326754014589795,12061.0,0.229,5.0,4.9,0.09,0.203,0.349,7.5,0.35700000000000004,0.4920000000000001,0.129,0.036000000000000004,220.9,54.5,0.9,539.7,0.2,0.1,0.13
47,22.112238805947765,10703.0,0.22,4.9,4.8,0.08,0.204,0.35,7.5,0.316,0.647,0.138,0.278,253.2,62.5,0.83,517.4,0.2,0.1,0.115
48,25.320646655302802,10302.0,0.236,4.9,5.0,0.12,0.205,0.361,5.9,0.29600000000000004,0.695,0.146,0.373,792.4,53.3,0.86,490.3,0.2,0.1,0.136
49,20.431710987155363,11053.0,0.26,5.3,5.1,0.16,0.219,0.3720000000000001,4.4,0.321,0.534,0.11,0.35700000000000004,544.2,57.0,0.78,500.8,0.2,0.2,0.16399999999999998
50,27.934383697570034,9166.0,0.237,4.9,4.7,0.12,0.197,0.336,5.4,0.28,0.758,0.134,0.411,1320.4,50.0,0.82,431.1,0.2,0.1,0.135
51,23.30806767055439,9466.0,0.19,4.5,4.5,0.09,0.185,0.322,7.6,0.305,0.7120000000000001,0.136,0.221,420.3,47.8,0.85,445.2,0.1,0.1,0.114
52,19.599999999538184,13919.0,0.337,6.0,5.4,0.14,0.246,0.378,4.8,0.326,0.784,0.097,0.526,1129.6,46.6,0.8,640.7,0.2,0.2,0.198
53,20.230824139629377,10664.0,0.26,5.1,5.0,0.12,0.21600000000000005,0.374,6.3,0.336,0.013,0.114,0.5770000000000001,654.5,41.9,0.88,515.5,0.2,0.2,0.155
54,20.427061556115483,10717.0,0.255,5.1,5.1,0.1,0.223,0.341,5.9,0.285,0.603,0.134,0.212,1003.6,28.9,0.89,508.3,0.2,0.2,0.119
55,22.54130288756286,11034.0,0.224,5.0,4.7,0.1,0.201,0.332,7.0,0.306,0.269,0.134,0.235,471.9,46.8,0.84,481.5,0.2,0.1,0.136
56,20.82235661853671,9846.0,0.251,5.1,4.9,0.1,0.212,0.348,5.9,0.311,0.718,0.131,0.28600000000000003,797.3,52.0,0.81,497.0,0.2,0.2,0.129
57,28.98941346052327,10064.0,0.204,4.3,4.3,0.08,0.198,0.331,8.1,0.28600000000000003,0.6809999999999999,0.14400000000000002,0.375,258.1,45.4,0.87,470.5,0.1,0.1,0.107
58,42.583705391803434,6400.0,0.138,3.6,3.8,0.08,0.155,0.313,8.4,0.236,0.735,0.17,0.222,198.1,21.8,0.87,318.1,0.1,0.1,0.091
59,17.658125739470943,12106.0,0.332,5.8,5.5,0.12,0.241,0.396,4.0,0.312,0.196,0.103,0.417,1355.5,32.9,0.8,528.5,0.2,0.2,0.193
60,21.664646667911054,11677.0,0.249,5.2,4.9,0.13,0.218,0.376,6.4,0.341,0.6609999999999999,0.117,0.34700000000000003,662.9,47.4,0.82,559.2,0.2,0.2,0.145
61,28.421114519102787,9954.0,0.241,5.0,4.7,0.14,0.208,0.365,6.7,0.322,0.6559999999999999,0.126,0.222,563.5,57.2,0.78,466.5,0.2,0.1,0.14300000000000002
62,28.010639213117408,8554.0,0.2,4.5,4.5,0.11,0.204,0.327,6.5,0.282,0.757,0.154,0.263,784.5,28.6,0.85,437.4,0.1,0.1,0.105
63,22.177696858827733,14857.0,0.223,5.0,5.0,0.1,0.218,0.329,7.3,0.338,0.475,0.128,0.21,484.7,56.2,0.89,673.8,0.2,0.1,0.13
64,23.74461105574469,10910.0,0.215,4.7,4.6,0.1,0.2,0.36,7.0,0.333,0.105,0.13699999999999998,0.304,491.0,39.1,0.83,510.2,0.1,0.1,0.138
65,20.14671890181997,17193.0,0.336,6.0,5.4,0.14,0.252,0.444,1.8,0.32299999999999995,0.259,0.095,0.455,1443.4,46.7,0.86,732.7,0.2,0.2,0.205
66,23.222423887099882,12313.0,0.217,5.1,4.9,0.1,0.21600000000000005,0.287,7.3,0.306,0.765,0.129,0.28600000000000003,224.0,51.2,0.84,550.8,0.2,0.1,0.128
67,26.921527766632376,8014.57472826087,0.17,3.6,2.6,0.08173346693386885,0.202,0.311,4.9,0.29,0.311,0.17600000000000002,0.31351401564537057,537.8,59.3,0.74,388.6011243386242,0.1,0.1,0.1
68,32.17158469791131,8014.57472826087,0.14,3.2,2.5,0.05,0.18,0.362,6.8,0.239,0.5922792703150904,0.188,0.31351401564537057,216.3,23.2,0.8451246719160105,178.6,0.1,0.1,0.087
69,41.27218352331985,7123.0,0.12,3.0,2.8,0.06,0.16,0.27,7.9,0.182,0.8859999999999999,0.233,0.256,865.3,34.8,0.77,342.9,0.1,0.1,0.071
70,17.566911760561467,12030.0,0.239,5.6,4.3,0.05,0.343,0.316,2.6,0.267,0.067,0.206,0.667,2090.6,80.5,0.8451246719160105,465.2,0.2,0.1,0.125
71,33.68117645827836,8014.57472826087,0.125,3.4,3.0,0.08173346693386885,0.212,0.341,7.8,0.229,0.054000000000000006,0.228,0.0,349.87265866209214,56.0,0.8451246719160105,598.0,0.1,0.1,0.094
72,37.56437499140953,8014.57472826087,0.11,3.0,2.7,0.08173346693386885,0.17800000000000002,0.247,6.1,0.17600000000000002,0.35,0.231,0.25,266.7,41.53850267379671,0.76,388.6011243386242,0.1,0.1,0.07400000000000001
73,24.00268292440689,15713.0,0.212,4.9,4.0,0.06,0.32,0.353,5.6,0.255,0.524,0.197,0.75,1410.4,56.5,0.8451246719160105,547.5,0.2,0.1,0.123
74,33.56266005773635,6211.0,0.11,3.2,2.7,0.06,0.162,0.28600000000000003,7.2,0.197,0.649,0.23,0.3670000000000001,648.2,36.9,0.78,302.7,0.1,0.1,0.058
75,35.59299065420561,6256.0,0.119,3.3,3.0,0.08173346693386885,0.181,0.265,7.4,0.198,0.23,0.193,1.0,274.3,41.53850267379671,0.68,333.7,0.1,0.1,0.097
77,40.293846815834776,6392.0,0.099,2.8,2.8,0.05,0.171,0.27,8.0,0.163,1.0,0.23,0.429,645.0,24.4,0.81,294.5,0.1,0.1,0.071
78,36.08883158036084,6748.0,0.125,3.3,2.9,0.04,0.195,0.28,7.7,0.237,0.5870000000000001,0.237,0.234,316.3,29.0,0.79,318.1,0.1,0.1,0.08
79,35.298407079646026,7357.0,0.126,3.4,2.8,0.05,0.197,0.293,8.0,0.217,0.813,0.219,0.667,638.7,29.6,0.83,344.9,0.1,0.1,0.086
80,30.117398373983736,6600.0,0.123,3.0,2.6,0.05,0.16899999999999998,0.293,7.8,0.199,0.986,0.218,0.75,323.1,29.3,0.83,319.1,0.1,0.1,0.077
82,22.447540968174444,8014.57472826087,0.206,5.0,4.0,0.08173346693386885,0.308,0.324,2.7,0.233,0.17,0.214,0.0,967.4,41.7,0.8451246719160105,522.4,0.2,0.1,0.121
83,34.07828685246604,6942.0,0.121,3.2,3.0,0.06,0.212,0.289,7.8,0.218,0.379,0.215,0.317,549.4,30.8,0.82,351.0,0.1,0.1,0.07400000000000001
84,23.464087587449175,13246.0,0.238,5.4,4.3,0.06,0.353,0.333,2.8,0.269,0.059,0.193,1.0,2430.7,88.9,0.79,557.3,0.2,0.1,0.125
85,29.69111469637872,8245.0,0.145,3.7,3.0,0.07,0.254,0.353,7.7,0.253,0.06,0.231,0.0,1804.4,90.6,0.4,387.4,0.1,0.1,0.08900000000000001
86,22.026944966737428,11816.0,0.227,5.1,4.1,0.06,0.35200000000000004,0.325,3.1,0.263,0.019,0.21,0.5,2394.4,95.5,0.8451246719160105,463.5,0.2,0.1,0.118
89,37.85738562091503,6431.0,0.114,3.2,2.8,0.06,0.184,0.27,7.6,0.173,0.8859999999999999,0.213,1.0,132.7,27.0,0.79,305.7,0.1,0.1,0.08199999999999999
91,28.232851985098943,8211.0,0.133,3.6,3.0,0.06,0.202,0.33,6.6,0.209,0.106,0.211,0.273,182.0,35.8,0.73,385.9,0.1,0.1,0.08800000000000001
92,35.26460280222405,5504.0,0.119,3.4,2.8,0.05,0.191,0.304,7.2,0.231,0.6759999999999999,0.218,0.5,380.8,20.0,0.82,296.4,0.1,0.1,0.083
94,27.490697668025426,8014.57472826087,0.13,3.5,3.0,0.08173346693386885,0.205,0.321,7.6,0.247,1.0,0.21600000000000005,0.31351401564537057,349.87265866209214,41.53850267379671,0.8451246719160105,388.6011243386242,0.1,0.1,0.102
95,21.665734252045823,17284.0,0.236,5.1,4.1,0.05,0.32299999999999995,0.265,1.4,0.252,0.187,0.199,0.16699999999999998,1213.2,57.5,0.67,701.1,0.2,0.1,0.149
96,16.092458358005125,14320.0,0.295,5.7,5.3,0.07,0.256,0.328,0.5,0.218,0.221,0.146,0.199,822.5,55.2,0.28,535.0,0.2,0.2,0.166
97,23.73480357633081,7159.0,0.191,4.1,3.9,0.08,0.16,0.247,6.3,0.23,0.728,0.149,0.2,330.8,48.9,0.77,351.8,0.1,0.1,0.11
98,28.265171178804888,7715.0,0.159,3.8,4.0,0.08,0.198,0.215,5.4,0.163,0.8170000000000001,0.192,0.249,661.0,31.5,0.61,323.7,0.1,0.1,0.08800000000000001
99,25.33641563333536,11630.0,0.194,4.3,4.1,0.08,0.18,0.268,5.9,0.258,0.818,0.131,0.258,496.8,77.2,0.73,477.9,0.1,0.1,0.124
100,18.775126333105927,7707.0,0.196,4.1,3.8,0.08,0.184,0.318,6.2,0.234,0.433,0.172,0.34600000000000003,352.8,62.1,0.76,382.9,0.1,0.1,0.105
101,24.318523315142983,8055.0,0.196,3.7,3.5,0.07,0.172,0.334,5.3,0.242,0.433,0.177,0.278,295.4,61.2,0.82,344.7,0.1,0.1,0.103
102,19.187824674093672,13905.0,0.218,4.4,4.0,0.06,0.16,0.315,5.3,0.303,0.333,0.13,0.195,300.8,71.3,0.68,530.3,0.1,0.1,0.14800000000000002
103,33.93682792201227,6082.0,0.153,3.5,3.4,0.07,0.151,0.222,7.3,0.196,0.93,0.171,0.268,480.4,43.3,0.84,295.1,0.1,0.1,0.08900000000000001
104,23.27631867352227,10589.0,0.193,4.1,4.0,0.07,0.2,0.281,5.1,0.317,0.647,0.151,0.231,258.7,49.5,0.83,498.7,0.1,0.1,0.122
105,18.310805836162004,12609.0,0.215,4.7,4.6,0.08,0.234,0.309,3.9,0.241,0.469,0.146,0.268,864.7,65.7,0.55,485.2,0.2,0.2,0.138
106,29.738783947594598,7155.0,0.161,3.5,3.7,0.07,0.146,0.217,6.9,0.181,0.858,0.162,0.349,523.2,39.5,0.82,337.4,0.1,0.1,0.094
107,28.759447554815825,6425.0,0.182,3.9,3.6,0.07,0.17,0.299,7.2,0.261,0.6970000000000001,0.162,0.28300000000000003,316.0,50.5,0.79,302.9,0.1,0.1,0.106
108,17.908010621713274,4806.0,0.245,4.1,3.8,0.08,0.154,0.212,6.6,0.189,0.392,0.147,0.278,279.1,53.3,0.82,234.1,0.1,0.1,0.141
109,30.154834261016802,8236.0,0.141,3.6,3.6,0.07,0.147,0.247,6.0,0.202,0.8959999999999999,0.152,0.247,159.9,42.8,0.81,360.0,0.1,0.1,0.104
110,18.128181818060874,5951.0,0.235,4.1,3.9,0.06,0.149,0.304,5.2,0.276,0.772,0.159,0.28,431.5,62.7,0.82,298.5,0.1,0.1,0.124
111,22.05804815869028,10678.0,0.211,4.6,4.2,0.11,0.224,0.34,6.0,0.371,0.484,0.139,0.385,592.8,65.4,0.82,490.6,0.1,0.1,0.13
112,21.243978100965656,10591.0,0.241,5.1,4.5,0.12,0.244,0.398,5.2,0.337,0.439,0.128,0.364,915.3,67.9,0.83,503.5,0.2,0.1,0.14300000000000002
113,25.22610759430449,10540.0,0.182,4.7,4.2,0.07,0.201,0.29,6.8,0.316,0.72,0.13,0.154,231.4,46.6,0.86,455.1,0.1,0.1,0.141
114,56.46723274656309,6172.0,0.171,4.0,3.9,0.07,0.187,0.284,7.4,0.248,0.826,0.155,0.29100000000000004,240.7,42.0,0.85,321.2,0.1,0.1,0.094
115,19.614740190060626,8079.0,0.187,4.5,4.3,0.06,0.217,0.292,6.2,0.328,0.48,0.145,0.32,281.3,53.0,0.84,397.5,0.1,0.1,0.115
116,19.685121948913714,11278.0,0.299,5.6,4.7,0.11,0.25,0.371,5.8,0.3670000000000001,0.643,0.12,0.615,403.6,67.9,0.77,527.7,0.2,0.2,0.159
117,21.57815398830727,9055.0,0.22,4.7,4.2,0.07,0.223,0.35,3.5,0.35700000000000004,0.043,0.134,0.267,226.1,43.2,0.82,461.3,0.1,0.1,0.138
118,19.84782767415506,9846.0,0.218,4.6,4.2,0.06,0.202,0.362,7.3,0.33,0.456,0.13699999999999998,0.35700000000000004,224.6,61.8,0.84,421.5,0.1,0.1,0.129
119,23.745603574902105,10022.0,0.302,5.6,4.8,0.12,0.266,0.392,4.9,0.38,0.095,0.107,0.385,1032.1,72.1,0.88,542.5,0.2,0.2,0.182
120,20.854999999286925,9988.0,0.224,4.7,4.4,0.08,0.232,0.318,5.8,0.318,0.655,0.154,0.267,736.8,24.7,0.85,503.2,0.1,0.1,0.112
121,20.481385278395287,11592.0,0.211,4.8,4.4,0.08,0.227,0.327,6.1,0.403,0.156,0.13699999999999998,0.2,369.8,67.5,0.84,560.7,0.1,0.1,0.124
122,24.508030780865546,9212.0,0.191,4.4,4.1,0.08,0.199,0.312,6.9,0.389,0.48,0.142,0.45,205.4,51.0,0.86,441.9,0.1,0.1,0.127
123,22.16297313783725,7974.0,0.184,4.3,4.0,0.1,0.195,0.3670000000000001,6.1,0.32,0.5922792703150904,0.14400000000000002,0.154,289.8,43.8,0.88,437.2,0.1,0.1,0.117
124,23.811306384873657,10699.0,0.248,4.9,4.4,0.1,0.237,0.381,5.2,0.345,0.527,0.135,0.484,1033.8,49.4,0.81,554.4,0.2,0.1,0.132
125,21.47591381210588,10403.0,0.218,4.7,4.2,0.07,0.223,0.391,5.8,0.326,0.258,0.14400000000000002,0.27,427.5,65.6,0.84,493.1,0.1,0.1,0.127
126,27.67249655664003,8698.0,0.215,4.6,4.3,0.08,0.241,0.364,5.7,0.338,0.59,0.16,0.267,645.7,47.6,0.84,438.7,0.1,0.1,0.101
127,22.085319949427113,9819.0,0.201,4.6,4.3,0.08,0.215,0.361,6.3,0.328,0.638,0.149,0.324,205.0,53.6,0.83,462.4,0.1,0.1,0.111
128,21.022451646459736,12332.0,0.259,5.2,4.6,0.13,0.261,0.384,4.8,0.344,0.633,0.128,0.394,1267.5,83.1,0.85,593.4,0.2,0.1,0.139
129,20.932429173783397,12408.0,0.235,4.9,4.4,0.12,0.231,0.377,5.8,0.355,0.386,0.13699999999999998,0.17600000000000002,582.5,63.7,0.75,600.7,0.1,0.1,0.134
130,20.67639484651304,9126.0,0.24,4.9,4.3,0.13,0.222,0.362,4.9,0.375,0.361,0.125,0.333,688.6,58.8,0.82,499.0,0.1,0.1,0.156
131,19.68311897011661,12095.0,0.295,5.5,4.6,0.14,0.253,0.388,3.6,0.349,0.339,0.115,0.05,852.9,76.1,0.78,572.5,0.2,0.2,0.16899999999999998
132,21.715576923076924,8278.0,0.256,5.2,4.6,0.1,0.249,0.308,4.9,0.318,0.532,0.134,0.067,725.6,44.0,0.81,413.7,0.2,0.1,0.135
133,26.960424577013477,7438.0,0.194,4.3,4.0,0.08,0.217,0.289,6.3,0.303,0.706,0.171,0.233,470.9,34.2,0.85,374.3,0.1,0.1,0.09
134,18.95443644993373,10884.0,0.212,4.8,4.4,0.08,0.229,0.368,6.6,0.334,0.647,0.142,0.45,382.4,49.9,0.85,511.7,0.1,0.1,0.119
135,18.23537981040392,10168.0,0.202,4.7,4.2,0.08,0.21,0.32,6.3,0.329,0.274,0.131,0.308,178.6,48.2,0.83,414.1,0.1,0.1,0.136
136,27.884505158457213,10492.0,0.198,4.7,4.3,0.09,0.232,0.31,5.8,0.284,0.901,0.13699999999999998,0.395,448.9,51.9,0.88,494.5,0.1,0.1,0.127
137,26.11219827550004,8661.0,0.177,4.2,4.0,0.1,0.196,0.366,7.4,0.327,0.207,0.162,0.14800000000000002,205.7,48.0,0.86,436.7,0.1,0.1,0.101
138,23.386772423518753,10079.0,0.193,4.5,4.1,0.07,0.227,0.341,6.1,0.386,0.6920000000000001,0.157,0.122,317.4,62.2,0.81,505.3,0.1,0.1,0.104
139,18.394124796538676,10130.0,0.292,5.3,4.6,0.11,0.261,0.412,5.4,0.355,0.495,0.12,0.341,715.1,76.1,0.82,500.7,0.2,0.1,0.149
140,26.063677298234893,10096.0,0.194,4.4,4.0,0.09,0.212,0.325,6.3,0.374,0.35100000000000003,0.155,0.175,407.3,58.3,0.82,480.9,0.1,0.1,0.112
141,17.649999994825066,11102.0,0.263,5.2,4.7,0.08,0.246,0.373,5.9,0.337,0.473,0.126,0.25,720.8,61.8,0.76,504.5,0.2,0.1,0.14400000000000002
142,22.572160355392302,8774.0,0.212,4.7,4.3,0.08,0.233,0.34,6.0,0.365,0.484,0.147,0.447,348.4,51.2,0.82,440.6,0.1,0.1,0.116
143,18.124401906553548,10071.0,0.211,4.9,4.3,0.08,0.215,0.33,6.8,0.34700000000000003,0.445,0.135,0.083,244.9,49.1,0.84,458.6,0.1,0.1,0.138
144,21.109368634495613,11401.0,0.239,5.1,4.4,0.09,0.25,0.401,5.2,0.39,0.16899999999999998,0.138,0.273,477.3,74.9,0.8,561.9,0.2,0.1,0.127
145,20.311706348498237,10708.0,0.258,5.0,4.5,0.13,0.262,0.39,4.8,0.364,0.65,0.128,0.371,1022.4,61.6,0.82,517.5,0.2,0.1,0.158
146,19.835985662431987,8596.0,0.235,5.0,4.5,0.07,0.243,0.34700000000000003,6.8,0.371,0.293,0.145,0.32,378.4,56.7,0.83,414.2,0.2,0.1,0.12
147,19.227764126361688,15267.0,0.262,5.2,4.5,0.16,0.248,0.34,5.0,0.35,0.039,0.115,0.368,698.3,56.1,0.81,630.8,0.2,0.1,0.16
148,18.74289984621862,9758.0,0.212,5.0,4.5,0.08,0.243,0.333,5.3,0.377,0.265,0.14,0.348,370.3,43.9,0.83,496.0,0.2,0.1,0.122
149,17.229406706612433,12295.0,0.319,5.7,4.7,0.14,0.28300000000000003,0.35200000000000004,3.2,0.354,0.43,0.123,0.333,695.0,68.1,0.72,578.5,0.2,0.2,0.16699999999999998
150,22.74660249118681,8159.0,0.269,5.1,4.4,0.1,0.257,0.35700000000000004,4.0,0.373,0.383,0.151,0.231,283.7,45.7,0.85,433.6,0.2,0.1,0.125
151,23.00184048932336,7917.0,0.211,4.6,4.2,0.09,0.212,0.331,6.8,0.332,0.493,0.13699999999999998,0.16699999999999998,750.8,59.0,0.75,418.6,0.1,0.1,0.131
152,20.15658036591537,10247.0,0.201,4.5,4.2,0.08,0.211,0.353,6.5,0.361,0.4270000000000001,0.14800000000000002,0.3,432.2,66.6,0.89,485.0,0.1,0.1,0.121
153,25.0644359450613,8838.0,0.177,4.1,3.9,0.08,0.207,0.339,6.9,0.304,0.629,0.159,0.293,346.5,45.7,0.83,473.2,0.1,0.1,0.095
