zip,county,res_ratio,bus_ratio,oth_ratio,tot_ratio
02673,25001,1.000000000,1.000000000,1.000000000,1.000000000
03038,33015,1.000000000,1.000000000,1.000000000,1.000000000
04005,23031,1.000000000,1.000000000,1.000000000,1.000000000
04021,23005,1.000000000,1.000000000,1.000000000,1.000000000
04017,23005,1.000000000,1.000000000,1.000000000,1.000000000
03867,33017,1.000000000,1.000000000,1.000000000,1.000000000
03901,23031,1.000000000,1.000000000,1.000000000,1.000000000
03870,33015,1.000000000,1.000000000,1.000000000,1.000000000
03851,33017,1.000000000,1.000000000,1.000000000,1.000000000
03875,33003,1.000000000,1.000000000,1.000000000,1.000000000
03801,33015,1.000000000,1.000000000,1.000000000,1.000000000
03841,33015,1.000000000,1.000000000,1.000000000,1.000000000
03774,33009,1.000000000,1.000000000,1.000000000,1.000000000
03581,33007,1.000000000,1.000000000,1.000000000,1.000000000
03455,33005,1.000000000,1.000000000,1.000000000,1.000000000
03576,33007,1.000000000,1.000000000,1.000000000,1.000000000
03592,33007,1.000000000,1.000000000,1.000000000,1.000000000
03605,33019,1.000000000,1.000000000,1.000000000,1.000000000
03451,33005,1.000000000,1.000000000,1.000000000,1.000000000
03470,33005,1.000000000,1.000000000,1.000000000,1.000000000
03595,33007,1.000000000,0.000000000,1.000000000,1.000000000
03745,33019,1.000000000,1.000000000,1.000000000,1.000000000
03580,33009,1.000000000,1.000000000,1.000000000,1.000000000
03464,33005,1.000000000,1.000000000,1.000000000,1.000000000
04360,23011,1.000000000,0.000000000,1.000000000,1.000000000
04332,23011,1.000000000,1.000000000,1.000000000,1.000000000
04260,23005,0.997826087,1.000000000,1.000000000,0.997988737
04224,23017,0.752107926,0.777777778,0.640000000,0.750203417
04252,23001,0.998248687,1.000000000,1.000000000,0.998396151
04256,23001,1.000000000,1.000000000,1.000000000,1.000000000
04093,23031,0.999092284,1.000000000,1.000000000,0.999121780
04066,23005,1.000000000,1.000000000,1.000000000,1.000000000
04071,23005,1.000000000,1.000000000,1.000000000,1.000000000
04947,23007,1.000000000,1.000000000,1.000000000,1.000000000
04965,23025,1.000000000,1.000000000,1.000000000,1.000000000
04930,23019,0.887275833,0.986394558,0.920634921,0.894455067
04951,23027,1.000000000,1.000000000,1.000000000,1.000000000
04961,23007,0.009861933,0.000000000,0.000000000,0.009578544
04958,23025,1.000000000,1.000000000,1.000000000,1.000000000
04854,23013,1.000000000,1.000000000,1.000000000,1.000000000
04864,23013,0.998272884,1.000000000,1.000000000,0.998363339
04694,23029,1.000000000,1.000000000,1.000000000,1.000000000
04739,23003,1.000000000,1.000000000,1.000000000,1.000000000
04643,23029,1.000000000,1.000000000,1.000000000,1.000000000
04614,23009,1.000000000,1.000000000,1.000000000,1.000000000
04622,23029,0.983805668,0.971428571,1.000000000,0.983688833
04623,23029,1.000000000,1.000000000,1.000000000,1.000000000
04576,23015,1.000000000,1.000000000,1.000000000,1.000000000
04626,23029,1.000000000,1.000000000,1.000000000,1.000000000
04652,23029,1.000000000,1.000000000,1.000000000,1.000000000
04607,23009,1.000000000,1.000000000,1.000000000,1.000000000
04443,23021,1.000000000,1.000000000,1.000000000,1.000000000
04449,23019,1.000000000,1.000000000,1.000000000,1.000000000
04427,23019,1.000000000,1.000000000,1.000000000,1.000000000
04462,23019,1.000000000,1.000000000,1.000000000,1.000000000
04428,23019,1.000000000,1.000000000,1.000000000,1.000000000
04434,23019,1.000000000,1.000000000,1.000000000,1.000000000
05602,50023,1.000000000,1.000000000,1.000000000,1.000000000
05468,50007,0.817926680,0.951219512,0.940828402,0.825843621
05401,50007,1.000000000,1.000000000,1.000000000,1.000000000
05459,50011,1.000000000,1.000000000,1.000000000,1.000000000
05201,50003,0.999860238,1.000000000,1.000000000,0.999879779
05148,50003,0.201013514,0.150000000,0.000000000,0.198697068
05341,50025,1.000000000,1.000000000,1.000000000,1.000000000
05001,50027,1.000000000,1.000000000,1.000000000,1.000000000
04976,23025,1.000000000,1.000000000,1.000000000,1.000000000
05035,50027,1.000000000,1.000000000,1.000000000,1.000000000
05067,50027,1.000000000,1.000000000,1.000000000,1.000000000
05051,50017,1.000000000,1.000000000,1.000000000,1.000000000
01030,25013,1.000000000,1.000000000,1.000000000,1.000000000
01057,25013,1.000000000,1.000000000,1.000000000,1.000000000
01035,25015,1.000000000,1.000000000,1.000000000,1.000000000
01022,25013,1.000000000,1.000000000,1.000000000,1.000000000
01037,25027,0.000000000,1.000000000,1.000000000,1.000000000
05860,50019,1.000000000,1.000000000,1.000000000,1.000000000
05853,50019,1.000000000,1.000000000,1.000000000,1.000000000
05872,50019,1.000000000,1.000000000,1.000000000,1.000000000
01008,25013,0.932405567,0.950000000,1.000000000,0.940476190
05778,50001,0.971509972,1.000000000,0.750000000,0.969863014
05775,50021,0.882978723,0.833333333,1.000000000,0.884745763
05680,50019,0.013215859,0.000000000,0.000000000,0.012987013
05674,50023,1.000000000,1.000000000,1.000000000,1.000000000
05669,50023,0.798534799,1.000000000,1.000000000,0.804270463
05682,50023,1.000000000,1.000000000,1.000000000,1.000000000
05679,50017,1.000000000,1.000000000,1.000000000,1.000000000
05666,50023,1.000000000,1.000000000,0.000000000,1.000000000
05658,50023,0.986991870,1.000000000,1.000000000,0.987500000
02703,25005,1.000000000,1.000000000,1.000000000,1.000000000
01301,25011,1.000000000,1.000000000,1.000000000,1.000000000
01379,25011,1.000000000,1.000000000,1.000000000,1.000000000
02717,25005,1.000000000,1.000000000,1.000000000,1.000000000
01339,25011,1.000000000,1.000000000,1.000000000,1.000000000
01340,25011,1.000000000,1.000000000,1.000000000,1.000000000
01258,25003,1.000000000,1.000000000,1.000000000,1.000000000
01253,25003,1.000000000,1.000000000,1.000000000,1.000000000
01108,25013,1.000000000,1.000000000,1.000000000,1.000000000
01225,25003,1.000000000,1.000000000,1.000000000,1.000000000
01226,25003,1.000000000,1.000000000,1.000000000,1.000000000
01071,25013,1.000000000,1.000000000,1.000000000,1.000000000
02863,44007,1.000000000,1.000000000,1.000000000,1.000000000
02840,44005,1.000000000,1.000000000,1.000000000,1.000000000
02842,44005,1.000000000,1.000000000,1.000000000,1.000000000
02858,44007,1.000000000,1.000000000,1.000000000,1.000000000
02832,44009,1.000000000,1.000000000,1.000000000,1.000000000
02827,44003,1.000000000,1.000000000,1.000000000,1.000000000
02838,44007,1.000000000,1.000000000,1.000000000,1.000000000
02746,25005,1.000000000,1.000000000,1.000000000,1.000000000
02766,25005,1.000000000,1.000000000,1.000000000,1.000000000
06033,09003,0.999845333,1.000000000,1.000000000,0.999870475
06040,09003,1.000000000,1.000000000,1.000000000,1.000000000
06062,09003,1.000000000,1.000000000,1.000000000,1.000000000
06037,09003,0.999040422,1.000000000,1.000000000,0.999165450
06039,09005,1.000000000,1.000000000,1.000000000,1.000000000
06066,09003,0.001029991,0.000000000,0.001390821,0.000969566
06010,09003,0.999890307,1.000000000,1.000000000,0.999901016
06013,09003,1.000000000,1.000000000,1.000000000,1.000000000
02914,44007,1.000000000,1.000000000,1.000000000,1.000000000
02907,44007,1.000000000,1.000000000,1.000000000,1.000000000
02895,44007,1.000000000,1.000000000,1.000000000,1.000000000
02898,44009,1.000000000,1.000000000,1.000000000,1.000000000
06340,09011,1.000000000,1.000000000,1.000000000,1.000000000
06371,09011,1.000000000,1.000000000,1.000000000,1.000000000
06375,09011,1.000000000,1.000000000,1.000000000,1.000000000
06320,09011,1.000000000,1.000000000,1.000000000,1.000000000
06234,09015,1.000000000,1.000000000,1.000000000,1.000000000
06250,09013,0.990977444,1.000000000,0.826086957,0.980436909
06232,09013,1.000000000,1.000000000,1.000000000,1.000000000
06129,09003,1.000000000,1.000000000,1.000000000,1.000000000
06106,09003,1.000000000,1.000000000,1.000000000,1.000000000
06074,09003,0.998420914,1.000000000,1.000000000,0.998652089
06095,09003,1.000000000,1.000000000,1.000000000,1.000000000
06513,09009,1.000000000,1.000000000,1.000000000,1.000000000
06520,09009,1.000000000,1.000000000,1.000000000,1.000000000
06517,09009,1.000000000,1.000000000,1.000000000,1.000000000
06484,09001,1.000000000,1.000000000,1.000000000,1.000000000
06488,09009,1.000000000,1.000000000,1.000000000,1.000000000
06480,09007,1.000000000,1.000000000,1.000000000,1.000000000
06457,09007,1.000000000,1.000000000,1.000000000,1.000000000
06461,09009,1.000000000,1.000000000,1.000000000,1.000000000
06447,09003,0.992016807,1.000000000,1.000000000,0.992575225
06415,09007,0.070720251,0.001785714,0.005633803,0.063527218
06418,09009,0.999838109,1.000000000,1.000000000,0.999864664
06424,09007,1.000000000,1.000000000,1.000000000,1.000000000
06443,09009,1.000000000,1.000000000,1.000000000,1.000000000
06410,09009,1.000000000,1.000000000,1.000000000,1.000000000
06444,09003,1.000000000,1.000000000,1.000000000,1.000000000
06840,09001,1.000000000,1.000000000,1.000000000,1.000000000
06850,09001,1.000000000,1.000000000,1.000000000,1.000000000
06798,09005,1.000000000,1.000000000,1.000000000,1.000000000
06722,09009,1.000000000,1.000000000,1.000000000,1.000000000
06759,09005,1.000000000,1.000000000,1.000000000,1.000000000
06791,09005,0.992700730,1.000000000,1.000000000,0.993064055
06756,09005,1.000000000,1.000000000,1.000000000,1.000000000
07032,34003,0.001258048,0.014654162,0.001855288,0.002699883
07023,34039,1.000000000,1.000000000,1.000000000,1.000000000
06906,09001,1.000000000,1.000000000,1.000000000,1.000000000
07114,34039,0.000000000,0.007103394,0.001270648,0.001412230
07104,34013,1.000000000,1.000000000,1.000000000,1.000000000
07107,34013,1.000000000,1.000000000,1.000000000,1.000000000
07090,34039,1.000000000,1.000000000,1.000000000,1.000000000
07081,34039,1.000000000,1.000000000,1.000000000,1.000000000
07077,34023,1.000000000,1.000000000,1.000000000,1.000000000
07078,34039,0.000000000,0.220680958,0.015625000,0.030475207
07071,34003,1.000000000,1.000000000,1.000000000,1.000000000
07058,34027,1.000000000,1.000000000,1.000000000,1.000000000
07503,34031,1.000000000,1.000000000,1.000000000,1.000000000
07538,34031,1.000000000,1.000000000,1.000000000,1.000000000
07450,34003,1.000000000,1.000000000,1.000000000,1.000000000
07462,34037,1.000000000,1.000000000,1.000000000,1.000000000
07463,34003,1.000000000,1.000000000,1.000000000,1.000000000
07310,34017,1.000000000,1.000000000,1.000000000,1.000000000
07424,34031,1.000000000,1.000000000,1.000000000,1.000000000
07405,34027,1.000000000,1.000000000,1.000000000,1.000000000
07401,34003,1.000000000,1.000000000,1.000000000,1.000000000
07435,34031,0.459436379,0.814159292,0.526881720,0.517449664
07438,34027,0.894188470,0.781250000,0.919117647,0.890251775
07974,34039,1.000000000,1.000000000,1.000000000,1.000000000
07920,34035,0.986620235,0.998316498,0.880000000,0.984278590
07852,34027,1.000000000,1.000000000,1.000000000,1.000000000
07866,34027,1.000000000,1.000000000,1.000000000,1.000000000
07865,34041,0.607003891,0.880952381,0.809523810,0.621448213
07834,34027,1.000000000,1.000000000,1.000000000,1.000000000
07801,34027,1.000000000,1.000000000,1.000000000,1.000000000
07675,34003,1.000000000,1.000000000,1.000000000,1.000000000
07662,34003,1.000000000,1.000000000,1.000000000,1.000000000
07641,34003,1.000000000,1.000000000,1.000000000,1.000000000
07645,34003,1.000000000,1.000000000,1.000000000,1.000000000
07657,34003,1.000000000,1.000000000,1.000000000,1.000000000
07723,34025,1.000000000,1.000000000,1.000000000,1.000000000
07722,34025,1.000000000,1.000000000,1.000000000,1.000000000
08869,34035,1.000000000,1.000000000,1.000000000,1.000000000
08844,34035,1.000000000,1.000000000,1.000000000,1.000000000
08829,34019,1.000000000,1.000000000,1.000000000,1.000000000
08823,34035,0.930538922,0.654867257,0.933333333,0.916497405
08037,34007,0.185546465,0.154506438,0.149572650,0.182056075
08048,34005,1.000000000,1.000000000,1.000000000,1.000000000
08028,34015,1.000000000,1.000000000,1.000000000,1.000000000
08036,34005,1.000000000,1.000000000,1.000000000,1.000000000
08021,34007,1.000000000,1.000000000,1.000000000,1.000000000
08022,34005,1.000000000,1.000000000,1.000000000,1.000000000
08005,34029,1.000000000,1.000000000,1.000000000,1.000000000
08008,34029,1.000000000,1.000000000,1.000000000,1.000000000
07746,34025,1.000000000,1.000000000,1.000000000,1.000000000
07754,34025,1.000000000,1.000000000,1.000000000,1.000000000
07750,34025,1.000000000,1.000000000,1.000000000,1.000000000
07726,34025,0.998716153,0.995686999,0.997336884,0.998411071
08247,34009,1.000000000,1.000000000,1.000000000,1.000000000
08077,34005,1.000000000,1.000000000,1.000000000,1.000000000
08201,34001,1.000000000,1.000000000,1.000000000,1.000000000
08094,34015,0.930042346,0.959405941,0.962962963,0.931942860
08078,34007,1.000000000,1.000000000,1.000000000,1.000000000
08062,34015,1.000000000,1.000000000,1.000000000,1.000000000
08063,34015,1.000000000,1.000000000,1.000000000,1.000000000
08069,34033,1.000000000,1.000000000,1.000000000,1.000000000
08056,34015,1.000000000,1.000000000,1.000000000,1.000000000
08648,34021,1.000000000,1.000000000,1.000000000,1.000000000
08721,34029,1.000000000,1.000000000,1.000000000,1.000000000
08611,34021,1.000000000,1.000000000,1.000000000,1.000000000
08607,34021,1.000000000,1.000000000,1.000000000,1.000000000
08533,34029,1.000000000,1.000000000,1.000000000,1.000000000
08360,34001,0.059622867,0.035974499,0.024013722,0.055892014
08404,34001,1.000000000,1.000000000,1.000000000,1.000000000
08501,34025,0.904119072,0.991902834,1.000000000,0.911931818
08302,34011,0.958896602,0.988434850,1.000000000,0.961467583
08343,34033,0.375690608,0.574074074,0.200000000,0.380952381
08344,34033,0.062540297,0.033492823,0.160000000,0.061450839
08343,34015,0.624309392,0.425925926,0.800000000,0.619047619
08270,34009,0.920807453,0.898373984,1.000000000,0.919640689
08328,34015,1.000000000,1.000000000,1.000000000,1.000000000
19808,10003,1.000000000,1.000000000,1.000000000,1.000000000
19904,10001,1.000000000,1.000000000,1.000000000,1.000000000
19899,10003,1.000000000,1.000000000,1.000000000,1.000000000
19734,10003,1.000000000,1.000000000,1.000000000,1.000000000
19716,10003,1.000000000,1.000000000,1.000000000,1.000000000
19702,10003,1.000000000,1.000000000,1.000000000,1.000000000
08750,34025,1.000000000,1.000000000,1.000000000,1.000000000
08754,34029,1.000000000,1.000000000,1.000000000,1.000000000
08732,34029,1.000000000,1.000000000,1.000000000,1.000000000
08730,34025,1.000000000,1.000000000,1.000000000,1.000000000
19973,10005,1.000000000,1.000000000,1.000000000,1.000000000
19968,10005,1.000000000,1.000000000,1.000000000,1.000000000
19941,10005,1.000000000,1.000000000,1.000000000,1.000000000
10012,36061,1.000000000,1.000000000,1.000000000,1.000000000
10022,36061,1.000000000,1.000000000,1.000000000,1.000000000
10021,36061,1.000000000,1.000000000,1.000000000,1.000000000
10464,36005,1.000000000,1.000000000,1.000000000,1.000000000
10457,36005,1.000000000,1.000000000,1.000000000,1.000000000
10165,36061,0.000000000,1.000000000,1.000000000,1.000000000
10452,36005,1.000000000,1.000000000,1.000000000,1.000000000
10069,36061,1.000000000,1.000000000,1.000000000,1.000000000
10075,36061,1.000000000,1.000000000,1.000000000,1.000000000
10548,36119,1.000000000,1.000000000,1.000000000,1.000000000
10541,36079,0.964228776,1.000000000,1.000000000,0.967440595
10473,36005,1.000000000,1.000000000,1.000000000,1.000000000
10512,36079,0.999469121,1.000000000,1.000000000,0.999520882
10511,36119,1.000000000,1.000000000,1.000000000,1.000000000
10470,36005,0.995359629,0.982791587,0.991561181,0.994237470
10973,36071,1.000000000,1.000000000,1.000000000,1.000000000
10980,36087,1.000000000,1.000000000,1.000000000,1.000000000
12401,36111,1.000000000,1.000000000,1.000000000,1.000000000
10956,36087,1.000000000,1.000000000,1.000000000,1.000000000
10976,36087,1.000000000,1.000000000,1.000000000,1.000000000
10963,36071,0.986358867,1.000000000,1.000000000,0.987154150
10993,36087,1.000000000,1.000000000,1.000000000,1.000000000
10952,36087,1.000000000,1.000000000,1.000000000,1.000000000
10924,36071,1.000000000,1.000000000,1.000000000,1.000000000
10710,36119,1.000000000,1.000000000,1.000000000,1.000000000
10707,36119,1.000000000,1.000000000,1.000000000,1.000000000
12758,36105,0.977375566,0.939393939,1.000000000,0.976356797
12723,36105,1.000000000,1.000000000,1.000000000,1.000000000
12701,36105,1.000000000,1.000000000,1.000000000,1.000000000
12766,36105,1.000000000,1.000000000,1.000000000,1.000000000
12775,36105,1.000000000,1.000000000,1.000000000,1.000000000
12564,36027,0.996138996,1.000000000,1.000000000,0.996623523
12589,36071,0.256155679,0.111111111,0.080645161,0.249286937
12529,36021,1.000000000,1.000000000,1.000000000,1.000000000
12402,36111,1.000000000,1.000000000,1.000000000,1.000000000
12457,36111,1.000000000,1.000000000,1.000000000,1.000000000
12459,36025,1.000000000,0.000000000,1.000000000,1.000000000
12470,36039,1.000000000,1.000000000,1.000000000,1.000000000
12455,36025,0.989717224,1.000000000,1.000000000,0.990074442
12494,36111,1.000000000,1.000000000,1.000000000,1.000000000
11204,36047,1.000000000,1.000000000,1.000000000,1.000000000
11102,36081,1.000000000,1.000000000,1.000000000,1.000000000
11105,36081,1.000000000,1.000000000,1.000000000,1.000000000
11217,36047,1.000000000,1.000000000,1.000000000,1.000000000
11357,36081,1.000000000,1.000000000,1.000000000,1.000000000
11239,36047,1.000000000,1.000000000,1.000000000,1.000000000
11247,36047,1.000000000,1.000000000,1.000000000,1.000000000
11234,36047,1.000000000,1.000000000,1.000000000,1.000000000
11225,36047,1.000000000,1.000000000,1.000000000,1.000000000
11697,36081,1.000000000,1.000000000,1.000000000,1.000000000
11509,36059,1.000000000,1.000000000,1.000000000,1.000000000
11421,36081,0.990816327,0.998561151,1.000000000,0.991553740
11590,36059,1.000000000,1.000000000,1.000000000,1.000000000
11566,36059,1.000000000,1.000000000,1.000000000,1.000000000
11579,36059,1.000000000,1.000000000,1.000000000,1.000000000
11580,36059,0.998778502,1.000000000,1.000000000,0.998994436
11726,36103,1.000000000,1.000000000,1.000000000,1.000000000
11735,36059,0.836883646,0.293008130,0.476993865,0.704368271
11724,36103,0.996331621,0.991189427,0.965517241,0.994538835
11795,36103,1.000000000,1.000000000,1.000000000,1.000000000
11932,36103,1.000000000,1.000000000,1.000000000,1.000000000
11776,36103,1.000000000,1.000000000,1.000000000,1.000000000
11790,36103,1.000000000,1.000000000,1.000000000,1.000000000
11784,36103,1.000000000,1.000000000,1.000000000,1.000000000
11762,36059,1.000000000,1.000000000,1.000000000,1.000000000
11769,36103,1.000000000,1.000000000,1.000000000,1.000000000
11717,36103,1.000000000,1.000000000,1.000000000,1.000000000
11705,36103,1.000000000,1.000000000,1.000000000,1.000000000
11718,36103,1.000000000,1.000000000,1.000000000,1.000000000
12180,36083,1.000000000,1.000000000,1.000000000,1.000000000
12138,36083,1.000000000,1.000000000,1.000000000,1.000000000
12176,36039,1.000000000,1.000000000,1.000000000,1.000000000
12158,36001,1.000000000,1.000000000,1.000000000,1.000000000
12125,36021,1.000000000,1.000000000,1.000000000,1.000000000
12082,36083,1.000000000,0.000000000,1.000000000,1.000000000
12070,36035,0.341853035,0.100000000,0.900000000,0.346749226
12062,36083,0.869510665,1.000000000,0.500000000,0.866831073
12057,36083,0.228116711,0.150000000,0.600000000,0.228498074
12106,36021,1.000000000,1.000000000,1.000000000,1.000000000
12051,36039,1.000000000,1.000000000,1.000000000,1.000000000
11980,36103,1.000000000,1.000000000,1.000000000,1.000000000
12035,36095,1.000000000,1.000000000,1.000000000,1.000000000
11941,36103,1.000000000,1.000000000,1.000000000,1.000000000
12901,36019,1.000000000,1.000000000,1.000000000,1.000000000
12942,36031,1.000000000,1.000000000,1.000000000,1.000000000
12885,36113,1.000000000,1.000000000,1.000000000,1.000000000
12972,36019,0.994806233,1.000000000,1.000000000,0.994998076
12920,36033,0.963636364,0.923076923,1.000000000,0.963066202
12845,36113,1.000000000,1.000000000,1.000000000,1.000000000
12860,36113,1.000000000,1.000000000,1.000000000,1.000000000
12816,36115,1.000000000,1.000000000,1.000000000,1.000000000
12861,36115,0.978260870,1.000000000,1.000000000,0.978354978
12824,36113,1.000000000,1.000000000,1.000000000,1.000000000
12803,36113,0.100965759,0.200000000,0.004950495,0.103196527
12198,36083,1.000000000,1.000000000,1.000000000,1.000000000
12183,36001,1.000000000,1.000000000,1.000000000,1.000000000
12201,36001,1.000000000,1.000000000,1.000000000,1.000000000
13209,36067,1.000000000,1.000000000,1.000000000,1.000000000
13303,36065,1.000000000,0.000000000,1.000000000,1.000000000
13108,36067,1.000000000,1.000000000,1.000000000,1.000000000
13152,36067,0.934027055,0.997742664,0.995121951,0.941500092
13159,36023,0.198768690,0.047058824,0.130434783,0.192099792
13135,36075,0.774549098,0.864077670,0.913793103,0.784981906
13077,36023,0.962850388,0.994117647,0.991304348,0.965495995
13103,36075,1.000000000,1.000000000,1.000000000,1.000000000
13081,36011,0.998069498,1.000000000,1.000000000,0.998134328
12997,36031,0.991304348,1.000000000,1.000000000,0.991853360
13029,36067,1.000000000,1.000000000,1.000000000,1.000000000
13042,36065,0.641089109,0.733333333,0.692307692,0.642741935
13040,36023,0.920100925,1.000000000,1.000000000,0.922322159
13642,36089,0.993981704,0.996753247,0.994764398,0.994219653
13658,36089,1.000000000,1.000000000,1.000000000,1.000000000
13640,36045,1.000000000,1.000000000,1.000000000,1.000000000
13733,36017,0.933203883,0.953125000,1.000000000,0.935483871
13734,36107,1.000000000,1.000000000,1.000000000,1.000000000
13740,36025,1.000000000,1.000000000,1.000000000,1.000000000
13620,36049,1.000000000,1.000000000,1.000000000,1.000000000
13632,36045,1.000000000,0.000000000,1.000000000,1.000000000
13619,36049,0.107924368,0.042801556,0.024570025,0.098491901
13612,36045,1.000000000,1.000000000,1.000000000,1.000000000
13476,36065,1.000000000,1.000000000,1.000000000,1.000000000
13409,36053,0.946992864,0.928571429,1.000000000,0.947105788
13485,36077,0.195357834,0.500000000,0.250000000,0.199240987
13486,36065,1.000000000,1.000000000,1.000000000,1.000000000
13439,36077,0.757865169,0.833333333,1.000000000,0.765082755
13491,36043,0.526965562,0.703703704,0.277777778,0.527146465
13436,36041,1.000000000,1.000000000,1.000000000,1.000000000
13416,36043,1.000000000,1.000000000,1.000000000,1.000000000
13403,36065,1.000000000,1.000000000,1.000000000,1.000000000
13339,36057,0.843988076,0.947976879,1.000000000,0.852579853
13324,36043,1.000000000,1.000000000,1.000000000,1.000000000
13408,36053,1.000000000,1.000000000,1.000000000,1.000000000
14127,36029,1.000000000,1.000000000,1.000000000,1.000000000
14081,36029,0.685950413,0.604316547,0.666666667,0.680000000
14111,36029,1.000000000,1.000000000,1.000000000,1.000000000
14020,36037,1.000000000,1.000000000,1.000000000,1.000000000
14055,36029,1.000000000,1.000000000,1.000000000,1.000000000
14057,36029,1.000000000,1.000000000,1.000000000,1.000000000
13842,36025,1.000000000,1.000000000,1.000000000,1.000000000
13850,36007,1.000000000,0.998857143,1.000000000,0.999906812
13856,36025,1.000000000,1.000000000,1.000000000,1.000000000
13904,36007,1.000000000,1.000000000,1.000000000,1.000000000
13903,36007,1.000000000,1.000000000,1.000000000,1.000000000
13846,36025,1.000000000,1.000000000,1.000000000,1.000000000
13833,36007,1.000000000,1.000000000,1.000000000,1.000000000
13835,36023,0.156862745,0.000000000,0.000000000,0.154992548
13790,36007,1.000000000,1.000000000,1.000000000,1.000000000
13809,36017,0.621968616,0.777777778,0.714285714,0.624825662
13775,36025,0.997542998,1.000000000,1.000000000,0.997575758
14513,36117,0.974009097,0.996503497,0.992982456,0.976614858
14506,36055,1.000000000,1.000000000,1.000000000,1.000000000
14477,36073,1.000000000,1.000000000,1.000000000,1.000000000
14226,36029,1.000000000,1.000000000,1.000000000,1.000000000
14423,36051,0.997042878,1.000000000,1.000000000,0.997293640
