Country Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999
Aruba,54471.66172182374,55272.91843812354,55856.49775812309,56461.1378291212,57139.486809331924,57577.580329377204,57895.587393908296,58423.018958217,58952.3312880164,59292.33357607946,59206.15564935561,59051.73047121242,59230.09361526556,59426.3987629246,59663.02156728599,59978.06788557768,60350.739979728125,60726.572106393054,60948.13111193199,61094.9849601062,61186.94341324456,61128.51360772271,60991.60925379861,60906.214346930385,60966.28331266064,61212.365597233176,61634.72613441199,62237.88185724709,63114.21774316579,64509.157385800034,64170.11727255955,66898.43645131867,67575.68751392234,70641.61048845109,73857.05168160796,78743.94679131731,81834.18532663025,84654.72211308312,87948.93501368351,91543.94448329508
Australia,10411825.620973967,10490802.835438736,10648359.320772946,10884442.680575162,11117203.182622313,11353525.984881688,11604991.031577062,11848807.51137865,12092140.695246305,12352180.051034406,12609884.578288158,12872197.686670616,13121126.363824109,13357109.561366674,13588426.30258165,13803758.561469685,14003413.635731889,14195481.685707087,14389551.403226703,14587686.51193459,14781182.149617732,14977450.919531345,15185682.302596848,15391595.986016806,15591842.827383649,15801296.684816912,16026424.774067197,16264844.388902329,16508728.197954167,16754506.225919671,17010701.262587123,17248800.504728366,17434338.32801434,17653323.68882749,17867430.910643913,18112479.96114447,18321215.678279918,18527475.243125264,18728396.93565721,18921844.82488286
Austria,7065278.678143736,7076653.820582623,7114729.250451228,7176881.057932684,7233662.692580013,7284537.0793091,7331095.5565134045,7368366.842491841,7403335.680940816,7436478.093943676,7466430.665214984,7496684.539640652,7525050.684372975,7548053.297049349,7568694.745629182,7581383.259504618,7589144.9083133545,7590266.669194391,7587953.514552256,7582644.909966866,7573260.344902532,7563599.788504114,7555863.561223315,7550620.258748012,7549614.204238934,7555390.093719469,7572225.234264879,7600305.941433122,7636507.73450342,7686044.8895008955,7696707.565840451,7740343.045271384,7786651.967315877,7823234.957849031,7857733.1800091285,7908013.26638457,7963563.901055878,8022818.188457331,8030306.605634911,8000630.324815026
Azerbaijan,3925379.4290548954,4038731.5886372346,4166709.0856982935,4312082.3161347415,4455419.868660068,4593179.483529484,4715966.870678054,4837041.413102521,4951528.852994254,5064942.0907461215,5170390.939361313,5274535.113238392,5375698.8856739905,5470482.186140845,5566404.705650741,5664327.184348011,5764618.698005246,5866428.770592166,5970918.291062279,6076396.95031043,6178488.838032527,6276551.000333132,6370450.699489446,6459707.602389058,6552513.983637745,6652061.496967992,6758782.42545495,6870630.053618601,6984831.738737075,7104224.198070606,7231335.12287659,7336867.362717031,7363660.825282043,7456164.605466908,7540451.0645980295,7680871.258121049,7761786.186356304,7842844.870248249,7923469.452052256,8002598.491931362
"Bahamas, The",110172.16153634462,115121.69005645573,121027.59828151512,127856.19688926247,134573.64318285632,141006.61257318227,146728.82802532107,152353.57191850088,157703.58501836302,162793.06439341727,167576.62071778002,172251.2786764233,176757.19406087633,180988.95873459807,185101.29253790184,189354.29308329715,193817.04654227645,198312.66339088097,202948.9585652501,207617.95460219897,212110.37728699163,216376.1923856091,220440.94586466491,224281.13450397953,228310.7972913818,232711.25413591258,237497.2660992642,242573.39623808517,247791.3285692791,253288.8820565965,259266.14637287898,264145.67029250745,265027.9492375409,269285.290755455,273123.38587582443,279817.0682287962,283477.0505595599,287172.6073988742,290852.23028053093,294485.81377958163
Bahrain,135504.62652822048,163751.19369857595,174776.00946489838,179555.94730602694,185007.21159388614,190956.24527276144,194645.30170319905,199445.6209573245,200191.1214678001,213455.7330251292,220420.32229765062,229779.9437190697,240120.5803378264,247238.22033962072,264892.20217452315,280290.53939479706,289534.03722678614,301819.6463836108,314213.9973339217,328448.25759862945,343425.3119707734,360086.27787273587,376527.4036659135,392734.7852527865,408664.20833717403,423690.8133247562,438091.1092098367,451183.7331491646,463803.7217292425,476683.15892554005,491929.182865727,505538.29272103985,517895.20879942854,530472.779592301,545695.4880678349,564124.13409548,583922.1728524298,602745.3705077667,622055.1764587362,640341.9127770544
Bangladesh,47903210.207041964,49733021.76756419,51384319.64311212,52968969.19401088,54613348.87279531,56199736.56046918,57746711.17846306,59397485.130702585,61049283.29218963,62629164.510140866,64057685.472344816,65465567.318184465,67016545.40702279,68603051.7240895,70243182.88583022,71975969.21409649,73778495.29351869,75630899.73673297,77507076.20377722,79478666.36720875,81566880.94994266,83752493.7567479,86020946.13273883,88392530.16154002,90832069.45542844,93287714.24086191,95729774.15099555,98155448.98051655,100604001.29976952,103168272.45600623,106184483.51147819,109145367.03826174,110440992.33882168,113099713.40135291,115714011.03570798,119408121.36089611,121900367.20864254,124145837.0219484,126498142.31986651,128781327.19918191
Barbados,229244.7887443318,231268.72899971233,232423.29620408255,233385.2805899086,234361.87940289424,235356.30384465895,236251.6074990707,237144.88641140528,237771.2513868356,239189.16336324764,240183.92631312244,241306.6709909191,242424.13668597676,243277.70735125605,244768.17305484565,246065.8714243418,246930.84267887403,247955.33607313898,248965.09444797994,250050.90651202656,251116.44351493753,252248.3085861248,253342.64274066023,254386.3924506117,255365.7042326025,256276.34961301798,257167.31692853384,257990.89366135187,258800.16192415927,259635.0729927871,260537.18952745653,261424.76708826073,262268.835649726,263094.76965566585,264004.5500115199,265022.45574594324,266056.56234788825,266962.3057738093,267853.3492964972,268655.0762798127
Belarus,8206867.443804722,8291613.21542133,8371145.181199681,8453257.020034295,8534587.265350617,8614861.504056022,8692279.334760409,8767526.797605406,8835993.446313132,8917792.55462962,8996642.548376478,9082356.174506944,9169249.007489543,9250337.190233927,9331982.378963757,9402083.096170586,9453320.186574344,9497897.586350705,9540437.51865353,9589729.812792595,9645141.93304399,9709390.90379304,9780419.175531868,9851662.542915482,9917643.83985931,9978883.307126027,10035137.372542027,10084598.056800727,10125346.6305299,10156747.646276873,10238805.417657439,10256371.227584254,10202930.351485532,10180472.438841272,10156682.21902937,10172100.960185949,10153001.618442353,10127585.777860466,10099236.211340006,10059621.105866741
Belgium,9142874.350644505,9187579.1447733,9251145.859200329,9324457.02453801,9392178.852143286,9452107.66096524,9506048.196595816,9547797.764417589,9582192.889311882,9613854.098844092,9648509.387261264,9689054.401597042,9727840.934168018,9760153.445899803,9783377.148180135,9804254.788333245,9815865.732259434,9825557.38756743,9838839.663057335,9854748.098624691,9865672.56664221,9873119.222497229,9872601.655537248,9865952.732726958,9855998.659531735,9851819.247923575,9858926.784078397,9872660.787207581,9892420.34572133,9919397.772668168,9957532.186673664,9993095.00100188,10039977.118072622,10083714.87801782,10111425.623535544,10132897.273703493,10154519.890425175,10185360.356483512,10211414.921152998,10243739.14801646
Belize,98593.89946450404,98098.89270056336,98771.71120656043,100512.33477388875,102368.22993115423,104476.78710804478,107026.23287890985,109759.22252607829,112658.3574836179,115805.3816294921,119092.02633128612,122476.61108939833,125748.12040823878,128991.81668810378,131979.1852992535,134613.59516077366,136940.7803346663,139011.234056208,141078.29231750843,143343.52029684623,145862.88990649272,148683.92004294012,152112.9337403762,155780.63329636463,159572.05358589924,163699.2474081397,168154.76180244767,172947.911136219,177810.7937408557,182572.46126919304,186397.57314993365,190920.57341158687,194970.19529148954,199147.10567268374,204077.67207938776,209677.45200699306,215722.04751835548,222136.27230234462,228768.1111791471,235431.15977403912
Benin,2422251.848478074,2459829.0215959502,2499311.290540687,2539489.5734883985,2582812.1609128406,2631581.5155133074,2685311.9357430665,2741847.36693574,2801344.859223838,2862589.448008626,2925993.5618112935,2988466.9396093553,3048638.004289086,3110520.945913627,3177620.5158249578,3251728.1316752387,3334069.8703299565,3424350.731413818,3521336.681422825,3621420.0341674825,3722990.7627375787,3825933.5301630897,3930782.3256389415,4038978.5130915334,4152956.0890843635,4274085.391985766,4402905.61155457,4539239.829496994,4683074.746545284,4833551.749233729,4981113.918876625,5140896.156478248,5342344.892691984,5523973.987963974,5710218.188379279,5879066.903657257,6074052.276268347,6276352.475435502,6478513.250666476,6686056.9631522065
Bermuda,44502.961975029786,46677.61004352479,48087.42211141142,48889.373864813126,49688.716547398246,50419.96448824987,50863.224374593585,51252.41713480571,51479.1482192096,51824.01411879533,52009.83335349383,52243.058841622624,52591.580393364304,52855.592842335,53289.3565450709,53740.814819068124,54070.168682560674,54476.23837977376,54898.63347010473,55341.81289648778,55803.56558717579,56248.491376746955,56463.647496386475,56629.663242317474,56850.71373286257,57057.73928482663,57279.474026833705,57463.55466487745,57683.75034005832,57987.48259511993,58292.41592764307,58506.55052696087,59414.68471495055,59882.315592156054,60106.75631032507,59893.752700033234,60010.85864457858,60197.07423051463,60313.405493136364,60523.16041078333
Bhutan,210427.88439346512,225603.19043947046,236366.5669435676,243451.32994357345,251305.75163952855,258671.99489027483,264920.67220979964,272704.47915061784,280467.71496101876,288460.09882395936,296669.90042501723,306205.6735445935,318508.0277092088,331948.21628155594,344630.74955415016,356197.7009747926,365798.9914820142,373798.89244004746,380741.8119502835,388941.6385441817,399873.72995769454,413100.18112058414,428246.75474300084,444704.0303236194,461332.3590728439,476878.8545407787,490431.5367399551,502099.66704484296,511619.2782163903,519114.18296538887,527351.168325784,532995.5527559653,524236.6357471667,522560.9086699396,522516.6593960397,531023.1789318084,533612.2598525271,535409.9461940847,538649.0092825241,540831.8198179811
Bolivia,3685496.0720106177,3750074.937252514,3823635.439588435,3906477.6759790704,3991433.8565775827,4075327.268088812,4160510.8280935287,4248584.080976613,4338775.516206972,4429965.621980399,4519735.349650174,4611334.389671441,4707442.206414986,4805972.828605417,4907420.730845656,5011755.900270056,5119397.285089951,5229834.570420604,5342137.744820587,5457176.824547645,5575101.18189415,5695208.033755746,5818415.283360865,5944201.391810644,6072060.38504969,6202343.530622639,6335308.419850744,6470954.909736589,6608473.452687636,6748528.976893727,6845946.025982566,6989010.948398575,7134530.763447683,7281591.317229617,7428797.708848208,7575702.961992014,7722603.706119448,7870617.876997381,8020730.18138909,8172328.816842079
Bosnia and Herzegovina,3255356.5163104376,3319062.5074133207,3377116.5590490657,3429047.3233360187,3479259.6703624576,3525995.145366882,3567188.367282866,3605546.642013226,3642739.949597498,3681975.5774026057,3725978.217678784,3776101.389233389,3832292.34080041,3891013.277359632,3948275.015988515,4001569.125457961,4048860.920829637,4090977.98974363,4129467.995936945,4168084.791076734,4209400.626190981,4253954.393547505,4297069.814240374,4338143.401080154,4372915.7521586735,4396470.319139168,4407989.081801761,4407608.003366136,4395907.705915678,4372154.925911923,4367001.908217179,4320059.712727642,4257007.846104592,4185117.141896261,4099988.9968333943,4007386.5218813065,3905167.1487366124,3796089.626224007,3681558.3592642136,3558702.392522622
Botswana,493392.78039925965,525819.0980665502,549073.7117428384,566185.5744460397,584644.5505125737,603716.3676296929,621389.2775220671,640924.2434023647,659784.4380621002,682066.2047826932,703560.5898478003,726540.2063237634,751659.8832025272,777358.207202117,806397.5934427311,835774.6136424039,864029.521917827,893572.6484845332,923668.4131186823,955687.5404182859,990324.9996765284,1027332.6508451095,1065527.0407344676,1105121.9465550953,1145907.37764139,1186519.1263747504,1226307.211130187,1265146.2312148935,1303198.1356232483,1340574.9438671106,1379128.1573605826,1415401.0044898633,1449910.5825784514,1484318.2556183077,1520733.5384155847,1559582.6324154967,1600097.7795930924,1641187.9005080024,1683037.8958954252,1724702.1252955515
Brazil,72223237.55752996,74511331.05358624,76697172.25170267,78987941.2347929,81300248.68652928,83612669.57522747,85829899.12867962,88069736.82463491,90249608.79019807,92708249.0516911,95058781.2089685,97493046.28358053,99967556.2937858,102392719.9977086,105075107.69196604,107750228.81834312,110371743.1319813,113085370.33911543,115830395.87068723,118613700.8747888,121403060.81443237,124218208.01951821,127012758.44669892,129790376.17886858,132589701.24861182,135395750.63287234,138226450.8812275,141065502.07218862,143907661.80401212,146762598.1459025,149332146.5788058,151991776.41011745,154652958.31182563,157316900.58970243,159908546.09659684,162493913.73149502,165020060.6691602,167540350.56456643,170039903.74176383,172523107.3961349
British Virgin Islands,8024.102761449005,7857.79474773804,8070.928668530982,8389.610466280097,8708.657264068712,8996.974974663903,9203.696958660268,9441.861336726262,9778.241263363252,9730.216398832887,9816.989790706768,9812.66253166636,9806.432593289926,9915.435839537608,9799.414574048995,9849.851218423097,10205.842600113236,10552.844322358276,10943.244775205869,11298.759943233152,11655.897239751608,11953.407151793905,12231.330969306862,12522.02178623238,12911.698401817575,13383.98261792267,13904.05487847528,14490.766814096994,15105.02172215145,15746.266584777175,16213.276148691122,16681.158609530354,16865.237005673163,17372.57973607192,17819.279778114218,18475.632211920503,18879.746293175984,19373.736290796736,19888.623848944484,20455.71888185926
Brunei Darussalam,80504.84318549497,83440.90161840268,87474.00057890278,92594.3406502041,97751.24308240815,103034.15572498942,108615.42906594716,114180.3907037559,119834.65769488248,125778.36915327678,131768.1898755331,137881.55955884798,143900.40947530785,149848.5308112629,155843.7347398926,161735.61171285447,167543.0606985815,173360.24244311464,179295.62571146822,185369.53134586615,191483.14454032993,197732.18130533292,204224.89364643133,210785.06479259563,217349.2240803159,224086.0627593958,231080.66056236625,238307.97586608183,245666.15724225173,253092.8193590045,260418.24905529903,267809.85978693713,275066.0451879382,282410.30148498487,289690.14948766143,297036.3184715626,304247.16189429775,311475.03010545654,318635.2077372951,325740.66480347037
Bulgaria,7873055.597558636,7942798.96462068,8012779.787824087,8087293.45800101,8159167.750323616,8219758.438774414,8271863.638508797,8322062.784400128,8370563.663720354,8416635.068877488,8456998.2927339,8501898.558057882,8558823.42191159,8616729.345518492,8673194.602715034,8725626.667369213,8772353.732494514,8812414.744219668,8843521.073492985,8869568.855404787,8891966.341844775,8910040.164306797,8920886.23458857,8927061.933647677,8926690.402450304,8917189.168377817,8899137.379002359,8872682.03075824,8840957.346015163,8809197.106295642,8749938.427794646,8723455.998876017,8637198.944911625,8594611.161458515,8534440.297852568,8497186.27653563,8403680.92960998,8293791.762504451,8186830.575352233,8077591.071290005
Burkina Faso,4833154.186720136,4895530.541378474,4959254.327974863,5023522.938276929,5093013.771651144,5170655.4468029775,5255732.324919059,5346248.126879795,5440682.930268728,5537308.222270888,5636124.310407392,5733382.465487477,5827837.885266998,5924716.093003516,6027626.726390942,6139322.881792008,6261016.748736401,6392546.203433081,6533747.667734786,6682072.0964015005,6836271.939256827,6996333.5336042335,7163537.681673751,7337897.750995238,7520879.606838706,7713582.769453418,7915747.920466055,8127128.32933125,8346884.264368699,8573734.036432948,8815232.59951958,9053571.310090344,9317928.27505831,9573461.155531425,9837981.892224003,10098523.719967376,10379841.973213956,10668845.9167552,10958465.1732096,11251792.256211594
Burundi,2881668.0922026895,2889327.0181093663,2922474.040896613,2964200.4178023413,3008806.3233968504,3057189.4043780304,3114010.423556205,3174598.612431539,3245473.870402245,3300380.263937615,3369202.8964920416,3437442.320774071,3508125.8848703653,3588662.865198046,3655090.0675864443,3726995.762399623,3810460.912610866,3891161.6267042793,3974939.9819609895,4061903.2493813056,4156123.4750212394,4256056.2045353465,4364878.797532659,4480475.983878523,4599789.708860442,4721664.029306795,4844207.396217573,4968979.37097463,5093475.449791428,5215075.454910494,5343083.628449775,5461669.294978872,5580779.54281912,5695435.068852577,5811344.949876275,5923941.377290525,6041973.863636129,6163402.65678069,6285442.628447942,6407396.082747463
Cabo Verde,207325.50814621075,210292.44005183066,214199.46957216813,218891.34180520097,223792.51446322707,229832.03032062337,237000.01208538207,244167.22254673037,251321.90392879146,258138.50896969897,264539.2117039477,269586.3952975644,272520.53363860893,274435.14625910815,275898.0761190659,277345.32829733466,278974.5560112652,280794.11011295306,283233.150277034,286030.07365339523,288967.0820303481,292448.52497504064,296555.9664429527,300922.9538939555,305329.2043631053,309870.65078859817,314524.1943680343,319356.9864447943,324666.2622020195,330530.88778792386,346861.2241382396,354925.8422110059,363666.3990611822,373059.50786932063,382569.4205845601,391617.3190800484,399761.59692718944,407293.4597592244,414865.26908785774,423342.7147244552
Cambodia,6415146.632264817,6000766.387706483,5861447.846422398,5982884.707497979,6093905.31401583,6228403.699160004,6438563.123486543,6630281.90717783,6825847.043194139,7017453.121909762,7172205.944644297,7277271.103697682,7288822.208968306,7252657.343420768,7198524.433469916,7135813.270912075,7091771.441443706,7057971.744155074,7061351.181619072,7085731.516199971,7098917.263481403,7122370.113817835,7209404.390956545,7308924.916179324,7409960.160244966,7561150.180703426,7778165.833724761,8057587.495802427,8369440.068777705,8700485.08922472,9118715.171775008,9455387.865488434,9555574.361542368,9836356.429052616,10145039.152142072,10630500.285292173,10981479.046175743,11320934.112284089,11640819.12257781,11912074.969389701
Cameroon,5093403.251629822,5275691.463121581,5416479.526723117,5530085.369080872,5653335.527118152,5785195.37366514,5922671.764582651,6070952.9003118975,6219286.378219325,6384124.739537016,6545082.999161985,6711000.188952525,6884730.061722776,7061988.301858462,7257845.193219107,7460698.103075846,7663099.830723351,7878044.447517678,8102536.212997273,8342647.712698029,8599742.108380966,8874350.16736283,9161857.643409425,9462581.436881064,9771613.998221505,10083918.473439235,10397162.850730313,10710443.962366162,11026282.42206313,11345683.96407064,11717108.122090334,12058173.319358889,12385355.511554519,12722834.5003419,13072003.399295699,13440048.307038292,13810568.113121938,14179024.56375426,14550266.148892006,14918861.641710516
Canada,17985389.857477296,18254988.725453828,18566306.582867585,18935898.8308783,19301251.43380858,19661609.91955371,20019236.33644159,20365149.478154108,20694930.045837138,21058088.3946643,21404572.54032116,21763243.924159624,22114237.30251368,22442240.958654817,22780700.63898354,23102441.451884456,23394056.123090997,23684678.78086458,23979415.19115819,24283751.271811157,24581477.580737762,24880184.684613347,25179958.21087995,25470808.63875351,25754308.467040688,26048254.919144318,26361084.426005095,26685759.993252456,27018642.048967913,27362707.274787284,27729116.83476405,28082301.035715535,28346837.384627417,28680376.785011873,28999444.393932708,29381536.68040543,29693204.449270986,30000711.290153258,30301109.952016972,30596452.161341555
Caribbean small states,4183066.919541346,4299233.038805345,4374557.853872599,4445884.449950388,4517222.852277173,4587703.750815088,4647637.036937794,4707699.21520246,4752234.536651259,4836514.030372748,4894820.286348941,4957407.446930217,5017914.183236493,5062860.423806554,5142437.467826204,5213668.91990176,5265797.617544429,5327520.988615265,5389013.321801944,5453286.967590949,5514474.128457455,5576492.873989368,5634685.405002663,5688692.633343628,5741361.0471995305,5792750.172042223,5845260.590858517,5896253.756529467,5947393.265832679,6001614.143764617,6051583.827412838,6101565.541028565,6126942.454257013,6171893.094117636,6220028.444557393,6290474.249297069,6344486.868231246,6392056.668486679,6439600.620637739,6482277.906924637
Cayman Islands,7890.065038111177,7766.252350356313,7815.929831607733,7940.3845544527285,8088.11774020642,8266.940389401163,8508.784049627022,8781.595262893941,9157.148415005533,9430.622125763563,9777.694642424118,10092.604123733123,10417.8120601126,10828.98974222329,11252.826191003434,11806.635044305702,12573.161281245877,13422.411064456799,14312.812808574992,15151.162303374032,15943.186742345802,16666.780108060106,17341.13729177497,18027.655143776792,18775.605512481066,19582.500745105557,20459.122545170714,21424.581500206026,22491.448954223306,23654.699350707117,24172.122373612947,25441.05900646455,27656.471087410464,29387.879994549672,31096.313998523983,32235.291338700918,33845.90782359999,35540.09793841548,37249.81867325853,39086.370852730586
Central African Republic,1491757.8826250057,1533812.2942380728,1567441.695274933,1594338.8988192317,1623142.0224649012,1653190.560632016,1683344.9895216473,1715593.7688212884,1748384.8536533238,1783060.167126148,1817908.0459888186,1853864.220325145,1892173.1547078048,1932166.0327716265,1975941.4552136129,2022666.6251064935,2071372.0993003072,2123350.4304767586,2177374.3525206093,2233610.3275536043,2292342.6009086045,2353204.8543714345,2414763.7832320607,2478341.1524869767,2543976.565308308,2610396.802920849,2677213.099053084,2744328.4561542505,2812657.456545039,2882629.1508867117,2955362.676060069,3029880.087287089,3112265.338077847,3191144.6049288595,3270746.739017206,3347284.391249981,3428748.5917966827,3510855.6842376823,3593430.3572091167,3677200.7311267606
Central Europe and the Baltics,91284863.74290808,92279277.05727668,93172105.99617381,94004599.80860205,94836405.74072655,95576736.88630159,96227838.52134474,96895747.22957404,97557851.27673836,98214639.22994764,98848887.99186559,99555218.91872545,100418363.42248173,101323705.73724277,102221012.41496201,103082545.64548011,103879242.30518265,104610917.20156379,105260287.8802032,105890304.5278606,106539177.65020938,107190048.35491772,107803959.78849979,108403463.22823234,108962253.75844689,109433764.20972629,109807605.21612687,110087228.64119573,110296945.24903889,110477716.87797876,110350320.76608057,110538809.05143662,110236092.01690073,110248365.53571673,110146758.52336378,110234497.166568,109915758.98377176,109482012.77960725,109094230.23305698,108695568.4339673
