,Airport Code,Make,Amateur Built,Number of Engines,Engine Type,Purpose of Flight,Weather Condition,Broad Phase of Flight,Safety_Index
30,0.0002529510961214165,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
31,0.0002529510961214165,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
32,0.0007588532883642496,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
33,0.0002529510961214165,0.0002529510961214165,0.0,0.5,0.014502529510961214,0.6833895446880269,0.9558178752107925,0.4323777403035413,Moderately Unsafe
34,0.00016863406408094435,0.17588532883642496,0.0,1.0,0.9365092748735244,0.008263069139966273,0.9558178752107925,0.25438448566610455,Moderately Unsafe
35,8.431703204047218e-05,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.017959527824620573,Moderately Unsafe
36,8.431703204047218e-05,0.001011804384485666,0.0,0.75,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Moderately Unsafe
37,0.0002529510961214165,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Moderately Unsafe
38,8.431703204047218e-05,0.00016863406408094435,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
39,0.0006745362563237774,0.3472175379426644,0.0,1.0,0.9365092748735244,0.0021922428330522765,0.9558178752107925,0.1188026981450253,Moderately Unsafe
40,0.00042158516020236085,0.17588532883642496,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.045868465430016866,Moderately Unsafe
41,0.0008431703204047217,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
42,0.0005902192242833053,0.0026981450252951096,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
43,0.0007588532883642496,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
44,0.0007588532883642496,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
45,0.0002529510961214165,0.0024451939291736933,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Moderately Unsafe
46,0.0008431703204047217,0.3472175379426644,0.0,0.75,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
47,0.00016863406408094435,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
48,0.00042158516020236085,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
49,0.00016863406408094435,0.0026981450252951096,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.017284991568296795,Moderately Unsafe
50,8.431703204047218e-05,0.0026981450252951096,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
51,0.001011804384485666,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
52,0.0005902192242833053,8.431703204047218e-05,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
53,8.431703204047218e-05,0.3472175379426644,0.0,0.75,0.9365092748735244,0.034232715008431704,0.9558178752107925,0.03069139966273187,Moderately Unsafe
54,8.431703204047218e-05,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
55,0.0012647554806070826,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.25438448566610455,Moderately Unsafe
56,0.0003372681281618887,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
57,0.00016863406408094435,0.010033726812816189,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
58,0.0002529510961214165,0.006492411467116358,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.25438448566610455,Moderately Unsafe
59,0.0010961214165261383,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
60,0.000505902192242833,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
61,8.431703204047218e-05,0.0007588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
62,0.0003372681281618887,8.431703204047218e-05,1.0,1.0,0.004806070826306914,0.6833895446880269,0.9558178752107925,0.045868465430016866,Moderately Unsafe
63,8.431703204047218e-05,0.06526138279932546,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
64,0.00016863406408094435,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
65,8.431703204047218e-05,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Most Unsafe
66,8.431703204047218e-05,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
67,0.0002529510961214165,0.009190556492411467,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
68,8.431703204047218e-05,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
69,0.0003372681281618887,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
70,0.0002529510961214165,0.000505902192242833,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
71,0.0017706576728499157,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Very Unsafe
72,0.00016863406408094435,0.003709949409780776,0.0,1.0,0.9365092748735244,0.02284991568296796,0.9558178752107925,0.027993254637436762,Moderately Unsafe
73,0.0005902192242833053,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
74,0.0006745362563237774,0.17588532883642496,0.0,1.0,0.04258010118043845,0.034232715008431704,0.9558178752107925,0.4323777403035413,Moderately Unsafe
75,0.0002529510961214165,0.009190556492411467,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
76,0.00016863406408094435,0.3472175379426644,0.0,1.0,0.9365092748735244,0.009021922428330522,0.9558178752107925,0.4323777403035413,Moderately Unsafe
77,0.00016863406408094435,0.01829679595278246,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
78,0.0002529510961214165,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.25438448566610455,Moderately Unsafe
79,0.00016863406408094435,0.005986509274873524,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
80,0.00016863406408094435,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
81,0.00016863406408094435,0.3472175379426644,0.0,1.0,0.9365092748735244,0.009021922428330522,0.9558178752107925,0.25438448566610455,Moderately Unsafe
82,0.00042158516020236085,0.06526138279932546,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
83,0.00016863406408094435,0.010033726812816189,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
84,8.431703204047218e-05,0.3472175379426644,0.0,1.0,0.9365092748735244,0.0021922428330522765,0.9558178752107925,0.027993254637436762,Moderately Unsafe
85,0.0002529510961214165,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.25438448566610455,Moderately Unsafe
86,0.00016863406408094435,0.003709949409780776,0.0,1.0,0.04258010118043845,0.02284991568296796,0.9558178752107925,0.045868465430016866,Moderately Unsafe
87,0.0003372681281618887,0.17588532883642496,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.25438448566610455,Moderately Unsafe
88,0.0031197301854974705,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Very Unsafe
89,0.00042158516020236085,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
90,0.0006745362563237774,0.06526138279932546,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
91,0.0003372681281618887,0.0026981450252951096,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
92,0.0002529510961214165,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.013743676222596965,Very Unsafe
93,8.431703204047218e-05,0.0016020236087689714,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Very Unsafe
94,8.431703204047218e-05,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
95,0.00042158516020236085,0.0015177065767284991,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
96,8.431703204047218e-05,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
97,0.0002529510961214165,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
98,0.0003372681281618887,0.000505902192242833,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
99,0.0002529510961214165,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
100,8.431703204047218e-05,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Moderately Unsafe
101,0.00016863406408094435,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.045868465430016866,Moderately Unsafe
102,0.00016863406408094435,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
103,0.0003372681281618887,0.01829679595278246,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
104,8.431703204047218e-05,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
105,0.00042158516020236085,0.0005902192242833053,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
106,0.001011804384485666,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Moderately Unsafe
107,0.0005902192242833053,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
108,0.00042158516020236085,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Very Unsafe
109,0.0008431703204047217,0.3472175379426644,0.0,0.75,0.9365092748735244,0.034232715008431704,0.9558178752107925,0.1188026981450253,Moderately Unsafe
110,0.001011804384485666,0.0012647554806070826,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Most Unsafe
111,0.016188870151770656,0.005986509274873524,0.0,1.0,0.9365092748735244,0.0037942664418212477,0.9558178752107925,0.25438448566610455,Moderately Unsafe
112,0.0003372681281618887,0.00016863406408094435,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.002529510961214165,Moderately Unsafe
113,0.00016863406408094435,0.00042158516020236085,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03709949409780776,Moderately Unsafe
114,0.0003372681281618887,0.01829679595278246,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
115,8.431703204047218e-05,0.3472175379426644,0.0,1.0,0.9365092748735244,0.02284991568296796,0.9558178752107925,0.045868465430016866,Moderately Unsafe
116,0.0002529510961214165,0.009190556492411467,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
117,0.000505902192242833,0.17588532883642496,0.0,0.75,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.027993254637436762,Moderately Unsafe
118,0.0003372681281618887,0.06526138279932546,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
119,0.00016863406408094435,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.25438448566610455,Moderately Unsafe
120,0.00016863406408094435,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
121,0.00016863406408094435,0.00016863406408094435,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
122,0.0002529510961214165,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Very Unsafe
123,0.0016863406408094434,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
124,0.0005902192242833053,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
125,0.00042158516020236085,0.0012647554806070826,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Very Unsafe
126,0.000505902192242833,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
127,0.00042158516020236085,0.17588532883642496,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.002529510961214165,Moderately Unsafe
128,8.431703204047218e-05,8.431703204047218e-05,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
129,0.001433389544688027,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
130,0.00016863406408094435,0.009190556492411467,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
131,0.00016863406408094435,0.004047217537942664,0.0,0.75,0.9365092748735244,0.008263069139966273,0.9558178752107925,0.4323777403035413,Moderately Unsafe
132,0.00016863406408094435,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.017284991568296795,Moderately Unsafe
133,0.0010961214165261383,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
134,0.002023608768971332,0.00016863406408094435,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Most Unsafe
135,0.0005902192242833053,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03709949409780776,Moderately Unsafe
136,8.431703204047218e-05,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
137,0.00016863406408094435,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.04215851602023609,0.25438448566610455,Moderately Unsafe
138,0.000505902192242833,0.0012647554806070826,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Most Unsafe
139,0.002023608768971332,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
140,0.000505902192242833,0.3472175379426644,0.0,0.75,0.014502529510961214,0.013237774030354131,0.9558178752107925,0.027993254637436762,Moderately Unsafe
141,0.00042158516020236085,0.01829679595278246,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
142,0.0005902192242833053,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
143,0.016188870151770656,0.003709949409780776,0.0,1.0,0.9365092748735244,0.02284991568296796,0.9558178752107925,0.25438448566610455,Moderately Unsafe
144,0.000505902192242833,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
145,0.0002529510961214165,0.0017706576728499157,0.0,1.0,0.004806070826306914,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
146,8.431703204047218e-05,0.3472175379426644,0.0,0.75,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
147,0.00016863406408094435,0.0012647554806070826,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Most Unsafe
148,0.0003372681281618887,0.17588532883642496,0.0,0.75,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
149,0.0005902192242833053,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
150,0.0003372681281618887,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.045868465430016866,Moderately Unsafe
151,0.00042158516020236085,0.0011804384485666105,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
152,0.0017706576728499157,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
153,8.431703204047218e-05,0.0008431703204047217,0.0,0.75,0.9365092748735244,0.034232715008431704,0.9558178752107925,0.4323777403035413,Moderately Unsafe
154,0.0003372681281618887,0.000505902192242833,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
155,0.0008431703204047217,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.25438448566610455,Moderately Unsafe
156,0.00016863406408094435,0.005986509274873524,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
157,0.0002529510961214165,0.0016020236087689714,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Moderately Unsafe
158,8.431703204047218e-05,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03709949409780776,Very Unsafe
159,0.0005902192242833053,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
160,0.0003372681281618887,0.3472175379426644,0.0,1.0,0.9365092748735244,0.004721753794266442,0.9558178752107925,0.25438448566610455,Moderately Unsafe
161,0.0006745362563237774,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Very Unsafe
162,0.0005902192242833053,0.00016863406408094435,1.0,0.75,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Very Unsafe
163,0.000505902192242833,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
164,8.431703204047218e-05,0.003709949409780776,0.0,1.0,0.04258010118043845,0.02284991568296796,0.9558178752107925,0.4323777403035413,Moderately Unsafe
165,0.0003372681281618887,0.06526138279932546,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
166,0.00016863406408094435,8.431703204047218e-05,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
167,0.0002529510961214165,0.0015177065767284991,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
168,0.016188870151770656,0.003456998313659359,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
169,0.016188870151770656,0.005986509274873524,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
170,0.0003372681281618887,0.005396290050590219,0.0,1.0,0.04258010118043845,0.02284991568296796,0.9558178752107925,0.25438448566610455,Moderately Unsafe
171,0.0013490725126475548,0.0017706576728499157,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.03069139966273187,Moderately Unsafe
172,0.0013490725126475548,0.00193929173693086,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Most Unsafe
173,0.00016863406408094435,0.00016863406408094435,1.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
174,0.0002529510961214165,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
175,0.0003372681281618887,0.3472175379426644,0.0,1.0,0.9365092748735244,0.1623946037099494,0.9558178752107925,0.4323777403035413,Moderately Unsafe
176,0.0002529510961214165,0.06526138279932546,0.0,0.75,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Moderately Unsafe
177,0.00016863406408094435,0.3472175379426644,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
178,8.431703204047218e-05,0.00016863406408094435,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
179,8.431703204047218e-05,0.17588532883642496,0.0,1.0,0.9365092748735244,0.02284991568296796,0.9558178752107925,0.25438448566610455,Moderately Unsafe
180,0.00016863406408094435,0.3472175379426644,0.0,0.75,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.1188026981450253,Moderately Unsafe
181,0.0002529510961214165,0.06526138279932546,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.013743676222596965,Moderately Unsafe
182,0.0010961214165261383,0.17588532883642496,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.25438448566610455,Very Unsafe
183,0.0005902192242833053,0.3472175379426644,0.0,1.0,0.9365092748735244,0.0037942664418212477,0.9558178752107925,0.25438448566610455,Moderately Unsafe
184,0.0031197301854974705,0.3472175379426644,0.0,1.0,0.9365092748735244,0.034232715008431704,0.9558178752107925,0.4323777403035413,Moderately Unsafe
185,0.00016863406408094435,0.000505902192242833,0.0,1.0,0.9365092748735244,0.6833895446880269,0.9558178752107925,0.4323777403035413,Very Unsafe
