ZIP,Avg. Pct Diabetes Adults13,Avg. Pct Obese Adults13
3073,9.1,26.1
3076,9.1,27.3
3077,9.1,26.1
3079,9.1,26.1
3082,9.1,28.5
3084,9.1,28.5
3086,9.1,28.5
3087,9.1,26.1
3101,9.1,28.5
3102,9.1,29
3103,9.1,27.3
3104,9.1,28.03333333
3105,9.1,28.5
3106,9.1,29
3108,9.1,28.5
3109,9.1,28.5
3110,9.1,28.5
3111,9.1,28.5
3215,8.8,25.3
3216,9.1,29.5
3217,9.7,28.3
3218,10.6,31.3
3220,9.85,30.4
3221,9.1,29.5
3222,8.8,25.3
3223,8.8,25.3
3224,9.1,29.5
3225,10.6,31.3
3226,10.6,31.3
3227,10.1,25.2
3229,9.1,29.5
3230,9.1,29.5
3231,9.1,29.5
3233,9.1,29.5
3234,9.1,29.5
3235,9.1,29.5
3237,9.85,30.4
3238,8.8,25.3
3240,8.8,25.3
3241,8.8,25.3
3242,9.1,29.5
3243,8.95,27.4
3244,9.65,28.65
3245,9.7,28.3
3246,10.6,31.3
3249,10.6,31.3
3251,8.8,25.3
3252,10.6,31.3
3253,10.6,31.3
3254,10.35,28.25
3255,9.1,29.5
3256,10.6,31.3
3257,9.65,29.15
3258,9.1,29.5
3259,10.1,25.2
3260,9.1,29.5
3261,9.1,26.1
3262,8.8,25.3
3263,9.6,28.96666667
3264,8.8,25.3
3266,8.8,25.3
3268,9.1,29.5
3269,10.6,31.3
3272,9.1,29.5
3273,9.1,29.5
3275,9.1,29.5
3276,9.85,30.4
3278,9.1,29.5
3279,8.8,25.3
3280,9.433333333,28.56666667
3281,9.1,29
3282,8.8,25.3
3284,10.2,28.8
3285,8.8,25.3
3287,9.1,29.5
3289,10.6,31.3
3290,9.8,27.6
3291,9.1,26.1
3299,10.6,31.3
3301,9.1,29.5
3302,9.1,29.5
3303,9.1,29.5
3304,9.1,29.5
3305,9.1,29.5
3307,9.1,29.5
3431,9,27.4
3435,9,27.4
3440,9.1,28.5
3441,9,27.4
3442,9.1,28.5
3443,9,27.4
3444,9,27.4
3445,9,27.4
3446,9,27.4
3447,9,27.4
3448,9,27.4
3449,9.1,28.5
3450,9,27.4
3451,9,27.4
3452,9.05,27.95
3455,9,27.4
3456,9,27.4
3457,9,27.4
3458,9.05,27.95
3461,9,27.4
3462,9,27.4
3464,9,27.4
3465,9,27.4
3466,9,27.4
3467,9,27.4
3468,9.1,28.5
3469,9,27.4
3470,9,27.4
3561,8.8,25.3
3570,12.3,30.5
3574,10.55,27.9
3575,12.3,30.5
3576,12.3,30.5
3579,12.3,30.5
3580,8.8,25.3
3581,12.3,30.5
3582,12.3,30.5
3583,12.3,30.5
3584,12.3,30.5
3585,8.8,25.3
3586,8.8,25.3
3588,12.3,30.5
3589,12.3,30.5
3590,12.3,30.5
3592,12.3,30.5
3593,12.3,30.5
3595,12.3,30.5
3597,12.3,30.5
3598,10.55,27.9
3601,10.2,28.8
3602,9.6,28.1
3603,10.2,28.8
3604,9,27.4
3605,10.2,28.8
3607,10.2,28.8
3608,9,27.4
3609,9,27.4
3740,8.8,25.3
3741,8.8,25.3
3743,10.2,28.8
3745,10.2,28.8
3746,10.2,28.8
3748,9.5,27.05
3749,8.8,25.3
3750,8.8,25.3
3751,10.2,28.8
3752,10.2,28.8
3753,9.5,27.05
3754,10.2,28.8
3755,8.8,25.3
3756,8.8,25.3
3765,8.8,25.3
3766,8.8,25.3
3768,8.8,25.3
3769,8.8,25.3
3770,10.2,28.8
3771,8.8,25.3
3773,10.2,28.8
3774,8.8,25.3
3777,8.8,25.3
3779,8.8,25.3
3780,8.8,25.3
3781,10.2,28.8
3782,10.2,28.8
3784,8.8,25.3
3785,8.8,25.3
3801,9.1,26.1
3802,9.1,26.1
3803,9.1,26.1
3804,9.7,27.6
3809,10.55,30.2
3810,10.6,31.3
3811,9.1,26.1
3812,10.1,25.2
3813,10.1,25.2
3814,10.1,25.2
3816,10.1,25.2
3817,10.1,25.2
3818,10.1,25.2
3819,9.1,26.1
3820,10.5,29.1
3821,10.5,29.1
3822,10.5,29.1
3823,10.5,29.1
3824,9.8,27.6
3825,9.8,27.6
3826,9.1,26.1
3827,9.1,26.1
3830,10.1,25.2
3832,10.1,25.2
3833,9.1,26.1
3835,10.5,29.1
3836,10.1,25.2
3837,10.6,31.3
3838,10.1,25.2
3839,10.5,29.1
3840,9.1,26.1
3841,9.1,26.1
3842,9.1,26.1
3843,9.1,26.1
3844,9.1,26.1
3845,10.1,25.2
3846,10.1,25.2
3847,10.1,25.2
3848,9.1,26.1
3849,10.1,25.2
3850,10.1,25.2
3851,10.5,29.1
3852,10.5,29.1
3853,10.1,25.2
3854,9.1,26.1
3855,10.5,29.1
3856,9.1,26.1
3857,9.8,27.6
3858,9.1,26.1
3859,9.1,26.1
3860,10.1,25.2
3861,10.5,29.1
3862,9.1,26.1
3864,10.1,25.2
3865,9.1,26.1
3866,10.5,29.1
3867,10.5,29.1
3868,10.5,29.1
3869,10.5,29.1
3870,9.1,26.1
3871,9.1,26.1
3872,10.1,25.2
3873,9.1,26.1
3874,9.1,26.1
3875,10.1,25.2
3878,10.5,29.1
3882,10.1,25.2
3883,10.1,25.2
3884,9.8,27.6
3885,9.1,26.1
3886,10.1,25.2
3887,10.3,27.15
3890,10.1,25.2
3894,10.1,25.2
3896,10.1,25.2
3897,10.1,25.2
3901,9.7,27.6
3902,9.7,27.6
3903,9.7,27.6
3904,9.7,27.6
3905,9.7,27.6
3906,9.7,27.6
3907,9.7,27.6
3908,9.7,27.6
3909,9.7,27.6
3910,9.7,27.6
3911,9.7,27.6
4001,9.7,27.6
4002,9.7,27.6
4003,7.9,22.7
4004,9.7,27.6
4005,9.7,27.6
4006,9.7,27.6
4008,9.4,25.1
4009,9.4,27.05
4010,10.9,31.4
4011,7.9,22.7
4013,7.9,22.7
4014,9.7,27.6
4015,7.9,22.7
4016,10.9,31.4
4017,7.9,22.7
4019,7.9,22.7
4020,9.7,27.6
4021,7.9,22.7
4022,10.9,31.4
4024,7.9,22.7
4027,9.7,27.6
4028,9.7,27.6
4029,7.9,22.7
4030,9.7,27.6
4032,7.9,22.7
4033,7.9,22.7
4034,7.9,22.7
4037,10.9,31.4
4038,8.8,25.15
4039,7.9,22.7
4040,9.4,27.05
4041,10.9,31.4
4042,9.7,27.6
4043,9.7,27.6
4046,9.7,27.6
4047,9.7,27.6
4048,9.7,27.6
4049,9.7,27.6
4050,7.9,22.7
4051,10.9,31.4
4054,9.7,27.6
4055,7.9,22.7
4056,9.7,27.6
4057,7.9,22.7
4061,9.7,27.6
4062,7.9,22.7
4063,9.7,27.6
4064,9.7,27.6
4066,7.9,22.7
4068,10.9,31.4
4069,7.9,22.7
4070,7.9,22.7
4071,7.9,22.7
4072,9.7,27.6
4073,9.7,27.6
4074,8.8,25.15
4076,9.7,27.6
4077,7.9,22.7
4078,7.9,22.7
4079,7.9,22.7
4082,7.9,22.7
4083,9.7,27.6
4084,8.8,25.15
4085,7.9,22.7
4086,9.4,25.1
4087,9.7,27.6
4088,10.9,31.4
4090,9.7,27.6
4091,7.9,22.7
4092,7.9,22.7
4093,9.7,27.6
4094,9.7,27.6
4095,9.7,27.6
4096,7.9,22.7
4097,7.9,22.7
4098,7.9,22.7
4101,7.9,22.7
4102,7.9,22.7
4103,7.9,22.7
4104,7.9,22.7
4105,7.9,22.7
4106,7.9,22.7
4107,7.9,22.7
4108,7.9,22.7
4109,7.9,22.7
4110,7.9,22.7
4112,7.9,22.7
4116,7.9,22.7
4122,7.9,22.7
4123,7.9,22.7
4124,7.9,22.7
4210,11.2,33.2
4211,11.2,33.2
4212,11.2,33.2
4216,10.9,31.4
4217,10.9,31.4
4219,10.9,31.4
4220,11.05,32.3
4221,10.9,31.4
4222,9.55,27.95
4223,11.2,33.2
4224,10.15,30.8
4225,9.4,30.2
4226,10.9,31.4
4227,9.4,30.2
4228,11.2,33.2
4230,11.2,33.2
4231,10.9,31.4
4234,9.4,30.2
4236,11.2,33.2
4237,10.9,31.4
4238,11.05,32.3
4239,10.5,31.6
4240,11.2,33.2
4241,11.2,33.2
4243,11.2,33.2
4250,11.2,33.2
4252,10.3,29.15
4253,11.2,33.2
4254,11,32.05
4255,10.9,31.4
4256,11.2,33.2
4257,10.9,31.4
4258,11.2,33.2
4259,11,32.05
4260,9.55,27.95
4261,10.9,31.4
4262,9.4,30.2
4263,11.2,33.2
4265,10.8,30.9
4266,11.2,33.2
4267,10.9,31.4
4268,10.9,31.4
4270,11.05,32.3
4271,10.9,31.4
4274,11.2,33.2
4275,10.9,31.4
4276,10.9,31.4
4280,11.2,33.2
4281,10.9,31.4
4282,11.2,33.2
4284,10.8,30.9
4285,9.4,30.2
4286,10.9,31.4
4287,10.1,28
4288,11.2,33.2
4289,10.9,31.4
4290,10.9,31.4
4291,11.2,33.2
4292,10.9,31.4
4294,9.4,30.2
4330,10.8,30.9
4332,10.8,30.9
4333,10.8,30.9
4336,10.8,30.9
4338,10.8,30.9
4341,9,24.6
4342,9,24.6
4343,10.8,30.9
4344,10.8,30.9
4345,10.1,28
4346,10.8,30.9
4347,10.8,30.9
4348,9,24.6
4349,10.8,30.9
4350,10.1,28
4351,10.8,30.9
4352,10.8,30.9
4353,9.9,27.75
4354,9.8,28.3
4355,10.8,30.9
4357,10.1,28
4358,10.3,29.6
4359,10.8,30.9
4360,10.8,30.9
4363,10.8,30.9
4364,10.8,30.9
4401,10.5,30.3
4402,10.5,30.3
4406,12.3,33.3
4408,8.5,24.3
4410,10.5,30.3
4411,10.5,30.3
4412,10.5,30.3
4413,11.4,28.5
4414,12.3,33.3
4415,12.3,33.3
4416,8.5,24.3
4417,10.5,30.3
4418,10.5,30.3
4419,10.5,30.3
4420,8.5,24.3
4421,8.5,24.3
4422,10.5,30.3
4424,12.35,31.3
4426,12.3,33.3
4427,10.5,30.3
4428,10.5,30.3
4429,9.5,27.3
4430,10.5,30.3
4431,8.5,24.3
4434,10.5,30.3
4435,10.5,30.3
4438,9.8,28.3
4441,12.3,33.3
4442,12.3,33.3
4443,12.3,33.3
4444,10.5,30.3
4448,11.4,31.8
4449,10.5,30.3
4450,10.5,30.3
4451,11.9,32.2
4453,10.5,30.3
4454,11.4,28.5
4455,10.5,30.3
4456,10.5,30.3
4457,10.5,30.3
4459,11.9,32.2
4460,10.5,30.3
4461,10.5,30.3
4462,10.5,30.3
4463,12.3,33.3
4464,12.3,33.3
4468,10.5,30.3
4469,10.5,30.3
4471,13.3,34.1
4472,8.5,24.3
4473,10.5,30.3
4474,10.5,30.3
4475,10.5,30.3
4476,8.5,24.3
4478,11.5,35
4479,12.3,33.3
4481,12.3,33.3
4485,12.3,33.3
4487,10.5,30.3
4488,10.5,30.3
4489,10.5,30.3
4490,11.4,28.5
4491,11.4,28.5
4492,11.4,28.5
4493,10.5,30.3
4495,10.5,30.3
4496,9.8,28.3
4497,11.9,32.2
4530,9.4,25.1
4535,9,24.6
4537,9,24.6
4538,9,24.6
4539,9,24.6
4541,9,24.6
4543,9,24.6
4544,9,24.6
4547,7.5,23.1
4548,9.4,25.1
4551,9,24.6
4553,9,24.6
4554,9,24.6
4555,9,24.6
4556,9,24.6
4558,9,24.6
4562,9.4,25.1
4563,7.5,23.1
4564,9,24.6
4565,9.4,25.1
4568,9,24.6
4570,9,24.6
4571,9,24.6
4572,8.25,23.85
4573,9,24.6
4574,7.5,23.1
4575,9,24.6
4576,9,24.6
4578,9,24.6
4579,9.4,25.1
4605,8.5,24.3
