zipcode,N1,N05780,N85775
61917,50,0,0
61917,30,0,0
61917,30,0,0
61917,0,0,0
61919,130,0,0
61919,80,0,0
61919,60,0,0
61919,40,0,0
61919,70,0,0
61919,0,0,0
61920,3530,40,120
61920,1810,60,110
61920,1050,30,30
61920,770,0,0
61920,920,0,0
61920,230,0,0
61924,320,0,30
61924,270,0,0
61924,140,0,0
61924,130,0,0
61924,110,0,0
61924,30,0,0
61925,140,0,0
61925,100,0,0
61925,60,0,0
61925,40,0,0
61925,110,0,0
61925,0,0,0
61928,120,0,0
61928,90,0,0
61928,60,0,0
61928,40,0,0
61928,40,0,0
61928,0,0,0
61929,120,0,0
61929,90,0,0
61929,70,0,0
61929,30,0,0
61929,40,0,0
61929,0,0,0
61930,60,0,0
61930,70,0,0
61930,40,0,0
61930,30,0,0
61930,20,0,0
61930,0,0,0
61931,200,0,0
61931,140,0,0
61931,90,0,0
61931,50,0,0
61931,60,0,0
61931,0,0,0
61932,70,0,0
61932,60,0,0
61932,20,0,0
61932,30,0,0
61932,20,0,0
61932,0,0,0
61933,160,0,0
61933,130,0,0
61933,90,0,0
61933,40,0,0
61933,50,0,0
61933,0,0,0
61936,60,0,0
61936,30,0,0
61936,40,0,0
61936,0,0,0
61936,0,0,0
61936,0,0,0
61937,340,0,30
61937,260,0,0
61937,130,0,0
61937,90,0,0
61937,100,0,0
61937,0,0,0
61938,3970,60,160
61938,2580,80,140
61938,1370,40,50
61938,870,0,0
61938,820,0,0
61938,200,0,0
61942,180,0,0
61942,130,0,0
61942,80,0,0
61942,50,0,0
61942,80,0,0
61942,0,0,0
61943,250,0,30
61943,180,0,0
61943,130,0,0
61943,80,0,0
61943,80,0,0
61943,0,0,0
61944,2140,30,100
61944,1510,40,70
61944,850,30,30
61944,500,0,0
61944,530,0,0
61944,90,0,0
61951,1350,30,70
61951,920,50,70
61951,550,0,0
61951,420,0,0
61951,430,0,0
61951,110,0,0
61953,1070,0,50
61953,730,50,70
61953,470,0,0
61953,350,0,0
61953,390,0,0
61953,70,0,0
61956,520,20,0
61956,350,0,40
61956,210,0,0
61956,140,0,0
61956,140,0,0
61956,0,0,0
61957,310,0,40
61957,230,0,0
61957,130,0,0
61957,90,0,0
61957,80,0,0
61957,0,0,0
62001,250,0,30
62001,170,0,0
62001,140,0,0
62001,120,0,0
62001,140,0,0
62001,20,0,0
62002,6330,70,200
62002,3370,110,170
62002,1900,50,40
62002,1160,0,20
62002,1230,0,0
62002,230,0,0
62006,70,0,0
62006,50,0,0
62006,50,0,0
62006,30,0,0
62006,40,0,0
62006,0,0,0
62009,310,0,0
62009,180,0,0
62009,120,0,0
62009,80,0,0
62009,70,0,0
62009,0,0,0
62010,1750,0,60
62010,1150,60,60
62010,800,20,20
62010,620,0,0
62010,820,0,0
62010,130,0,0
62011,60,0,0
62011,0,0,0
62011,50,0,0
62011,0,0,0
62011,0,0,0
62011,0,0,0
62012,1020,0,50
62012,620,50,50
62012,510,0,0
62012,430,0,0
62012,480,0,0
62012,60,0,0
62013,80,0,0
62013,50,0,0
62013,40,0,0
62013,40,0,0
62013,30,0,0
62013,0,0,0
62014,640,0,30
62014,380,40,40
62014,320,0,0
62014,200,0,0
62014,250,0,0
62014,0,0,0
62015,70,0,0
62015,50,0,0
62015,40,0,0
62015,40,0,0
62015,40,0,0
62015,0,0,0
62016,680,30,40
62016,390,0,30
62016,270,0,0
62016,190,0,0
62016,200,0,0
62016,30,0,0
62017,160,0,0
62017,120,0,0
62017,90,0,0
62017,40,0,0
62017,50,0,0
62017,0,0,0
62018,740,20,0
62018,400,0,40
62018,170,0,0
62018,90,0,0
62018,60,0,0
62018,0,0,0
62019,70,0,0
62019,50,0,0
62019,40,0,0
62019,30,0,0
62019,20,0,0
62019,0,0,0
62021,110,0,0
62021,80,0,0
62021,80,0,0
62021,70,0,0
62021,110,0,0
62021,0,0,0
62022,180,0,0
62022,130,0,0
62022,80,0,0
62022,50,0,0
62022,110,0,0
62022,0,0,0
62024,1750,30,70
62024,1150,50,50
62024,650,0,20
62024,390,0,0
62024,420,0,0
62024,30,0,0
62025,4620,30,150
62025,2530,100,150
62025,1960,50,60
62025,1530,30,30
62025,3260,0,0
62025,1140,0,0
62027,90,0,0
62027,40,0,0
62027,40,0,0
62027,40,0,0
62027,0,0,0
62027,0,0,0
62028,160,0,0
62028,90,0,0
62028,60,0,0
62028,40,0,0
62028,60,0,0
62028,0,0,0
62031,170,0,0
62031,100,0,0
62031,80,0,0
62031,40,0,0
62031,50,0,0
62031,0,0,0
62032,140,0,0
62032,70,0,0
62032,60,0,0
62032,30,0,0
62032,50,0,0
62032,0,0,0
62033,800,0,30
62033,500,30,40
62033,310,0,0
62033,220,0,0
62033,240,0,0
62033,30,0,0
62034,1840,20,70
62034,1200,50,50
62034,840,0,20
62034,750,0,0
62034,1590,0,0
62034,440,0,0
62035,2520,40,100
62035,1610,60,100
62035,1240,30,40
62035,890,0,0
62035,1330,0,0
62035,270,0,0
62036,110,0,0
62036,70,0,0
62036,50,0,0
62036,40,0,0
62036,60,0,0
62036,0,0,0
62037,280,0,30
62037,160,0,0
62037,120,0,0
62037,120,0,0
62037,150,0,0
62037,30,0,0
62040,7940,100,270
62040,5040,130,190
62040,2800,60,70
62040,1580,0,0
62040,1600,0,0
62040,110,0,0
62044,350,0,30
62044,220,0,0
62044,130,0,0
62044,100,0,0
62044,100,0,0
62044,0,0,0
62045,80,0,0
62045,40,0,0
62045,50,0,0
62045,20,0,0
62045,30,0,0
62045,0,0,0
62046,120,0,0
62046,90,0,0
62046,80,0,0
62046,60,0,0
62046,90,0,0
62046,0,0,0
62047,250,0,0
62047,130,0,0
62047,90,0,0
62047,90,0,0
62047,110,0,0
62047,0,0,0
62048,250,0,20
62048,150,0,0
62048,110,0,0
62048,40,0,0
62048,40,0,0
62048,0,0,0
62049,1100,0,50
62049,600,40,40
62049,440,0,0
62049,310,0,0
62049,400,0,0
62049,60,0,0
62050,70,0,0
62050,60,0,0
62050,30,0,0
62050,20,0,0
62050,0,0,0
62050,0,0,0
62051,170,0,0
62051,80,0,0
62051,60,0,0
62051,40,0,0
62051,50,0,0
62051,0,0,0
62052,2170,30,70
62052,1190,30,50
62052,850,20,30
62052,570,0,0
62052,720,0,0
62052,90,0,0
62053,100,0,0
62053,60,0,0
62053,50,0,0
62053,30,0,0
62053,20,0,0
62053,0,0,0
62054,160,0,0
62054,90,0,0
62054,50,0,0
62054,30,0,0
62054,30,0,0
62054,0,0,0
62056,1590,20,60
62056,950,50,70
62056,570,0,20
62056,350,0,0
62056,420,0,0
62056,80,0,0
62058,150,0,0
62058,100,0,0
62058,50,0,0
62058,30,0,0
62058,30,0,0
62058,0,0,0
62059,170,0,0
62059,60,0,0
62059,0,0,0
62059,0,0,0
62059,0,0,0
62059,0,0,0
62060,930,30,30
62060,490,0,30
62060,160,0,0
62060,50,0,0
62060,30,0,0
62060,0,0,0
62061,270,0,20
62061,170,0,0
62061,150,0,0
62061,100,0,0
62061,160,0,0
62061,30,0,0
62062,1100,0,50
62062,680,60,40
62062,600,0,20
62062,480,0,0
62062,1010,0,0
62062,200,0,0
62063,170,0,0
62063,130,0,0
62063,90,0,0
62063,60,0,0
62063,60,0,0
62063,0,0,0
62067,380,0,40
62067,240,0,0
62067,170,0,0
62067,150,0,0
62067,210,0,0
62067,40,0,0
62069,510,30,20
62069,390,0,20
62069,250,0,0
62069,140,0,0
62069,180,0,0
62069,0,0,0
62074,160,0,0
62074,100,0,0
62074,60,0,0
62074,70,0,0
62074,90,0,0
62074,0,0,0
62075,500,20,0
62075,360,0,50
62075,240,0,0
62075,170,0,0
62075,170,0,0
62075,20,0,0
62077,60,0,0
62077,60,0,0
62077,0,0,0
62077,30,0,0
62077,0,0,0
62077,0,0,0
62079,50,0,0
62079,40,0,0
62079,20,0,0
62079,20,0,0
62079,20,0,0
62079,0,0,0
62080,420,20,40
62080,250,0,0
62080,170,0,0
62080,90,0,0
62080,90,0,0
62080,0,0,0
62081,60,0,0
62081,60,0,0
62081,0,0,0
62081,30,0,0
62081,0,0,0
62081,0,0,0
62082,460,0,30
62082,310,0,0
62082,150,0,0
62082,100,0,0
62082,90,0,0
62082,0,0,0
62083,60,0,0
62083,0,0,0
62083,20,0,0
62083,30,0,0
62083,0,0,0
62083,0,0,0
62084,290,0,0
62084,210,0,0
62084,110,0,0
62084,60,0,0
62084,60,0,0
62084,0,0,0
62086,230,0,0
62086,130,0,0
62086,90,0,0
62086,70,0,0
62086,70,0,0
62086,0,0,0
62087,410,0,0
62087,240,0,0
62087,110,0,0
62087,50,0,0
62087,40,0,0
62087,0,0,0
62088,1110,0,50
62088,740,40,50
62088,490,0,0
62088,360,0,0
62088,380,0,0
62088,60,0,0
62089,80,0,0
62089,60,0,0
62089,60,0,0
62089,0,0,0
62089,20,0,0
62089,0,0,0
62090,260,0,0
62090,80,0,0
62090,30,0,0
62090,20,0,0
62090,0,0,0
62090,0,0,0
62091,60,0,0
62091,30,0,0
62091,40,0,0
62091,0,0,0
62091,20,0,0
62091,0,0,0
62092,470,0,40
62092,340,0,0
62092,170,0,0
62092,100,0,0
62092,90,0,0
62092,0,0,0
62093,100,0,0
62093,50,0,0
62093,20,0,0
62093,30,0,0
62093,0,0,0
62093,0,0,0
62094,190,0,0
62094,110,0,0
62094,70,0,0
62094,50,0,0
62094,40,0,0
62094,0,0,0
62095,2080,30,70
62095,1330,50,60
62095,760,0,30
62095,460,0,0
62095,430,0,0
62095,40,0,0
62097,420,0,30
62097,250,0,0
62097,210,0,0
62097,180,0,0
62097,280,0,0
62097,50,0,0
62201,1470,0,30
62201,470,0,0
62201,140,0,0
62201,60,0,0
62201,30,0,0
62201,0,0,0
62203,1610,30,40
62203,720,0,30
62203,240,0,0
62203,90,0,0
62203,90,0,0
62203,0,0,0
62204,1490,0,40
62204,430,0,0
62204,90,0,0
62204,50,0,0
62204,0,0,0
62204,0,0,0
62205,1950,30,40
62205,750,0,20
62205,240,0,0
62205,80,0,0
62205,60,0,0
62205,0,0,0
62206,3330,20,90
62206,1500,50,70
62206,440,0,0
62206,160,0,0
62206,110,0,0
62206,0,0,0
62207,1870,30,20
62207,630,0,30
62207,190,0,0
62207,50,0,0
62207,40,0,0
62207,0,0,0
62208,3030,50,140
62208,2180,60,100
62208,1370,20,30
62208,900,0,0
62208,1140,0,0
62208,150,0,0
62214,160,0,0
62214,100,0,0
62214,110,0,0
62214,70,0,0
62214,110,0,0
62214,0,0,0
62215,240,0,0
62215,200,0,0
62215,140,0,0
62215,100,0,0
62215,170,0,0
62215,30,0,0
62216,340,0,30
62216,240,0,0
62216,210,0,0
62216,160,0,0
62216,290,0,0
62216,70,0,0
62217,130,0,0
62217,100,0,0
62217,60,0,0
62217,30,0,0
62217,40,0,0
62217,0,0,0
62218,240,0,30
62218,130,0,0
62218,110,0,0
62218,100,0,0
62218,170,0,0
62218,20,0,0
62219,190,0,0
62219,130,0,0
62219,80,0,0
62219,60,0,0
62219,40,0,0
62219,0,0,0
62220,3530,50,120
62220,2070,80,110
62220,1200,0,20
62220,820,0,0
62220,1000,0,0
62220,210,0,0
62221,4580,50,140
62221,3100,80,130
62221,1910,40,50
62221,1420,0,0
62221,2100,0,0
62221,390,0,0
62223,3000,50,120
62223,2060,70,110
62223,1360,30,40
62223,810,0,0
62223,1090,0,0
62223,320,0,0
62225,520,0,0
62225,660,0,0
62225,330,0,0
62225,190,0,0
62225,210,0,0
62225,0,0,0
62226,5530,90,220
62226,3590,120,170
62226,1860,40,40
62226,1240,0,0
62226,1780,0,0
62226,410,0,0
62230,1060,0,30
62230,690,50,50
62230,490,0,0
62230,390,0,0
62230,560,0,0
62230,100,0,0
62231,1260,0,50
62231,860,40,50
62231,550,0,0
62231,360,0,0
62231,460,0,0
62231,70,0,0
62232,1390,0,60
62232,820,70,80
62232,450,0,0
62232,240,0,0
62232,300,0,0
62232,150,0,0
62233,930,30,30
62233,650,0,30
62233,510,0,0
62233,320,0,0
62233,330,0,0
62233,50,0,0
62234,5660,80,240
62234,4070,130,210
62234,2470,40,60
62234,1560,20,20
62234,1900,0,0
62234,260,0,0
62236,1720,30,80
62236,1130,50,60
62236,880,30,40
62236,770,0,0
62236,1650,0,0
62236,480,0,0
62237,480,0,40
62237,250,0,0
62237,180,0,0
62237,130,0,0
62237,140,0,0
62237,0,0,0
62238,110,0,0
62238,90,0,0
62238,40,0,0
62238,40,0,0
62238,0,0,0
62238,0,0,0
62239,850,0,30
62239,670,30,30
62239,350,0,0
62239,200,0,0
62239,200,0,0
62239,0,0,0
62240,300,0,30
62240,220,0,0
62240,100,0,0
62240,60,0,0
62240,70,0,0
62240,0,0,0
62241,180,0,0
62241,110,0,0
62241,80,0,0
62241,70,0,0
62241,60,0,0
62241,0,0,0
62242,210,20,30
62242,150,0,0
62242,120,0,0
62242,70,0,0
62242,70,0,0
62242,0,0,0
62243,860,0,30
62243,560,40,40
62243,400,0,0
62243,370,0,0
62243,580,0,0
62243,120,0,0
62244,130,0,0
62244,80,0,0
62244,70,0,0
62244,80,0,0
62244,110,0,0
62244,0,0,0
62245,280,0,0
62245,190,0,0
62245,140,0,0
62245,110,0,0
62245,180,0,0
62245,20,0,0
62246,1380,0,50
62246,810,60,60
62246,610,0,20
62246,410,0,0
62246,430,0,0
62246,90,0,0
62248,70,0,0
62248,60,0,0
62248,30,0,0
62248,30,0,0
62248,40,0,0
62248,0,0,0
62249,2470,40,100
62249,1540,50,70
62249,1210,20,30
62249,880,0,0
62249,1500,0,0
62249,290,0,0
62250,90,0,0
62250,60,0,0
62250,30,0,0
62250,40,0,0
62250,30,0,0
62250,0,0,0
62253,130,0,0
62253,60,0,0
62253,40,0,0
62253,20,0,0
62253,20,0,0
62253,0,0,0
62254,830,20,40
62254,510,0,30
62254,380,0,0
62254,300,0,0
62254,430,0,0
62254,100,0,0
62255,220,0,0
62255,110,0,0
62255,70,0,0
62255,50,0,0
62255,60,0,0
62255,0,0,0
62257,460,0,30
62257,300,0,0
62257,200,0,0
62257,140,0,0
62257,140,0,0
62257,20,0,0
62258,1370,20,50
62258,1000,40,60
62258,730,0,0
62258,550,0,0
62258,900,0,0
62258,120,0,0
62260,1060,0,40
62260,700,50,50
62260,520,0,0
62260,450,0,0
62260,820,0,0
62260,170,0,0
62262,310,0,30
62262,180,0,0
62262,130,0,0
62262,90,0,0
62262,60,0,0
62262,0,0,0
62263,810,0,30
62263,600,50,60
62263,390,0,0
62263,300,0,0
62263,350,0,0
62263,80,0,0
62264,480,20,20
62264,370,0,30
62264,250,0,0
62264,190,0,0
62264,220,0,0
62264,30,0,0
62265,620,0,0
62265,460,0,40
62265,300,0,0
62265,260,0,0
62265,340,0,0
62265,40,0,0
62266,40,0,0
62266,40,0,0
62266,0,0,0
62266,20,0,0
62266,0,0,0
62266,0,0,0
62268,140,0,0
62268,70,0,0
62268,70,0,0
62268,40,0,0
62268,50,0,0
62268,0,0,0
62269,4670,60,160
62269,3020,100,150
62269,2180,50,60
62269,1830,0,0
62269,3700,0,0
62269,850,0,0
62271,350,0,0
62271,230,0,0
62271,170,0,0
62271,120,0,0
62271,170,0,0
62271,40,0,0
62272,290,0,0
62272,200,0,0
62272,90,0,0
62272,50,0,0
62272,50,0,0
62272,0,0,0
62273,90,0,0
62273,50,0,0
62273,30,0,0
62273,0,0,0
62273,0,0,0
62273,0,0,0
62274,980,0,50
62274,650,40,50
62274,470,0,0
62274,330,0,0
62274,290,0,0
62274,40,0,0
62275,560,20,20
62275,340,0,30
62275,260,0,0
62275,210,0,0
62275,250,0,0
62275,20,0,0
62277,210,0,20
62277,160,0,0
62277,110,0,0
62277,80,0,0
62277,60,0,0
62277,0,0,0
62278,1130,0,30
62278,660,40,50
62278,530,0,0
62278,390,0,0
62278,480,0,0
62278,80,0,0
62280,50,0,0
62280,50,0,0
62280,20,0,0
62280,20,0,0
62280,30,0,0
62280,0,0,0
62281,320,0,0
62281,220,0,30
62281,190,0,0
62281,170,0,0
62281,330,0,0
62281,70,0,0
62282,80,0,0
62282,70,0,0
62282,50,0,0
62282,50,0,0
62282,70,0,0
62282,0,0,0
62284,100,0,0
62284,60,0,0
62284,50,0,0
62284,20,0,0
62284,30,0,0
62284,0,0,0
62285,570,0,20
62285,370,30,30
62285,310,0,0
62285,300,0,0
62285,550,0,0
62285,120,0,0
62286,1070,30,30
62286,640,0,30
62286,430,0,0
62286,270,0,0
62286,240,0,0
62286,40,0,0
62288,500,0,20
62288,300,0,0
62288,210,0,0
62288,180,0,0
62288,160,0,0
62288,20,0,0
62289,70,0,0
62289,60,0,0
62289,40,0,0
62289,30,0,0
62289,0,0,0
62289,0,0,0
62292,160,0,0
62292,90,0,0
62292,40,0,0
62292,40,0,0
62292,0,0,0
62292,0,0,0
62293,700,0,30
62293,480,40,50
62293,380,0,0
62293,250,0,0
62293,460,0,0
62293,60,0,0
62294,1990,30,80
62294,1280,40,60
62294,1010,30,40
62294,890,0,0
62294,1670,0,0
62294,250,0,0
62295,200,0,0
62295,140,0,0
62295,120,0,0
62295,110,0,0
62295,130,0,0
62295,0,0,0
62297,50,0,0
62297,30,0,0
62297,30,0,0
62297,40,0,0
62297,0,0,0
62297,0,0,0
62298,2570,40,110
62298,1660,50,90
62298,1200,30,40
62298,1090,0,0
62298,1770,0,0
62298,380,0,0
62301,6310,80,220
62301,4070,110,190
62301,2050,60,70
62301,1080,0,0
62301,880,0,0
62301,250,0,0
62305,3050,20,100
62305,1940,50,90
62305,1310,30,50
62305,1120,0,0
62305,1540,0,0
62305,480,0,0
62311,140,0,0
62311,110,0,0
62311,60,0,0
62311,40,0,0
62311,40,0,0
62311,0,0,0
62312,370,20,0
62312,260,0,40
62312,140,0,0
62312,90,0,0
62312,80,0,0
62312,0,0,0
62313,60,0,0
62313,40,0,0
62313,30,0,0
62313,40,0,0
62313,0,0,0
62313,0,0,0
62314,90,0,0
62314,60,0,0
62314,50,0,0
62314,0,0,0
62314,30,0,0
62314,0,0,0
62316,90,0,0
62316,80,0,0
62316,60,0,0
62316,20,0,0
62316,40,0,0
62316,0,0,0
62320,330,20,0
62320,260,0,40
62320,170,0,0
62320,130,0,0
62320,110,0,0
62320,0,0,0
62321,650,30,20
62321,440,0,30
62321,290,0,0
62321,220,0,0
62321,200,0,0
62321,40,0,0
62323,40,0,0
62323,50,0,0
62323,0,0,0
62323,30,0,0
62323,0,0,0
62323,0,0,0
62324,230,0,0
62324,150,0,0
62324,90,0,0
62324,50,0,0
62324,50,0,0
62324,0,0,0
62325,60,0,0
62325,50,0,0
62325,30,0,0
62325,30,0,0
62325,0,0,0
62325,0,0,0
62326,430,20,20
62326,310,0,20
62326,160,0,0
62326,110,0,0
62326,90,0,0
62326,0,0,0
62330,290,0,0
62330,190,0,0
62330,120,0,0
62330,90,0,0
62330,80,0,0
62330,0,0,0
62338,230,0,20
62338,140,0,0
62338,140,0,0
62338,80,0,0
62338,100,0,0
62338,20,0,0
62339,140,0,0
62339,120,0,0
62339,70,0,0
62339,50,0,0
62339,40,0,0
62339,0,0,0
62340,310,0,30
62340,190,0,0
62340,110,0,0
62340,70,0,0
62340,80,0,0
62340,0,0,0
62341,560,20,40
62341,400,0,0
62341,260,0,0
62341,160,0,0
62341,170,0,0
62341,30,0,0
62343,130,0,0
62343,80,0,0
62343,60,0,0
62343,30,0,0
62343,20,0,0
62343,0,0,0
62345,50,0,0
62345,40,0,0
62345,20,0,0
62345,20,0,0
62345,0,0,0
62345,0,0,0
62346,40,0,0
62346,50,0,0
62346,0,0,0
62346,20,0,0
62346,0,0,0
62346,0,0,0
62347,330,0,30
62347,260,0,0
62347,190,0,0
62347,140,0,0
62347,130,0,0
62347,0,0,0
62349,100,0,0
62349,70,0,0
62349,50,0,0
62349,60,0,0
62349,0,0,0
62349,0,0,0
62351,290,0,20
62351,200,0,0
62351,160,0,0
62351,90,0,0
62351,120,0,0
62351,0,0,0
62353,540,0,0
62353,440,0,50
62353,280,0,0
62353,200,0,0
62353,210,0,0
62353,0,0,0
62354,240,0,20
62354,140,0,0
62354,110,0,0
62354,60,0,0
62354,100,0,0
62354,0,0,0
62355,140,0,0
62355,70,0,0
62355,40,0,0
62355,30,0,0
62355,30,0,0
62355,0,0,0
62356,90,0,0
62356,60,0,0
62356,50,0,0
62356,0,0,0
62356,30,0,0
62356,0,0,0
62357,50,0,0
62357,50,0,0
62357,0,0,0
62357,20,0,0
62357,0,0,0
62357,0,0,0
62358,100,0,0
62358,80,0,0
62358,50,0,0
62358,40,0,0
62358,40,0,0
62358,0,0,0
62360,280,0,30
62360,220,0,0
62360,140,0,0
62360,90,0,0
62360,90,0,0
62360,0,0,0
62361,90,0,0
62361,60,0,0
62361,30,0,0
62361,30,0,0
62361,0,0,0
62361,0,0,0
62362,50,0,0
62362,50,0,0
62362,30,0,0
62362,20,0,0
62362,0,0,0
62362,0,0,0
62363,960,0,40
62363,650,50,60
62363,400,0,0
62363,270,0,0
62363,260,0,0
62363,60,0,0
62365,90,0,0
62365,70,0,0
62365,50,0,0
62365,30,0,0
62365,20,0,0
62365,0,0,0
62366,240,0,0
62366,170,0,0
62366,80,0,0
62366,60,0,0
62366,50,0,0
62366,0,0,0
62367,220,0,0
62367,160,0,0
62367,70,0,0
62367,40,0,0
62367,30,0,0
62367,0,0,0
62370,60,0,0
62370,40,0,0
62370,30,0,0
62370,40,0,0
62370,0,0,0
62370,0,0,0
62373,50,0,0
62373,50,0,0
62373,20,0,0
62373,40,0,0
62373,0,0,0
62373,0,0,0
62374,50,0,0
62374,50,0,0
62374,30,0,0
62374,30,0,0
62374,0,0,0
62374,0,0,0
62375,50,0,0
62375,40,0,0
62375,30,0,0
62375,20,0,0
62375,20,0,0
62375,0,0,0
62376,200,0,0
62376,150,0,0
62376,90,0,0
62376,70,0,0
62376,70,0,0
62376,0,0,0
62378,150,0,0
62378,90,0,0
62378,70,0,0
62378,50,0,0
62378,50,0,0
62378,0,0,0
62379,320,0,0
62379,230,0,40
62379,160,0,0
62379,100,0,0
62379,90,0,0
62379,0,0,0
62380,50,0,0
62380,50,0,0
62380,20,0,0
62380,30,0,0
62380,0,0,0
62380,0,0,0
62401,3490,60,190
62401,2300,90,150
62401,1390,40,60
62401,910,30,30
62401,1130,0,0
62401,390,0,0
62410,140,0,0
62410,90,0,0
62410,70,0,0
62410,60,0,0
62410,60,0,0
62410,0,0,0
62411,780,0,40
62411,540,40,50
62411,340,0,0
62411,230,0,0
62411,200,0,0
62411,30,0,0
62413,60,0,0
62413,50,0,0
62413,30,0,0
62413,30,0,0
62413,30,0,0
62413,0,0,0
62414,340,20,20
62414,240,0,30
62414,120,0,0
62414,70,0,0
62414,70,0,0
62414,0,0,0
62417,490,0,30
62417,350,0,0
62417,180,0,0
62417,120,0,0
62417,120,0,0
62417,0,0,0
62418,360,0,30
62418,220,0,0
62418,160,0,0
62418,90,0,0
62418,90,0,0
62418,0,0,0
62419,70,0,0
62419,40,0,0
62419,30,0,0
62419,30,0,0
62419,0,0,0
62419,0,0,0
62420,750,0,40
62420,500,40,30
62420,340,0,20
62420,200,0,0
62420,190,0,0
62420,40,0,0
62421,120,0,0
62421,90,0,0
62421,60,0,0
62421,50,0,0
62421,40,0,0
62421,0,0,0
62422,200,0,0
62422,120,0,0
62422,90,0,0
62422,50,0,0
62422,30,0,0
62422,0,0,0
62423,90,0,0
62423,80,0,0
62423,50,0,0
62423,40,0,0
62423,50,0,0
62423,0,0,0
62424,340,0,0
62424,250,0,40
62424,190,0,0
62424,130,0,0
62424,130,0,0
62424,20,0,0
62425,100,0,0
62425,70,0,0
62425,50,0,0
62425,30,0,0
62425,20,0,0
62425,0,0,0
62426,180,0,0
62426,130,0,0
62426,50,0,0
62426,40,0,0
62426,30,0,0
62426,0,0,0
62427,280,0,30
62427,160,0,0
62427,120,0,0
62427,80,0,0
62427,100,0,0
62427,0,0,0
62428,550,0,40
62428,380,0,0
62428,230,0,0
62428,150,0,0
62428,120,0,0
62428,0,0,0
62431,160,0,0
62431,140,0,0
62431,90,0,0
62431,40,0,0
62431,40,0,0
62431,0,0,0
62432,90,0,0
62432,70,0,0
62432,40,0,0
62432,20,0,0
62432,20,0,0
62432,0,0,0
62433,140,0,0
62433,100,0,0
62433,80,0,0
62433,50,0,0
62433,70,0,0
62433,0,0,0
62434,60,0,0
62434,40,0,0
62434,30,0,0
62434,40,0,0
62434,0,0,0
62434,0,0,0
62436,100,0,0
62436,80,0,0
62436,50,0,0
62436,30,0,0
62436,30,0,0
62436,0,0,0
62438,40,0,0
62438,70,0,0
62438,0,0,0
62438,40,0,0
62438,0,0,0
62438,0,0,0
62439,1360,20,70
62439,840,50,60
62439,500,0,0
62439,290,0,0
62439,340,0,0
62439,50,0,0
62440,180,0,20
62440,140,0,0
62440,90,0,0
62440,60,0,0
62440,80,0,0
62440,0,0,0
62441,1240,0,50
62441,800,50,50
62441,510,0,20
62441,340,0,0
62441,420,0,0
62441,70,0,0
62442,380,0,0
62442,300,0,40
62442,180,0,0
62442,110,0,0
62442,110,0,0
62442,0,0,0
62443,280,20,0
62443,180,0,50
62443,130,0,0
62443,80,0,0
62443,80,0,0
62443,0,0,0
62444,60,0,0
62444,50,0,0
62444,30,0,0
62444,40,0,0
62444,0,0,0
62444,0,0,0
62445,130,0,0
62445,110,0,0
62445,80,0,0
62445,60,0,0
62445,50,0,0
62445,0,0,0
62446,60,0,0
62446,60,0,0
62446,30,0,0
62446,20,0,0
62446,20,0,0
62446,0,0,0
62447,560,20,30
62447,350,0,30
62447,240,0,0
62447,180,0,0
62447,170,0,0
62447,0,0,0
62448,970,0,50
62448,650,30,50
62448,420,20,30
62448,290,0,0
62448,320,0,0
62448,40,0,0
62449,540,0,30
62449,350,30,30
62449,210,0,0
62449,130,0,0
62449,150,0,0
62449,30,0,0
62450,2290,40,120
62450,1350,40,80
62450,790,20,40
62450,460,0,0
62450,520,0,0
62450,100,0,0
62451,370,0,30
62451,220,0,0
62451,140,0,0
62451,110,0,0
62451,120,0,0
62451,0,0,0
62452,60,0,0
62452,50,0,0
62452,40,0,0
62452,30,0,0
62452,0,0,0
62452,0,0,0
62454,1740,30,70
62454,1080,40,40
62454,660,0,20
62454,480,0,0
62454,630,0,0
62454,120,0,0
62458,440,0,30
62458,260,0,0
62458,130,0,0
62458,90,0,0
62458,80,0,0
62458,0,0,0
62459,60,0,0
62459,50,0,0
62459,0,0,0
62459,30,0,0
62459,0,0,0
62459,0,0,0
62460,180,0,0
62460,100,0,0
62460,80,0,0
62460,60,0,0
62460,50,0,0
62460,0,0,0
62461,140,0,20
62461,110,0,0
62461,80,0,0
62461,50,0,0
62461,60,0,0
62461,0,0,0
62462,190,0,30
62462,140,0,0
62462,80,0,0
62462,60,0,0
62462,80,0,0
62462,0,0,0
62463,220,0,30
62463,160,0,0
62463,90,0,0
62463,70,0,0
62463,50,0,0
62463,0,0,0
62465,130,0,0
62465,110,0,0
62465,70,0,0
62465,50,0,0
62465,50,0,0
62465,0,0,0
62466,380,0,0
62466,270,0,40
62466,150,0,0
62466,100,0,0
62466,110,0,0
62466,0,0,0
62467,580,0,20
62467,410,30,50
62467,310,0,0
62467,230,0,0
62467,310,0,0
62467,80,0,0
62468,390,20,20
62468,290,0,30
62468,200,0,0
62468,140,0,0
62468,120,0,0
62468,0,0,0
62469,80,0,0
62469,40,0,0
62469,30,0,0
62469,30,0,0
62469,30,0,0
62469,0,0,0
62471,1570,20,60
62471,860,30,60
62471,570,0,0
62471,370,0,0
62471,350,0,0
62471,60,0,0
62473,250,0,30
62473,180,0,0
62473,110,0,0
62473,70,0,0
62473,60,0,0
62473,0,0,0
62474,130,0,0
62474,100,0,0
62474,60,0,0
62474,30,0,0
62474,30,0,0
