,quality
278,5.826362911547818
279,6.402079177606936
280,6.4972287579773536
281,5.6122316181745475
282,6.260839538878571
283,5.271751528479086
284,5.7170135737019905
285,6.322690610186868
286,5.762957722578449
287,7.000950722627351
288,5.523226430840623
289,5.6398707093974565
290,5.9842435168094426
291,6.920792474947177
292,6.056062313091246
293,5.418589209702304
294,6.629486641188777
295,5.798048725372695
296,6.359963413750165
297,4.394374075243263
298,5.573729143100451
299,6.046360051115215
300,5.468296707967113
301,5.360439301708084
302,6.369599208765351
303,5.195261923984702
304,5.43445657300461
305,5.987253363477805
306,5.6099037704731245
307,6.11741988074283
308,6.754672892163967
309,5.999180755219356
310,5.171185042572716
311,6.090147630817654
312,6.102699370229743
313,5.608829748785524
314,6.468777998892932
315,5.199020986872483
316,5.4060726086636635
317,5.8099637720634405
318,6.636371637297259
319,5.620666978531091
320,5.49864418392724
321,6.36992494679825
322,5.73044406577722
323,6.370263553365675
324,6.765117420742655
325,6.2757722346009075
326,6.125687336607996
327,5.315865672423655
328,5.495639052939254
329,5.794490471077694
330,5.677455858273589
331,4.913824590306547
332,5.956898713613867
333,5.611460490522688
334,5.774138042453416
335,5.8239019188868895
336,5.655397527832804
337,5.561555148882491
338,5.270440088248449
339,6.289132611921644
340,6.024416979058003
341,5.47586004971626
342,6.2749362526452614
343,5.354646962150923
344,6.038407228567479
345,5.468326907897676
346,6.496755726819288
347,5.841745952501412
348,5.92652377068498
349,5.782040185212736
350,4.93472542888199
351,5.461286863696358
352,6.44840644937679
353,5.602622930861315
354,5.9924187159913345
355,5.971816054211132
356,5.712653206131961
357,5.011619370568042
358,5.082851308417901
359,5.506910951390921
360,5.9562030459811695
361,5.8240921838199995
362,5.786666591451336
363,6.09676936113334
364,5.782978788803149
365,5.250587201185738
366,6.154285628665349
367,5.782210325135253
368,6.845328247581961
369,5.47586004971626
370,5.268974155516446
371,6.361452521783633
372,6.377778333445946
373,6.484502147833666
374,5.242117846907888
375,6.1341931861391
376,6.12995373841062
377,6.142743718871969
378,5.551132847857929
379,5.57752346475624
380,5.667924193216464
381,6.355636384821366
382,6.296394160610021
383,5.818955560471721
384,5.215451489745334
385,5.624469871371247
386,5.919698551926757
387,5.6160460615745365
388,6.6122878082186105
389,5.412206053844159
390,5.65971531841376
391,6.110585037582155
392,5.383641557183438
393,6.198244651195836
394,5.939748650340363
395,5.406094597988954
396,6.768840954264874
397,6.762160666353168
398,6.520292739752307
399,6.0797527645118805
400,4.237285447482293
401,6.116562320662439
402,6.9087681183090695
403,6.189874971539496
404,6.441282458829761
405,6.185088834674161
406,5.915312428841418
407,5.406185451712361
408,5.997989869605362
409,5.52545772764563
410,5.377733087730093
411,5.991888088492686
412,5.671368949178685
413,5.726194361954583
414,6.470384118169932
415,5.388481241712611
416,5.047421141066252
417,5.578915155802235
418,5.832726366529869
419,6.543689624198265
420,6.249724671991402
421,6.4926410740924325
422,5.634224191063737
423,5.217116864466448
424,4.793248956359292
425,6.277733390372163
426,5.978999513770077
427,6.135189220917056
428,6.509718658080516
429,5.5717751188507805
430,6.21644180498879
431,5.279949117386309
432,6.285275840832043
433,6.635099113084124
434,5.696681244621288
435,6.041997001043342
436,5.6385878065386805
437,5.709646676155614
438,6.560293192939099
439,5.839320907967618
440,5.67364360636887
441,5.534473141815653
442,5.534325805234431
443,6.312424006653913
444,5.508972110448184
445,6.162243761341415
446,5.434795057168259
447,5.841074376080712
448,6.09722734947826
449,5.9812191114192785
450,6.128802155231142
451,5.252394128982161
452,5.748181782364611
453,6.373481870045339
454,6.423172176914278
455,5.488812195208197
456,5.874572245660005
457,6.545205380644603
458,6.3275672967223215
459,5.686085529959769
460,5.455077007082338
461,5.790595397506621
462,6.101763139696459
463,6.624807457652963
464,6.496127197086452
465,6.0957588425129074
466,5.618338683964197
467,5.771648760059861
468,5.663214971698665
469,6.726757568699242
470,5.579265725807545
471,5.1655053848213015
472,5.804037167678587
473,6.162243761341415
474,5.286611724122366
475,5.916893179174139
476,5.250568016589938
477,6.05616475908289
478,6.5029165776871025
479,5.403826688613435
480,6.18237809888285
481,5.907076968392687
482,5.725201858027418
483,5.951869583935206
484,5.665194727519264
485,5.969568861242863
486,5.968420538700286
487,6.3191453001368245
488,5.7584872542794585
489,5.064499943987386
490,5.645713160426197
491,6.076397861930644
492,5.192848514032136
493,5.942293784310323
494,5.498447352923932
495,6.609177568445801
496,5.848710329192755
497,5.68496963028835
498,5.5459341338567185
499,6.205493213191289
500,6.271338338090146
501,4.8580559332629605
502,5.817405416521865
503,6.450493112707079
504,5.164096047309641
505,6.103921099177455
506,6.518870669710424
507,5.711625937686534
508,5.275451062739791
509,5.548779940193839
510,5.51079988677597
511,5.420935648362587
512,6.087539888146011
513,5.830159602935225
514,5.704429362201466
515,5.616569758108
516,6.04192576593195
517,5.755683433845007
518,6.522815470797838
519,5.764807330502833
520,5.5481973481834075
521,5.955084215281516
522,5.847721420016768
523,6.200541688874097
524,5.568960867073287
525,5.719486379055326
526,6.503870191482974
527,5.970585750719096
528,5.822114166394641
529,5.285252191056969
530,6.191167649836871
531,6.071909278882856
532,5.573965816202588
533,6.736270411019973
534,5.280562893311071
535,5.334523243320007
536,6.092710229874058
537,6.157819044639126
538,6.709865205398842
539,5.98683316624053
540,5.2956100283558385
541,6.249705161682527
542,5.656347149523043
543,6.104921257280154
544,5.563738844531201
545,6.308431261055887
546,6.464205314435617
547,5.596708781696037
548,5.765034690203549
549,5.624469871371247
550,5.418589209702304
551,6.010936015431213
552,5.923783937817575
553,5.694598204175378
554,5.284501708712838
555,5.617236147491127
556,5.768598177230814
557,6.468651484672904
558,6.1635754249166155
559,5.452394351253844
560,5.365454662668554
561,5.5594833031562985
562,5.664251733025878
563,5.60249762350881
564,6.339776064873519
565,5.358790308790617
566,4.323966799821449
567,6.337561860031457
568,6.151151278527749
569,5.849804083165907
570,6.81061768992339
571,5.564937957186231
572,6.3742482952129365
573,5.937919061559853
574,6.32262080545496
575,5.559976954677779
576,7.030829772169085
577,4.964544871146842
578,5.0704646626241185
579,5.802385358603686
580,6.4666576088187355
581,5.4502276576099575
582,5.800906977994117
583,5.727163103930508
584,5.568503389388496
585,5.678330262047041
586,5.928289897101422
587,6.564641583172033
588,5.619525781201531
589,5.488812195208197
590,5.418589209702304
591,5.968420538700286
592,6.126921789340088
593,5.317351011494708
594,6.159739437841608
595,5.48687105896056
596,5.949860903427265
597,6.2981178665155255
598,6.247434327409195
599,6.11016885487669
600,5.523226430840623
601,5.151007863115865
602,5.469027073322451
603,6.484530567096101
604,5.31271942366854
605,5.289159872726458
606,5.660071518923672
607,5.880549594965629
608,5.8239019188868895
609,6.2854302239578885
610,6.375149916434253
611,5.943181955808484
612,6.279238245869436
613,6.290358719427388
614,5.253257401093066
615,6.025101820597598
616,5.607532681885431
617,6.341933054086496
618,6.32329427618464
619,5.7576661172933825
620,6.0675833394495555
621,5.42994357625733
622,5.76584487525966
623,6.5597273165987815
624,5.815155216209291
625,6.117898867688041
626,5.3664017260211665
627,5.66174852561528
628,5.870019980873934
629,6.809167715219303
630,6.377405626837486
631,6.444015029287414
632,5.44991621598129
633,5.925002019192419
634,4.868793466794813
635,5.9925433809490585
636,5.709201855331088
637,6.162936922013074
638,6.2638361762117825
639,6.034081273025322
640,5.863375708751477
641,6.097921403388881
642,5.719486379055326
643,6.2920150689509455
644,4.868793466794813
645,5.925541362355347
646,6.287399862602172
647,5.544922558261931
648,5.747360635580918
649,5.90769331599455
650,6.939370149916812
651,6.478361267834771
652,5.693416043114013
653,6.074929932647848
654,5.025125686247918
655,6.154068357462137
656,5.768731090548471
657,5.579265725807545
658,4.900852171497803
659,6.0859476427626475
660,6.477013740047994
661,5.191878755091949
662,5.624494430220949
663,4.734901714036454
664,6.222354174023479
665,6.118186074415206
666,6.247842756080104
667,5.694604305043043
668,6.6359970449127275
669,6.275216378326718
670,5.081625177929993
671,5.7897315177717985
672,5.840648815200154
673,5.594264261317505
674,5.47586004971626
675,5.486101695803455
676,5.313078366614519
677,5.209796189401828
678,5.84657391231778
679,6.187560763906873
680,5.532508793051875
681,6.2547723553417995
682,5.641107304857627
683,5.808584412768482
684,5.744076469992791
685,5.228970238215339
686,5.013655386242846
687,6.570588315399675
688,6.201117455229252
689,6.242738258656999
690,6.103554191009266
691,6.00257697720761
692,5.495121506884573
693,6.236570987385647
694,5.268003458724451
695,6.519519370192427
696,5.598201125208476
697,4.982546771212753
698,6.0601377183081695
699,6.0362492677941475
700,5.800506992246113
701,5.904837949751709
702,6.41179294120343
703,5.4837512937425
704,5.8607776030562775
705,5.664640859496473
706,6.306030774954195
707,5.312961620390325
708,6.336717868370869
709,3.9389274791701325
710,6.859601172294106
711,6.255943946572444
712,5.423685212608177
713,5.553090604297438
714,5.970716075371058
715,5.642520807685884
716,6.77767951673232
717,5.679793410429056
718,5.724774177652449
719,6.8054575797152665
720,6.4972287579773536
721,4.616278790767666
722,5.657568561346409
723,5.715305976575252
724,5.7001343247238765
725,6.374219482262589
726,5.570498872296639
727,5.2361895132874
728,5.385527392210918
729,6.529763565259003
730,6.34069373020975
731,5.182159657335205
732,6.16746008952461
733,5.665194727519264
734,6.22195549721593
735,5.856132878379668
736,6.29655600736541
737,6.45065018147406
738,5.6521053234642125
739,6.33513142654391
740,5.531856983904305
741,6.261562664295127
742,6.040565300689309
743,5.73044406577722
744,5.9500365954796735
745,6.660272557881541
746,5.47586004971626
747,6.390733562742781
748,6.570806598910394
749,5.191528407816321
750,6.919582140217187
751,7.096260399746768
752,5.886761124559456
753,6.3906442359124185
754,6.396426686179183
755,6.3742482952129365
756,5.563064844670265
757,5.789436653324003
758,6.29279330370241
759,5.904457544151427
760,5.9992142373452
761,6.210111679086452
762,6.05644624200059
763,5.686882914377861
764,6.218910162153321
765,5.832024935395594
766,6.130415660693899
767,6.6115294177685655
768,6.860342642323303
769,5.504068629658576
770,6.040836859109902
771,6.778834998672409
772,6.025907548001243
773,6.108719107677956
774,5.222986803133921
775,6.294058129129041
776,5.3376565419419535
777,6.002579501509388
778,5.056499614962291
779,6.303509509113155
780,6.405921009122267
781,5.717144552812584
782,5.695864747053321
783,5.519292461053112
784,6.186571608930279
785,5.367563863126378
786,6.608616569223585
787,6.515123490636796
788,5.706864520428667
789,6.530335852526349
790,6.541384439966436
791,6.163634156576705
792,5.727779060011244
793,5.586151498856225
794,5.724774177652449
795,5.663214971698665
796,5.648487056641073
797,5.807718563053129
798,6.7695588183006805
799,5.821484084380785
800,5.4075464659809995
801,5.624124079655019
802,5.951309016439012
803,6.44955558538453
804,5.570245241949664
805,5.437131748775556
806,6.2016659695009935
807,5.709772052134127
808,5.23596510981244
809,5.5892253155367655
810,5.045005842189369
811,5.792478090462424
812,6.327137046316807
813,6.6013890867025395
814,6.224869009637587
815,6.260344236251541
816,6.3434132971964345
817,6.222128662814555
818,5.54407518000491
819,6.283561605820353
820,5.866228924502366
821,5.531856983904305
822,6.158812420837677
823,6.824705158329181
824,6.068527273404214
825,5.752801372352764
826,5.241197550080869
827,5.847786971707109
828,5.347617026261901
829,5.167582831030273
830,6.2328152864209585
831,5.677746170683321
832,5.182833063548713
833,5.741329411499692
834,5.4686394938638045
835,5.991167163764658
836,5.083745354459921
837,5.543761007595322
838,6.65271977672316
839,5.816167584099276
840,6.0660409415995105
841,5.6179030708323126
842,5.588768001999227
843,5.658417987210441
844,5.052929342203896
845,5.569350805825906
846,5.544319771503098
847,5.770895496968137
848,5.548043810566753
849,6.377405626837486
850,5.689772648062586
851,5.774774932056744
852,6.228790912270085
853,4.968659290751361
854,5.3254300951259665
855,5.342334127854656
856,5.96840053086521
857,6.110771849956393
858,6.267978983031611
859,5.6349037780456115
860,6.4984986389474955
861,5.28282819420815
862,6.238952639001752
863,5.762568683870029
864,5.315947615189231
865,6.342562705513075
866,6.318709887546305
867,6.251515859451331
868,5.361253971989271
869,5.048117466363294
870,6.006218139721426
871,5.998989773349962
872,5.832155220728282
873,5.609137908707709
874,5.98311514894192
875,5.835470044594871
876,5.65971531841376
877,6.606145242193577
878,5.672723716651518
879,5.418951049484633
880,5.65971531841376
881,5.308340531392247
882,6.199703290665354
883,5.629898515092918
884,5.661587323128288
885,6.570326105322891
886,6.539975466679238
887,5.732010934397493
888,6.570124970708889
889,5.4189141000569805
890,5.309948242911673
891,6.668407624362459
892,6.456652157007198
893,5.909526662121749
894,5.96719546338619
895,4.906049556152055
896,6.288742641150947
897,5.975569845766415
898,5.469901044319016
899,6.572046823824053
900,5.593081501467225
901,6.203027405958579
902,5.572054390914246
903,5.613366548271358
904,6.236493651835104
905,6.613204047641631
906,5.594115613331724
907,5.869990098002148
908,5.480351579600182
909,6.2834028766571635
910,5.566238719685373
911,5.259137997660218
912,5.755683433845007
913,5.253257401093066
914,5.692650798049044
915,5.64590594373982
916,5.934386395322775
917,5.463574160231559
918,6.728953571934312
919,5.519087319764623
920,6.054548247184783
921,6.1123341770356205
922,4.815623850216383
923,6.850907016702138
924,5.618275922754407
925,6.031997863545371
926,6.539683253731823
927,5.735486231846721
928,5.688935415558802
929,5.316015319136
930,5.246094922718669
931,6.386124375245089
932,5.990882272995037
933,5.906648147359306
934,7.015566522457448
935,6.503481569667457
936,6.025827748981783
937,6.049788756199433
938,5.911458793237415
939,5.479467397277659
940,5.480826360810767
941,5.496601926044804
942,5.308853431138999
943,6.537104598534484
944,5.481887370777969
945,4.734797834807267
946,5.243448420628425
947,5.433953656110475
948,6.578618589526172
949,5.86121574836136
950,6.066892365636448
951,6.372501729629249
952,5.916003941889443
953,5.482927260641532
954,5.57716962791315
955,5.887234415124311
956,6.3270308649059075
957,6.09648006625568
958,6.574138931730715
959,5.92040224910474
960,6.968317984779475
961,5.817146569718545
962,5.461260296964014
963,5.207018461774368
964,5.866041817121101
965,6.7934708748330195
966,6.70620292802343
967,6.27029595119572
968,5.883448752035861
969,6.010888278247421
970,5.653435758468476
971,6.146155245618843
972,4.913221014898937
973,6.405921009122267
974,5.412099540787096
975,5.590237696444888
976,6.5593044189003535
977,5.593982877688575
978,6.024106948220236
979,5.098231920721901
980,6.09048500388667
981,6.20045549896534
982,6.887289064239923
983,5.629398475012778
984,6.325675688063313
985,5.407960881120687
986,5.268064806534653
987,5.436962854794274
988,5.370841852822423
989,5.268151564458549
990,5.251804144704209
991,6.740154347730339
992,5.6852896010699965
993,5.4946397226441945
994,6.785137442162636
995,5.9196336359931365
996,5.711871347839349
997,5.851928699466384
998,5.770125008674881
999,5.194806695313332
