FIPS,PCT_DIABETES_ADULTS08,PCT_DIABETES_ADULTS13,PCT_OBESE_ADULTS08,PCT_OBESE_ADULTS13,MEDHHINC15,agi_bracket_08,total_returns_08,joint_returns_08,exemptions_08,dependents_08,agi_kUSD_08,agi_bracket_13,total_returns_13,joint_returns_13,exemptions_13,dependents_13,agi_kUSD_13
1043,11.9,14.4,30.1,33.4,39290.0,105.0,11323.0,5985.0,24657.0,4493.0,478484.335,84.0,11370.0,5860.0,24880.0,8400.0,532809.0
1045,13.5,14.1,34.4,36.5,45294.0,154.0,29759.0,11590.0,61638.0,12966.0,1362584.4219999998,126.0,29270.0,10910.0,60820.0,22170.0,1384828.0
1047,15.6,19.0,39.9,40.8,29682.0,70.0,11246.0,2708.0,23605.0,6248.0,395515.122,63.0,10520.0,2380.0,22120.0,9550.0,410293.0
1049,11.2,13.4,31.7,30.4,37305.0,588.0,53884.0,25662.0,118353.0,23544.0,1921471.4970000004,504.0,52490.0,23940.0,116610.0,43460.0,2002435.0
1051,9.9,13.4,29.0,35.4,53548.0,385.0,67087.0,28049.0,141812.0,29947.0,3131177.3200000003,315.0,66450.0,27470.0,140480.0,50560.0,3353095.0
1053,12.3,17.8,34.4,37.7,36840.0,28.0,5011.0,2017.0,10155.0,2106.0,196790.588,21.0,4620.0,1820.0,9330.0,3180.0,216292.0
1057,12.7,15.1,32.3,33.7,37085.0,49.0,3701.0,1833.0,7793.0,1494.0,150965.188,42.0,3370.0,1720.0,7280.0,2360.0,156563.0
1059,12.8,13.9,29.5,33.2,38535.0,266.0,29335.0,13574.0,65333.0,12776.0,1088602.645,231.0,27800.0,12640.0,61120.0,22210.0,1138806.0
1061,12.6,13.9,32.0,34.1,36289.0,28.0,2159.0,980.0,4440.0,857.0,78587.165,21.0,2100.0,920.0,4380.0,1450.0,85522.0
1063,18.2,21.0,43.7,46.3,25398.0,28.0,2121.0,408.0,4474.0,1238.0,73431.383,21.0,2010.0,330.0,4190.0,1900.0,69290.0
1065,15.1,16.0,40.2,40.4,35470.0,191.0,12637.0,3303.0,27407.0,7333.0,404741.853,189.0,11760.0,3080.0,25030.0,10670.0,437302.0
1067,13.5,18.7,33.8,35.8,42501.0,176.0,24222.0,9294.0,50540.0,10900.0,1142738.548,147.0,24070.0,8830.0,50200.0,18650.0,1159213.0
1069,12.4,13.7,33.2,32.8,43568.0,308.0,49411.0,19673.0,101458.0,21129.0,2315408.793,252.0,49990.0,19060.0,102920.0,36670.0,2468717.0
1071,11.9,14.9,31.6,32.0,40201.0,196.0,19350.0,9382.0,40298.0,7478.0,841883.2740000001,168.0,18980.0,8900.0,39550.0,12830.0,948598.0
1073,12.0,13.0,31.4,33.2,48415.0,140.0,50434.0,15663.0,102129.0,22630.0,2315056.5069999998,105.0,51020.0,14940.0,102920.0,39580.0,2440492.0
1075,12.7,14.9,30.8,33.6,36520.0,212.0,15999.0,7667.0,33915.0,6629.0,581305.856,189.0,14810.0,7130.0,31930.0,10730.0,597866.0
1077,12.8,14.2,29.1,32.9,43008.0,49.0,3772.0,1813.0,8134.0,1504.0,147479.347,42.0,3700.0,1750.0,8000.0,2760.0,151421.0
1079,12.9,15.6,32.8,35.5,41771.0,231.0,33346.0,15876.0,71237.0,13961.0,1595662.707,189.0,32740.0,15090.0,69050.0,23290.0,1664678.0
1083,10.4,12.6,29.1,32.9,55060.0,28.0,10275.0,4062.0,21598.0,4325.0,429822.81,21.0,10190.0,3800.0,21390.0,7930.0,442010.0
1085,17.1,23.5,40.6,45.1,31117.0,205.0,17783.0,4360.0,37499.0,9983.0,630148.7930000001,189.0,16310.0,3890.0,34190.0,14590.0,635995.0
1087,16.2,18.4,40.0,44.7,29522.0,84.0,21463.0,7298.0,39960.0,7717.0,1106602.479,63.0,24630.0,8630.0,47490.0,16650.0,1447966.0
1089,13.0,11.5,30.6,32.3,59117.0,28.0,8377.0,3365.0,15839.0,2794.0,568058.383,21.0,10170.0,3670.0,18460.0,5390.0,691676.0
1093,11.7,18.7,28.6,35.5,34977.0,274.0,20090.0,9861.0,43245.0,8370.0,722539.638,252.0,18540.0,9030.0,40030.0,13470.0,729504.0
1095,11.5,12.8,26.5,33.2,40599.0,154.0,19843.0,9707.0,41084.0,7571.0,918113.6669999999,126.0,19680.0,9240.0,40330.0,12710.0,974085.0
1099,13.5,17.8,35.4,35.3,35163.0,21.0,1686.0,562.0,3467.0,814.0,51740.887,21.0,1590.0,500.0,3180.0,1160.0,54905.0
1101,12.7,13.5,34.0,34.8,42666.0,77.0,28408.0,8673.0,55066.0,12380.0,1661323.774,63.0,27900.0,8460.0,54120.0,19330.0,1702878.0
1103,11.0,12.6,34.8,31.6,47234.0,161.0,36208.0,14994.0,76582.0,15054.0,1765760.699,126.0,35860.0,14140.0,76600.0,28740.0,1785593.0
1107,14.9,16.4,34.8,36.4,33160.0,175.0,12992.0,5042.0,27093.0,5966.0,461033.12600000005,147.0,11840.0,4690.0,25290.0,9280.0,479859.0
1109,12.9,13.5,35.1,38.4,34442.0,21.0,728.0,316.0,1491.0,292.0,25735.83,21.0,700.0,290.0,1390.0,440.0,27559.0
1111,12.9,14.9,31.9,30.9,37333.0,196.0,15463.0,6867.0,33643.0,6889.0,564318.1690000001,168.0,14820.0,6320.0,32530.0,12090.0,603762.0
1113,13.6,12.9,36.7,36.4,36124.0,154.0,26640.0,8446.0,55134.0,13140.0,940211.1479999998,126.0,28730.0,8730.0,57810.0,21920.0,1085166.0
1115,11.4,12.8,33.7,33.0,53558.0,98.0,9385.0,4233.0,18973.0,3459.0,462060.186,84.0,9390.0,4090.0,19140.0,6150.0,500031.0
1117,8.0,8.7,28.4,30.1,70879.0,168.0,21961.0,10043.0,46015.0,8477.0,1256074.047,126.0,22450.0,9920.0,46380.0,15520.0,1361754.0
1119,17.1,20.1,40.8,40.3,25931.0,74.0,3742.0,716.0,7507.0,2054.0,100578.08300000001,84.0,3270.0,650.0,6630.0,2870.0,110751.0
1121,13.6,15.3,34.0,39.0,37911.0,238.0,33044.0,13109.0,69853.0,15032.0,1330816.2989999999,189.0,32300.0,12250.0,67760.0,24920.0,1390591.0
1123,14.3,13.7,33.9,36.9,39051.0,217.0,23626.0,8831.0,51109.0,11498.0,928969.243,189.0,22420.0,8230.0,47410.0,17940.0,954453.0
1127,13.3,16.7,33.1,33.2,37305.0,84.0,4494.0,2265.0,9847.0,1944.0,180481.777,84.0,4240.0,2090.0,9100.0,3000.0,188590.0
1133,10.0,13.2,29.3,30.2,36497.0,154.0,13969.0,7150.0,30436.0,5818.0,544725.99,126.0,13270.0,6610.0,28590.0,9370.0,568917.0
2020,7.0,7.0,26.5,27.0,77791.0,28.0,8337.0,2453.0,13601.0,2194.0,561510.654,21.0,8610.0,2510.0,14570.0,4040.0,616665.0
2122,6.3,7.2,29.9,28.4,62025.0,56.0,7674.0,3027.0,13873.0,2286.0,429168.666,42.0,7800.0,3080.0,14780.0,4510.0,485461.0
2170,5.8,8.2,27.9,30.2,76601.0,77.0,13709.0,5718.0,25516.0,4168.0,790355.044,63.0,14070.0,6110.0,27850.0,9010.0,935627.0
2261,6.2,7.4,32.9,30.4,70101.0,42.0,987.0,392.0,1718.0,227.0,43321.108,42.0,900.0,360.0,1660.0,480.0,45347.0
4003,8.4,10.3,23.3,26.0,43451.0,189.0,18012.0,8744.0,35964.0,5563.0,940408.981,147.0,16980.0,8350.0,34150.0,9420.0,958477.0
4005,7.1,7.6,20.8,23.2,51955.0,28.0,2401.0,1065.0,4733.0,772.0,91812.558,21.0,2430.0,1030.0,4680.0,1350.0,102603.0
4007,10.9,11.2,25.8,27.5,41346.0,28.0,1176.0,658.0,2163.0,217.0,55487.333,21.0,1060.0,590.0,1920.0,300.0,57170.0
4009,9.1,10.3,30.1,32.5,44169.0,49.0,6993.0,3213.0,16286.0,3164.0,310642.897,42.0,7140.0,3150.0,16810.0,6820.0,346770.0
4011,8.2,10.7,32.8,34.7,58854.0,70.0,3079.0,1378.0,6978.0,1340.0,162922.005,63.0,3390.0,1480.0,7770.0,3010.0,192591.0
4013,7.4,9.0,23.1,25.4,56017.0,196.0,112384.0,40328.0,240820.0,44252.0,6151323.203,147.0,118770.0,39740.0,246560.0,92950.0,6708808.0
4015,11.1,12.8,27.0,29.6,40360.0,56.0,15309.0,5598.0,30445.0,5502.0,506386.183,42.0,14640.0,5110.0,28560.0,9250.0,502110.0
4017,12.9,13.1,27.6,30.9,37658.0,28.0,2142.0,1066.0,4642.0,757.0,118555.602,21.0,1930.0,920.0,4100.0,1310.0,112694.0
4019,7.8,8.8,23.5,24.2,47107.0,49.0,12715.0,6354.0,26745.0,4548.0,741069.549,42.0,13130.0,6340.0,27180.0,8390.0,819787.0
4021,8.4,12.3,29.0,31.6,50888.0,21.0,689.0,298.0,1372.0,220.0,31372.498,21.0,7810.0,3330.0,14870.0,3990.0,371776.0
4023,6.3,8.0,21.0,23.0,34893.0,49.0,920.0,378.0,1667.0,233.0,40847.614,42.0,860.0,360.0,1550.0,370.0,43004.0
4025,8.0,10.5,20.1,25.3,47220.0,77.0,18461.0,8110.0,38651.0,6557.0,667084.887,63.0,18990.0,8000.0,38790.0,12430.0,730619.0
4027,10.0,12.6,26.6,30.5,40426.0,28.0,1291.0,638.0,2948.0,551.0,53067.396,21.0,1230.0,590.0,2700.0,940.0,52030.0
5001,12.6,12.9,34.8,33.8,41179.0,21.0,348.0,178.0,692.0,111.0,15870.088,21.0,310.0,170.0,620.0,170.0,15529.0
5003,11.3,14.5,35.7,42.1,39871.0,37.0,1488.0,380.0,3212.0,842.0,39051.753000000004,42.0,1320.0,340.0,2800.0,1190.0,44846.0
5005,11.8,16.0,26.6,32.3,36902.0,21.0,503.0,262.0,997.0,135.0,19843.728,21.0,520.0,260.0,1000.0,240.0,22351.0
5007,7.8,9.6,28.0,30.1,60294.0,28.0,15765.0,6649.0,33307.0,6270.0,733554.527,21.0,16700.0,6790.0,35360.0,12760.0,813897.0
5009,10.1,12.4,28.2,33.9,40909.0,15.0,285.0,142.0,567.0,86.0,8389.633,21.0,240.0,110.0,490.0,150.0,9229.0
5015,10.9,13.0,25.5,35.8,37587.0,182.0,16717.0,7793.0,34188.0,5748.0,567408.54,147.0,16640.0,7420.0,34730.0,11400.0,638910.0
5017,14.7,15.2,35.8,43.1,29968.0,21.0,1204.0,270.0,2562.0,685.0,31474.205,21.0,1070.0,240.0,2260.0,990.0,37403.0
5023,11.9,13.5,28.4,31.8,43913.0,231.0,21083.0,10600.0,43596.0,7547.0,929839.248,210.0,21080.0,10410.0,44430.0,14150.0,1047642.0
5025,11.8,13.0,31.7,35.7,44123.0,175.0,24232.0,8753.0,50005.0,10994.0,970155.4419999999,147.0,23020.0,7900.0,47630.0,17740.0,991386.0
5027,12.0,12.9,31.8,36.4,38057.0,91.0,2865.0,1079.0,5984.0,1327.0,102019.188,84.0,2620.0,950.0,5340.0,1870.0,105248.0
5029,10.4,13.7,29.5,39.7,43702.0,112.0,8819.0,3928.0,18225.0,3456.0,340383.145,105.0,8490.0,3740.0,17870.0,6090.0,380193.0
5031,10.1,13.1,31.9,36.4,42460.0,56.0,16591.0,7749.0,34751.0,6634.0,633373.745,42.0,16660.0,7620.0,35320.0,12130.0,747570.0
5035,13.8,15.8,36.4,38.8,37371.0,21.0,1182.0,255.0,2642.0,717.0,29967.922,21.0,1060.0,210.0,2260.0,1050.0,30237.0
5037,12.3,13.6,31.4,37.9,39132.0,176.0,11055.0,4312.0,23535.0,5231.0,401214.45599999995,168.0,10500.0,3980.0,22200.0,8230.0,423944.0
5041,13.3,15.1,35.6,39.6,30987.0,98.0,4179.0,1343.0,8773.0,2095.0,150445.609,84.0,3900.0,1220.0,8220.0,3230.0,159159.0
5043,10.6,13.6,31.8,34.3,39339.0,141.0,10655.0,4364.0,22814.0,5041.0,412906.13,126.0,10370.0,4110.0,22140.0,8170.0,466268.0
5045,9.3,11.2,29.4,33.2,51157.0,70.0,17192.0,6651.0,34803.0,6931.0,639626.074,63.0,17100.0,6250.0,34940.0,12260.0,660124.0
5051,10.2,14.5,27.1,32.3,37723.0,28.0,1578.0,830.0,3433.0,644.0,62216.152,21.0,1600.0,780.0,3420.0,1180.0,68278.0
5053,9.4,11.1,32.4,38.3,47652.0,308.0,45524.0,18646.0,94565.0,19520.0,1955157.91,273.0,44530.0,17470.0,92680.0,32960.0,2049077.0
5055,9.6,12.9,30.7,31.2,43996.0,49.0,3302.0,1605.0,7171.0,1413.0,114580.981,42.0,3330.0,1530.0,7140.0,2440.0,134155.0
5057,13.0,13.5,33.4,40.3,34560.0,92.0,10832.0,4050.0,22679.0,5008.0,346235.08,84.0,10380.0,3830.0,22660.0,8980.0,378728.0
5059,10.7,12.2,32.5,34.7,39851.0,98.0,14953.0,6234.0,30069.0,5677.0,612544.052,84.0,14860.0,6010.0,30380.0,10270.0,686647.0
5063,10.1,13.1,29.0,37.2,38241.0,36.0,2132.0,1099.0,4625.0,885.0,68201.82800000001,42.0,1980.0,990.0,4370.0,1480.0,75480.0
5065,9.8,15.5,27.1,33.9,35355.0,28.0,1323.0,704.0,2777.0,477.0,50950.631,21.0,1320.0,660.0,2770.0,850.0,58723.0
5069,12.5,15.4,37.4,40.7,36990.0,21.0,557.0,220.0,1122.0,240.0,18638.715,21.0,540.0,210.0,1010.0,320.0,20070.0
5073,13.5,15.3,32.2,36.3,33864.0,106.0,3453.0,1438.0,7276.0,1550.0,121850.51000000001,105.0,3220.0,1230.0,6670.0,2360.0,132494.0
5077,12.7,13.1,35.6,35.7,28481.0,28.0,5011.0,1386.0,10688.0,2697.0,160821.548,21.0,5230.0,1280.0,10990.0,4760.0,168475.0
5079,10.4,12.3,33.8,37.5,40216.0,70.0,15397.0,4718.0,30821.0,7048.0,622886.5049999999,63.0,14510.0,4140.0,28910.0,10790.0,616550.0
5083,9.6,13.8,28.4,37.5,37924.0,133.0,12202.0,5668.0,26226.0,4931.0,442122.776,105.0,11530.0,5270.0,25000.0,8970.0,467530.0
5087,9.8,11.8,29.1,34.0,41007.0,77.0,20184.0,8600.0,41832.0,7625.0,890755.247,63.0,21030.0,8680.0,43790.0,15150.0,990691.0
5089,11.8,12.2,30.2,31.7,34946.0,28.0,11203.0,5675.0,23381.0,4061.0,448944.714,21.0,11200.0,5480.0,23330.0,7330.0,487590.0
5091,13.8,12.3,36.1,35.9,39005.0,21.0,1890.0,991.0,4306.0,855.0,68892.263,21.0,1860.0,970.0,4340.0,1600.0,77431.0
5097,10.9,14.3,27.7,33.8,37813.0,28.0,1762.0,898.0,3975.0,742.0,64219.673,21.0,1650.0,830.0,3760.0,1380.0,65748.0
5099,13.2,13.9,31.3,36.0,35914.0,98.0,4659.0,1898.0,9829.0,2127.0,153851.74200000003,84.0,4310.0,1640.0,9020.0,3250.0,163109.0
5101,12.7,12.8,31.0,34.2,33679.0,21.0,1006.0,510.0,2066.0,340.0,27650.388,21.0,920.0,490.0,1930.0,570.0,31523.0
5103,13.4,14.8,33.5,34.8,37987.0,183.0,14872.0,5773.0,30600.0,6557.0,558839.583,168.0,13800.0,5160.0,28370.0,10060.0,580519.0
5105,10.0,12.2,28.9,37.5,43020.0,49.0,1619.0,793.0,3438.0,614.0,67573.382,42.0,1580.0,780.0,3360.0,1080.0,71577.0
5107,13.8,16.7,38.2,45.5,28224.0,21.0,301.0,100.0,637.0,154.0,8838.964,21.0,300.0,90.0,630.0,260.0,12846.0
5109,11.0,12.4,29.0,37.8,36266.0,21.0,1162.0,613.0,2562.0,466.0,36243.326,21.0,1130.0,620.0,2570.0,880.0,40832.0
5113,10.7,13.9,31.9,36.7,34723.0,100.0,7511.0,3902.0,16122.0,2784.0,268224.15400000004,105.0,7290.0,3680.0,15730.0,5220.0,277855.0
5115,9.6,11.2,31.1,32.1,41074.0,70.0,10841.0,5408.0,23053.0,4254.0,506202.208,63.0,11100.0,5470.0,23850.0,8110.0,600506.0
5117,11.1,14.3,30.3,36.3,39518.0,63.0,2790.0,1247.0,5705.0,1100.0,99038.508,63.0,2620.0,1120.0,5390.0,1800.0,114354.0
5119,10.0,12.0,28.3,31.7,46473.0,112.0,18165.0,6177.0,34741.0,6634.0,921491.8619999998,84.0,17370.0,5870.0,33040.0,10610.0,930040.0
5121,11.4,12.7,30.3,35.3,34730.0,15.0,459.0,248.0,1011.0,188.0,12365.702,21.0,420.0,210.0,910.0,310.0,14425.0
5123,12.9,16.4,34.8,42.5,31625.0,98.0,8625.0,2700.0,18043.0,4308.0,276342.852,84.0,8610.0,2500.0,17760.0,7110.0,294975.0
5125,9.6,11.8,29.6,32.5,56926.0,189.0,37542.0,14804.0,76566.0,15393.0,1562075.516,147.0,38150.0,14070.0,78160.0,27950.0,1695002.0
5129,12.5,13.4,30.1,35.0,30427.0,21.0,623.0,329.0,1261.0,191.0,16082.896,21.0,590.0,280.0,1440.0,580.0,17836.0
5131,10.1,12.9,29.8,36.9,41452.0,77.0,15483.0,6058.0,34135.0,7327.0,563481.981,63.0,15540.0,5950.0,35080.0,14470.0,597498.0
5133,12.1,12.2,32.8,36.7,41848.0,91.0,5952.0,2599.0,13460.0,2814.0,193028.912,84.0,6070.0,2600.0,14150.0,5830.0,223755.0
5135,11.2,15.2,26.7,37.3,32095.0,15.0,258.0,145.0,573.0,107.0,7326.679,21.0,240.0,120.0,530.0,180.0,8309.0
5137,11.0,12.7,29.7,32.6,32023.0,64.0,2580.0,1356.0,5364.0,895.0,92708.739,63.0,2500.0,1260.0,5260.0,1610.0,100681.0
5141,11.1,12.9,29.2,35.6,38306.0,28.0,776.0,429.0,1722.0,306.0,31637.812,21.0,770.0,420.0,1690.0,540.0,41455.0
5143,7.8,9.1,27.4,30.6,46418.0,112.0,37517.0,15810.0,77085.0,14270.0,1965605.3199999998,84.0,41010.0,16730.0,85500.0,30690.0,2465626.0
5145,8.8,10.1,29.0,36.3,42508.0,64.0,4871.0,2461.0,10669.0,2046.0,169758.84100000001,63.0,4560.0,2280.0,10150.0,3530.0,183052.0
5147,12.2,14.7,32.3,35.8,31013.0,28.0,5557.0,2243.0,11758.0,2584.0,221495.97,21.0,5400.0,2130.0,11550.0,4290.0,239721.0
6001,7.6,8.5,19.5,20.0,81462.0,84.0,51897.0,21400.0,114205.0,22669.0,3586633.697,63.0,56330.0,23720.0,125430.0,48310.0,4446831.0
6003,8.4,10.3,24.6,23.4,50882.0,49.0,2368.0,1179.0,4386.0,546.0,123521.118,42.0,2090.0,940.0,3750.0,810.0,123148.0
6005,9.3,10.2,24.6,25.5,55879.0,28.0,2142.0,1095.0,4013.0,527.0,116588.617,21.0,2060.0,1020.0,3870.0,870.0,116695.0
6007,8.3,10.2,24.4,25.9,45369.0,28.0,12256.0,4863.0,27444.0,5410.0,480237.14,21.0,12000.0,4690.0,27060.0,10780.0,488390.0
6009,7.3,10.0,24.4,23.5,52471.0,28.0,5289.0,2898.0,11439.0,1893.0,294988.032,21.0,5450.0,2890.0,11560.0,3480.0,315760.0
6013,7.0,9.4,24.6,25.0,83036.0,252.0,107512.0,42225.0,223620.0,42012.0,8514965.393000001,189.0,113130.0,43610.0,235210.0,84370.0,9776492.0
6015,8.1,8.4,28.5,25.5,38963.0,21.0,285.0,137.0,528.0,72.0,14751.704,21.0,310.0,160.0,580.0,120.0,16640.0
6017,7.1,7.5,20.3,20.6,75575.0,161.0,49857.0,25881.0,104743.0,17544.0,4158017.8150000004,126.0,51490.0,26400.0,107870.0,33460.0,4972652.0
6019,8.5,9.4,28.4,26.6,46608.0,238.0,53717.0,18973.0,136590.0,32514.0,1812294.777,189.0,59510.0,19760.0,154300.0,77040.0,2076015.0
6023,9.4,8.8,25.1,25.5,40739.0,28.0,5585.0,2404.0,11449.0,1921.0,245176.194,21.0,5450.0,2270.0,11240.0,3760.0,267972.0
6025,6.7,8.3,26.7,26.3,39925.0,28.0,6214.0,3033.0,16129.0,3539.0,332487.734,21.0,7430.0,3340.0,18860.0,8420.0,416443.0
6031,5.7,7.5,29.4,26.4,46440.0,206.0,53455.0,22645.0,133107.0,28617.0,2365475.511,168.0,56680.0,22650.0,143640.0,66890.0,2678496.0
6033,9.2,10.1,25.8,26.2,37993.0,49.0,2951.0,1401.0,6167.0,1042.0,149683.294,42.0,2960.0,1340.0,6090.0,1910.0,159929.0
6037,7.8,9.1,20.9,21.4,59045.0,364.0,171148.0,45841.0,318241.0,60898.0,14313338.106,273.0,178590.0,47100.0,328430.0,109730.0,16186778.0
6039,7.8,7.9,28.7,26.5,46593.0,28.0,4156.0,1936.0,8032.0,1197.0,206033.442,21.0,3870.0,1770.0,7510.0,2050.0,206605.0
6041,6.4,7.9,16.3,18.9,99868.0,84.0,44063.0,15338.0,79562.0,12380.0,3970212.795,63.0,42670.0,16370.0,81990.0,25120.0,4768206.0
6045,7.0,8.4,21.0,22.4,43237.0,28.0,6491.0,2452.0,12757.0,2057.0,258041.897,21.0,6270.0,2380.0,12530.0,4130.0,277146.0
6047,7.5,9.2,31.4,29.5,42879.0,77.0,5692.0,2608.0,14406.0,2965.0,243892.23200000002,63.0,6120.0,2650.0,15820.0,7290.0,275036.0
6049,8.2,10.4,22.8,23.2,38402.0,21.0,643.0,358.0,1367.0,209.0,27262.885,21.0,600.0,340.0,1300.0,380.0,29474.0
6051,7.0,7.4,20.7,22.8,53992.0,49.0,6251.0,2698.0,12034.0,1965.0,309094.134,42.0,6280.0,2650.0,12370.0,3780.0,346061.0
6053,7.8,7.6,22.7,22.3,60047.0,28.0,10997.0,3668.0,22522.0,4432.0,595140.096,21.0,11830.0,3820.0,25180.0,9980.0,661002.0
6055,7.3,8.4,22.0,23.7,72683.0,28.0,24295.0,9295.0,48988.0,9174.0,1457578.268,21.0,26220.0,9410.0,51710.0,17240.0,1607706.0
6059,7.0,8.0,18.8,19.7,78002.0,84.0,52867.0,17130.0,105312.0,18683.0,2863608.6569999997,63.0,55890.0,17990.0,110600.0,39000.0,3281331.0
6061,7.1,9.0,18.9,21.7,76203.0,56.0,7571.0,3528.0,14801.0,2359.0,581130.1070000001,42.0,8300.0,3790.0,16270.0,4770.0,718147.0
6063,8.0,9.8,23.1,23.0,46813.0,28.0,1762.0,820.0,3567.0,583.0,78411.834,21.0,1520.0,680.0,3080.0,960.0,66894.0
6065,8.1,9.0,26.2,26.0,57895.0,56.0,41370.0,16483.0,101289.0,21880.0,1786069.117,42.0,45780.0,16890.0,108990.0,48400.0,1985596.0
6067,8.4,8.4,26.7,27.4,58735.0,196.0,73697.0,33638.0,153546.0,27246.0,5831257.2930000005,147.0,78800.0,36260.0,167550.0,56910.0,6843835.0
6069,7.2,7.6,25.0,23.3,76521.0,105.0,22637.0,10078.0,53058.0,10515.0,1336722.2489999998,84.0,25210.0,10290.0,58330.0,24280.0,1519066.0
6071,7.7,9.2,28.6,27.9,53526.0,161.0,117307.0,41304.0,269442.0,58317.0,5160024.785,126.0,125170.0,41600.0,283200.0,121530.0,5556450.0
6073,7.1,7.7,21.7,19.1,67053.0,161.0,71991.0,30095.0,141742.0,24663.0,5806071.6559999995,126.0,75310.0,31740.0,150020.0,47440.0,6631077.0
6075,7.9,7.9,16.3,16.1,90527.0,168.0,114378.0,32493.0,186180.0,26276.0,10560793.94,126.0,120790.0,34640.0,198760.0,48340.0,14219347.0
6077,7.9,10.3,30.3,28.3,53341.0,140.0,61689.0,25261.0,143604.0,29527.0,3110378.418,105.0,65240.0,25160.0,150230.0,63110.0,3359921.0
6079,6.4,8.5,21.6,24.5,61761.0,28.0,3937.0,1537.0,6501.0,749.0,280655.555,21.0,3950.0,1570.0,6570.0,1240.0,327147.0
6081,6.8,8.3,19.4,21.1,101133.0,112.0,81715.0,29114.0,167432.0,31775.0,5030304.303,84.0,90310.0,31090.0,184070.0,67150.0,6618107.0
6083,7.5,7.1,19.0,18.2,63049.0,84.0,22110.0,8580.0,41380.0,6497.0,2680181.683,63.0,22970.0,8750.0,43570.0,13200.0,2915335.0
6085,7.4,8.4,20.2,19.5,102191.0,56.0,22059.0,8156.0,42269.0,6989.0,2209965.3479999998,42.0,23190.0,8900.0,45460.0,14330.0,3389505.0
6087,6.2,7.0,17.1,20.2,64841.0,28.0,3995.0,1967.0,7827.0,1234.0,542722.164,21.0,4200.0,2130.0,8400.0,2350.0,699024.0
