Id,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,"Macedonia, FYR",Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Swaziland,Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1970,59063,11126123,6776381,2135479,24276,122398374,235499,23973058,2525065,27292,67098,12507000,7467086,5180025,3455606,9655549,2912340,5624600,65047770,8489574,212605,169354,3760527,9040000,122182,55000,4505778,95326793,238848,129583,298301,695597,1828709,21324000,99133296,6180877,121197,9563865,818315000,5242395,6527635,20009935,1364812,22061215,230054,270198,1848866,4900059,8715123,144739,9144,613621,9858071,78169289,159659,71073,4928757,4503114,14550034,1116105175,1247052966,1289258959,318699628,737948178,6072527,35046273,287416205,33814531,1360076,28415077,442062266,155946806,4606307,520529,52035095,39083,61431,590118,55663250,4119900,8596983,28560,4219770,447285,711827,306515,8792806,94426,46400,5621792,83877,704934,846883364,3959000,2716659,208415064,4411000,4708642,10337910,2368641001,2861878183,493237182,158588589,114834780,334648593,55425,553578513,2957250,28514010,9917983,204438,2974000,53821850,1875381,1718913,104345000,12757245,11252492,2959900,6994848,51178,44885,32240827,270506235,2688428,2297389,1416529,2133526,104160,287361389,308486373,195910639,21265,12485756,1202987544,2838869974,1033050,1340215315,3139689,339171,2359164,246195,5450,16000008,23484,3044000,6576305,115768,139083819,52029861,20395,2642959335,1720800,5949045,302650,26381431,127942543,512407,1278825,13127,9161534,1148908,826000,4603723,10803978,226431000,780384,112000,4510479,55981400,2398096,13038526,3875763,11997929,6493,2810700,892839932,723852,11107495,58090759,1519299,13341069,35804729,11480,2527586,32664300,241027706,2718000,14410400,8680431,2474106,1152033,840843453,110495,109514,20250398,130404000,3754541,712740919,5836389,10281700,4257505,2074500,160290,2692259,3668595,19138,3444553,292875474,3647709,292929074,17159587,74253,371273,4538223,1724891,8042801,445729,53600,6350541,5633,3643549,1101678963,351363928,2115522,36884913,2930079,2195173,275222756,605125,127942543,84369,712740919,292929074,945993,5060397,34876267,7303,13605529,9446064,47086761,1439971791,2809803,205052000,12110028,90452,11587761,9803,63476,43407287,85389,3685753338,143176,1219000,6193810,22839451,4173928,5175618
1971,59440,11417825,6927269,2187853,25559,125807419,278808,24366439,2587706,27916,68188,12937000,7500482,5284532,3505391,9673162,2976572,5723381,66424744,8536395,220312,173863,3805285,9115576,124793,54600,4600591,97728961,240035,135726,308053,718639,1864598,21645535,99638983,6213399,122413,9745189,841105000,5479338,6697745,20562865,1406643,22611986,234644,272992,1898360,4960647,8869961,147389,9581,620859,9826815,78312842,169372,71569,4963126,4631114,14960109,1146850521,1278138381,1322942752,322234890,743607439,6248835,35863382,289032499,34224490,1376955,29245207,444400996,160072960,4612124,531601,52480421,39537,62108,601731,55896223,4163000,8827273,28869,4263840,460194,726256,301666,8831036,94185,47200,5780480,85726,713684,855639233,4045300,2798125,213978472,4435000,4793155,10367537,2424660265,2930528767,505868502,162826704,117921998,343041798,56352,566224812,2992050,29281268,10255903,206098,3069000,54073490,1904016,1806605,105697000,12966920,11657514,3022300,7137749,52025,44495,32882704,277502867,2762265,2353555,1454198,2228146,105390,294620137,316004632,200923157,21726,12747842,1231437682,2907753808,1054453,1371933906,3179041,342421,2376389,248739,5601,16347198,23720,3088000,6757850,119378,142950993,53718724,21313,2706830651,1739521,6044530,302700,27024985,131309640,515449,1317050,13569,9375144,1182954,839230,4728703,11062338,229361135,804157,120000,4637829,57295210,2472656,13194497,3903039,12243768,6619,2853000,903117690,748973,11337824,59687140,1563115,13704335,36851055,11654,2592628,32783500,247376381,2762190,14809521,8643756,2535359,1177892,848964693,114313,119424,20461567,131155000,3868337,729173562,6100994,10621472,4388458,2112900,166212,2745779,3765166,19303,3470324,300682328,3734418,300737023,17476363,75988,372623,4557449,1738335,8098334,458605,54695,6570857,5756,3726091,1132024738,355018390,2185662,37964925,3020391,2258964,282265414,620945,131309640,85518,729173562,300737023,956366,5172691,35720568,7381,14045824,9720399,47433805,1475392969,2818270,207661000,12477058,91440,11937805,9970,70937,44485908,88022,3763393041,145439,1247000,6300554,23482813,4317748,5351195
1972,59840,11721940,7094834,2243126,26892,129269375,332760,24782949,2650484,28492,69176,13177000,7544201,5385267,3544047,9711115,3043567,5825173,67597470,8576200,229155,177839,3851151,9188968,127150,54200,4698083,100143598,241441,142073,318045,742835,1900317,21993631,100363597,6260956,123614,9922558,862030000,5737281,6875228,21120140,1450518,23146803,239235,273651,1947048,5021359,9025300,147710,10136,628002,9867632,78688452,179224,71734,4991596,4759934,15377093,1175854628,1310015997,1354794332,325762116,749815857,6428711,36673642,291040689,34604469,1392518,30132580,447253578,164297540,4639657,542814,52959228,40009,62298,613123,56086065,4205300,9083573,29104,4298091,474539,741490,292585,8888628,93934,48300,5941567,87587,721948,864539669,4123600,2882113,219724282,4457000,4876560,10398489,2479752450,2998418215,518665765,167198554,121059513,351467211,57154,579411513,3036850,30074298,10599845,209137,3148000,54381345,1934828,1881214,107188000,13176584,12083188,3088200,7300152,52824,44326,33505406,284605846,2840841,2416735,1493711,2327490,106455,301984430,323506502,206053605,22151,13002275,1260539515,2975730007,1076340,1401978588,3213622,346600,2395674,248767,5756,16695003,24051,3131000,6946620,123441,146887303,55478151,22341,2769676402,1754956,6147458,302450,27680144,134719523,521785,1356670,14040,9595762,1217941,852053,4859610,11324251,231943831,829441,125500,4768078,58662603,2549774,13328593,3933004,12499429,6743,2903900,913621315,776383,11575349,61338261,1607834,14072476,37925400,11852,2659851,33055650,253914730,2817256,15207771,8630430,2596739,1203419,857032016,118279,130534,20657957,131909000,3983700,746012374,6393894,10974622,4525114,2152400,172598,2803031,3861931,19398,3475022,308775520,3824762,308831549,17800127,77537,371324,4596622,1752233,8122300,472230,56029,6800141,5922,3815103,1160630217,358817766,2247582,39061994,3111264,2324013,289406786,638499,134719523,86347,746012374,308831549,968741,5287543,36587225,7458,14506617,9988380,47783011,1509136887,2821439,209896000,12828625,92463,12286439,10125,76319,45549483,90823,3840269676,147321,1278000,6407295,24148137,4469895,5535874
1973,60243,12027822,7277960,2296752,28232,132863416,397174,25213388,2712781,29014,70066,13380000,7586115,5483084,3578490,9741720,3113675,5930483,68691185,8620967,239527,181488,3897255,9257272,129294,53800,4798509,102584278,242976,148560,328312,768512,1936841,22369408,101120519,6307347,124725,10096295,881940000,6013862,7060603,21689239,1496047,23674504,244208,273005,1995743,5082049,9176052,146912,10784,635111,9922266,78936666,190568,71744,5021861,4889436,15804428,1203905199,1342708842,1385052013,329267807,755867961,6611916,37488067,292961768,34988947,1405951,31025115,449960637,168673430,4666081,554107,53441264,40486,62290,624621,56194527,4242500,9350111,29278,4324360,489861,756280,281021,8929086,93630,49000,6104530,89464,729916,872567781,4241600,2968994,225645580,4478000,4960657,10432055,2534559970,3066318990,531759020,171751733,124242298,360007287,57900,593058926,3085950,30904271,10951166,212317,3278000,54751406,1966700,1945626,108079000,13382211,12529852,3153800,7447285,53604,44316,34103149,291803994,2919287,2480419,1535229,2430755,107466,309446959,331095229,211296083,22563,13252087,1290346039,3043675919,1099235,1431051239,3244438,350450,2415819,246947,5915,17049165,24439,3174000,7142627,127791,150999871,57280587,23439,2832379836,1768992,6256187,302200,28347341,138211123,530220,1397304,14492,9827580,1253874,864819,4996940,11592698,234332208,855380,128500,4902006,60110433,2629505,13439322,3960612,12764957,6862,2961300,923253553,806991,11816118,63059481,1653256,14447648,39026082,12046,2729580,33357200,260725221,2878786,15593351,8633100,2659088,1228876,864105636,122356,142241,20835681,132669000,4102321,763310561,6714095,11343926,4664444,2193000,179349,2863739,3958323,19466,3506008,317177235,3918922,317234127,18127043,79022,368344,4641445,1766697,8136312,486561,56892,7037851,6126,3907632,1188294880,362625007,2303345,40164966,3203019,2390213,296643292,654437,138211123,86988,763310561,317234127,982592,5405355,37472298,7537,14985131,10256429,48127172,1542033797,2822081,211909000,13173590,93517,12636969,10264,84121,46604726,93765,3916243700,148889,1308000,6523452,24829693,4629402,5727044
1974,60528,12321541,7474338,2350124,29520,136696761,471364,25644506,2773747,29488,70878,13723000,7599038,5579077,3618585,9772419,3187412,6040041,69884420,8678745,251911,185099,3942223,9317584,131307,53400,4902168,105069367,244539,155109,338943,796095,1975521,22774087,101946256,6341405,125682,10267056,900350000,6305287,7254468,22280923,1542690,24208021,250104,272292,2045580,5142246,9315373,148351,11498,642339,9988459,78967433,205181,71807,5045297,5019473,16247113,1230436635,1376073396,1415128313,332789612,761701324,6798206,38322022,294689415,35373335,1418169,31851708,452475893,173281249,4690574,565388,53882416,40955,62476,636696,56229974,4279500,9604276,29427,4345545,505512,768945,269426,8962022,93152,49500,6268707,91377,737847,881670350,4377800,3059254,231732881,4497000,5047944,10478720,2588511538,3133856412,545344874,176545424,127465231,368799450,58655,607050255,3137500,31785500,11312305,215209,3377000,55110868,1998034,2004833,110162000,13577049,12997595,3223900,7531424,54380,44331,34692266,299082201,2990965,2535497,1578952,2536888,108532,316987646,338920295,216646371,22981,13501986,1320951099,3111200931,1123855,1458706490,3273894,355050,2437186,244284,6078,17416964,24835,3215000,7345780,132195,155259901,59088193,24531,2894554560,1784398,6368348,301996,29027734,141837810,538902,1438425,14859,10076172,1290790,878042,5141202,11871233,236681487,880785,131000,5040656,61673559,2711848,13545056,3985258,13040404,6972,3023700,933925905,841948,12059314,64870833,1699113,14832841,40149961,12197,2802243,33678899,267918888,2939299,15952078,8754365,2723523,1254518,872196067,126486,153704,21029429,133432000,4226799,781140577,7059334,11732958,4802348,2229800,186332,2927468,4053713,19562,3627504,325914096,4017075,325972033,18456078,80670,365099,4689623,1776132,8159955,501512,57937,7283177,6346,3999512,1214467266,366468511,2356622,41259536,3296095,2457382,303970215,664223,141837810,87609,781140577,325972033,997053,5526764,38370241,7616,15477294,10533716,48455122,1573603461,2824069,213854000,13525094,94568,12994025,10379,89941,47661773,96796,3992871281,150221,1339000,6661566,25519604,4794754,5920943
1975,60657,12590286,7682479,2404831,30705,140843298,554324,26066975,2832757,29932,71609,13893000,7578903,5674137,3671494,9800700,3265165,6154545,71305923,8720742,266543,188882,3985103,9367000,133260,53000,5009257,107612100,246034,161671,349982,825840,2017372,23209000,102862489,6338632,126415,10435534,916395000,6608609,7457362,22902319,1590039,24756973,257290,272423,2097407,5201705,9438442,149129,12244,649755,10058620,78673554,224183,72094,5059862,5149935,16709099,1254532837,1410093757,1442241327,336330171,767332578,6987391,39187702,296244715,35757900,1429352,32566821,454865483,178166730,4711440,576595,54252574,41407,63144,649716,56225800,4311200,9831407,29578,4364514,521070,778470,259747,9046541,92448,49600,6433728,93352,745841,890247204,4461600,3153261,237979218,4514000,5140357,10540525,2640675905,3200230102,559554197,181619647,130724115,377934550,59478,621301720,3189550,32730554,11684589,217979,3455000,55441001,2027737,2062918,111940000,13756789,13486629,3292400,7522593,55169,44276,35280725,306429011,3051577,2575690,1625013,2645139,109769,324590837,347093126,222101799,23432,13755161,1352407131,3177493366,1150635,1484121802,3301652,358950,2456130,241628,6291,17803698,25197,3251000,7556026,136519,159722643,60872399,25576,2955391567,1803010,6482278,304222,29721967,145642454,546487,1479651,15117,10344494,1328686,892000,5292808,12162369,239235000,904839,132500,5184811,63373572,2796746,13666335,4007313,13325814,7070,3083100,944064422,882044,12306778,66787901,1745205,15229947,41295124,12278,2878156,34015199,275565267,2994000,16274740,9093470,2790962,1280561,879650582,130619,164413,21293583,134200000,4359092,799553306,7428703,12144135,4936209,2262600,193445,2993876,4147525,19735,3880320,335005587,4119438,335064879,18789044,82607,362654,4739105,1793581,8192437,517024,59292,7535714,6548,4087948,1238240443,370345370,2410446,42334954,3390935,2525361,311383650,664984,145642454,88348,799553306,335064879,1011490,5652476,39277211,7677,15980301,10827147,48758987,1602984436,2830172,215973000,13892638,95611,13360987,10476,94484,48729392,99872,4067740570,151387,1369000,6830692,26212405,4964831,6115370
1976,60586,12840299,7900997,2458526,31777,145332378,646943,26477152,2889579,30321,72285,14033000,7565525,5768724,3739659,9818227,3347173,6274037,72999136,8758599,283752,192902,4025265,9411000,135147,53200,5119833,110213082,247444,168224,361455,857855,2062405,23518000,103770134,6302504,126902,10601836,930685000,6922982,7669445,23559071,1637941,25323406,265953,273652,2151497,5260062,9544271,149399,13022,657534,10125939,78336950,248556,72642,5072596,5280723,17190239,1276763438,1444719518,1466464722,340024688,772838318,7179399,40089032,297573002,36137812,1439576,33146891,457001001,183363175,4725664,587520,54541493,41848,64386,663770,56211968,4342400,10023472,29742,4381601,536409,784156,252194,9188150,91437,49700,6599214,95385,754101,897372709,4518000,3251158,244394102,4530000,5238245,10598677,2691718266,3266159743,574441477,186993690,134010690,387447787,60428,635771734,3238050,33737768,12068168,220154,3533000,55718260,2055085,2120069,112771000,13920105,13996704,3358700,7402873,55977,44148,35848523,313835275,3098973,2598354,1672300,2754696,111208,332247800,355653610,227669815,23926,14012817,1384711293,3243274636,1179723,1508004795,3328664,360731,2470989,239085,6530,18210754,25523,3284000,7773449,140665,164407528,62623763,26552,3015604821,1825552,6596773,305774,30428034,149628962,552562,1520865,15234,10632932,1367563,906507,5454705,12468893,241606200,927503,134000,5334918,65226229,2884155,13774037,4026152,13621110,7156,3110500,952681739,927439,12553340,68813220,1791453,15639901,42461193,12285,2957339,34356300,283715621,3043854,16554746,9355810,2861581,1306937,885529196,134748,173836,21551634,135147000,4499509,818560436,7818613,12578407,5064674,2293300,200640,3062956,4239675,19980,4289469,344461837,4224529,344522341,19120339,84885,361364,4789507,1820249,8222286,533214,60504,7794662,6723,4172230,1260190656,374380988,2464455,43386841,3487644,2594311,318876360,654947,149628962,89254,818560436,344522341,1025658,5781796,40189511,7749,16493305,11139833,49036456,1630893528,2841429,218035000,14279120,96641,13739142,10543,96166,49808071,103028,4140647345,152390,1400000,7034868,26904349,5139030,6308300
1977,60366,13067538,8130988,2513546,32771,150133054,748117,26878565,2944379,30689,72875,14192000,7568430,5863134,3821194,9830358,3433439,6398935,74925896,8804183,303175,197111,4063191,9463000,136989,53400,5233677,112867867,248784,174773,373324,891926,2110457,23796000,104589313,6281174,127183,10766419,943455000,7248828,7890969,24247550,1686524,25905127,275900,275767,2207725,5317542,9634680,149459,13841,665528,10186755,78159814,277479,73411,5088419,5411865,17690184,1297394584,1480010065,1489361664,343646223,778094845,7374234,41026477,298738608,36511638,1450211,33622390,458888174,188827291,4738902,598259,54764462,42275,66105,678774,56193492,4372100,10189890,29902,4398484,551817,786754,246677,9308479,90184,49400,6765516,97477,762424,904741849,4583700,3352835,250981876,4532000,5341419,10648031,2741668830,3331644565,589975735,192650981,137322118,397324754,61443,650485030,3282200,34810723,12460914,221799,3613000,55955411,2080538,2176135,113863000,14070681,14528293,3423900,7194279,56810,43942,36411795,321300608,3135842,2606221,1720489,2865637,112831,339956419,364581154,233352815,24440,14273272,1417861934,3308563349,1210799,1530338921,3355036,361358,2485073,236695,6778,18636977,25809,3312000,7998164,144736,169318424,64345884,27470,3075210534,1851069,6712401,306970,31144324,153798274,557576,1562209,15251,10936936,1407436,921379,5627533,12790546,244088400,949193,136000,5490921,67215805,2973806,13856185,4043205,13926260,7235,3120200,961470085,977808,12802730,70946231,1837890,16061323,43650333,12225,3039660,34689050,292321446,3088690,16796578,9455675,2935375,1333621,891585019,138864,182443,21756096,136100000,4647615,838142287,8231604,13034625,5189539,2325300,207937,3134800,4329964,20296,4827362,354281373,4332287,354343159,19453893,87434,361043,4840501,1842377,8251540,550118,61786,8060649,6886,4253989,1280579542,378335273,2518566,44416010,3586499,2664257,326446030,636096,153798274,90295,838142287,354343159,1039761,5915006,41108248,7816,17017670,11470867,49290905,1657348600,2857105,220239000,14681459,97649,14127787,10591,93203,50899504,106222,4213305198,153247,1430000,7271872,27597297,5317631,6501893
1978,60103,13237734,8376147,2566266,33737,155183724,852262,27277741,2997411,31102,73324,14358000,7562305,5957929,3913768,9839534,3523938,6530819,77033846,8814032,323473,201513,4100350,9525000,138965,53600,5350322,115577669,250032,181257,385384,927585,2162249,24036000,105304312,6281738,127390,10930783,956165000,7585914,8122529,24954655,1736099,26502166,286634,278739,2266154,5375393,9711392,148341,14661,673251,10242098,78091820,308008,74242,5104248,5543517,18212326,1317994416,1516215799,1512159743,347250227,783298994,7571959,42004655,299908948,36864898,1460188,34068316,460699315,194446551,4752528,609345,54947975,42693,68222,694732,56196504,4397700,10354499,30049,4421134,567831,788495,244485,9429959,89073,49200,6933906,99630,770125,912161737,4667500,3458104,257725573,4556000,5450549,10684822,2792125961,3398253258,606127297,198566333,140665856,407560964,62406,665502284,3329100,35972652,12859094,223537,3690000,56155143,2105664,2234594,114898000,14215111,15082994,3487100,6955566,57662,43703,36969185,328832663,3168843,2604865,1771256,2979093,114546,347735305,373854416,239138889,24962,14533376,1451953608,3374993940,1243352,1552623958,3379514,362007,2497921,235198,7035,19081718,26087,3339000,8230218,148892,174493349,66039488,28405,3135855051,1877688,6831295,310182,31872230,158185098,562065,1603906,15372,11248046,1448414,933499,5806845,13123069,246674600,970258,137500,5652355,69293550,3065117,13941700,4058671,14241403,7311,3121200,970246409,1032800,13058255,73194937,1884515,16491083,44866273,12153,3125034,34965600,301230680,3129421,17015983,9558250,3012829,1361133,897682739,143032,192093,21951464,137060000,4803725,858277856,8679840,13510421,5315265,2353600,215347,3209263,4417516,20660,5417740,364453680,4445826,364515830,19794781,90089,361457,4890125,1862548,8275599,567559,62150,8336418,7053,4335645,1300959484,382215827,2576469,45423436,3688385,2734896,334099163,613857,158185098,91364,858277856,364515830,1054116,6054911,42039935,7888,17555494,11818307,49526883,1683901443,2875966,222585000,15096012,98633,14525931,10662,95929,52015281,109429,4287155677,154007,1460000,7536764,28298150,5501445,6703182
1979,59980,13306695,8641521,2617832,34818,160392488,952040,27684534,3049105,31673,73528,14514000,7549425,6053645,4013310,9848382,3618526,6671656,79236776,8825940,342798,206032,4138819,9584000,141305,53800,5469123,118342626,251177,187656,397390,964166,2218575,24277000,105924838,6294365,127692,11096868,969005000,7934279,8364835,25661884,1787129,27113512,297447,282415,2326704,5435143,9777290,147851,15444,680011,10292341,78126350,336085,74925,5116801,5675931,18760761,1338905400,1553703893,1535391297,350823401,788525199,7772653,43027816,301099972,37191330,1468333,34590226,462488540,200065012,4764690,621538,55130594,43101,70550,711533,56246951,4430200,10550777,30177,4457078,585157,792462,247078,9548258,88568,49600,7106145,101844,776254,919956023,4929700,3566665,264602415,4571000,5566266,10704152,2843527325,3466364393,622837068,204695751,144053518,418141317,63151,680915804,3373750,37252659,13257799,225735,3786000,56317749,2132690,2299655,115870000,14362417,15662852,3552000,6768724,58506,43457,37534236,336443919,3207328,2602566,1826881,3096729,116290,355593111,383429856,245012264,25447,14788607,1487118655,3442907917,1276663,1575117475,3397842,362856,2505953,235479,7303,19543347,26395,3366000,8469672,153386,180000521,67709689,29418,3197895653,1902719,6956579,313342,32613888,162829871,566888,1646291,15862,11554979,1490603,949888,5986332,13460201,249385800,991226,138500,5818506,71391290,3157355,14038270,4072517,14566691,7393,3109000,979148318,1091853,13332553,75567682,1931389,16924753,46113995,12124,3213360,35247217,310230861,3168088,17235666,9661265,3094482,1390028,904034683,147296,205313,22090488,138027000,4968074,878933031,9179621,14002303,5448110,2383500,222897,3286179,4501316,21030,5953615,374972295,4569423,375034981,20157724,92649,362125,4938973,1882599,8293678,585344,62686,8625690,7264,4420716,1321650185,386070618,2642846,46412307,3794420,2805818,341845707,595872,162829871,92300,878933031,375034981,1069202,6205212,42993991,7962,18109884,12178544,49751257,1710776998,2896023,225055000,15516862,99590,14931739,10792,96183,53169673,112580,4362863940,154760,1491000,7821552,29017049,5691749,6921790
1980,60096,13248370,8929900,2671997,36067,165689490,1042384,28105888,3099751,32457,73442,14692000,7549433,6150738,4116817,9859242,3717165,6822843,81470860,8861535,359888,210661,4179855,9643000,144155,54670,5589575,121159761,252194,193949,409172,1001158,2279821,24593000,106564905,6319408,128212,11266226,981235000,8293675,8618354,26357462,1839935,27737900,307829,286657,2389310,5497756,9835177,148041,16162,685406,10304193,78288576,358960,75314,5123027,5809269,19337715,1359492990,1592673530,1558178982,354494056,793937090,7976445,44099142,302363486,37491165,1477219,35264898,464392913,205569660,4779535,635255,55340782,43514,72964,729159,56314216,4467700,10802028,30272,4511902,604369,800854,255325,9642505,89005,50200,7283459,104133,780153,927555800,5063100,3678286,271603169,4588000,5688836,10711122,2895417606,3535475763,640058157,211007189,147490365,429050968,63551,696783517,3412800,38668220,13653356,228138,3878000,56433883,2163045,2374422,116782000,14518924,16268990,3617400,6692107,59339,43210,38123775,344140576,3258144,2605293,1888314,3219466,117987,363543431,393279303,250969220,25866,15035856,1523416607,3511781968,1310118,1597224701,3413202,364150,2511701,238118,7580,20019847,26745,3396000,8716553,158385,185843847,69360871,30576,3260812748,1924197,7090126,316645,33369712,167755859,572608,1689622,16920,11848331,1534085,966039,6163080,13798125,251872670,1012672,140050,5988904,73460724,3249910,14149800,4085620,14902163,7488,3112900,987928331,1154379,13628831,78068144,1978578,17359120,47396968,12194,3304473,35574150,319174900,3206000,17472140,9766312,3180630,1420671,910110515,151708,223775,22242653,139010000,5140716,900076467,9740599,14507468,5592646,2413945,230607,3365441,4580704,21361,6359126,385822020,4705224,385885281,20547258,94949,362777,4979815,1901315,8310531,603372,63261,8930774,7519,4512042,1342000587,390068206,2720839,47385323,3905413,2876808,349689363,587563,167755859,93007,900076467,385885281,1085308,6368167,43975921,8052,18683157,12549540,49968812,1737396141,2915778,227225000,15939744,100505,15343916,11002,99636,54372514,115632,4439337768,155557,1521000,8120497,29760471,5889230,7164172
1981,60567,13053954,9244507,2726056,37500,171051950,1120900,28543364,3148092,33493,73066,14927000,7568710,6249320,4223195,9858982,3820128,6985160,83721268,8891117,374120,215396,4222511,9710000,147566,55050,5711599,124030908,253080,200085,420380,1038397,2346797,24900000,107187982,6354074,128981,11439144,993885000,8664057,8883016,27039468,1894676,28375991,317606,291602,2454129,5564200,9884213,148629,16789,689173,10300591,78407907,374937,75375,5121572,5943591,19943664,1380818027,1633179580,1581806991,358233804,799215272,8183194,45216506,303498663,37758631,1487666,36120288,466099879,210939026,4799964,650955,55585824,43917,75462,747587,56333829,4504500,11117605,30334,4589784,625411,814507,270063,9729350,90572,51000,7466488,106485,781732,935160587,5183400,3792938,278728186,4608000,5818671,10711848,2948771308,3606560917,657789609,217484839,150978840,440304770,63540,713118032,3453000,40217629,14046540,230755,3956000,56501675,2197583,2461193,117648000,14683789,16901677,3685800,6748193,60133,42976,38723248,351924309,3323377,2615747,1957456,3347781,119594,371580994,403408681,257008637,26224,15273391,1560910438,3582642066,1343690,1619887922,3432947,365225,2519421,243427,7868,20511601,27164,3429000,8971345,163935,192015875,70992195,31893,3325633429,1941530,7234303,318982,34139130,172967490,579445,1733475,18604,12133074,1578938,980462,6327569,14133840,254421050,1034264,142650,6164006,75482552,3342669,14247208,4099702,15249010,7597,3124900,996593865,1220587,13946143,80696945,2026065,17792549,48715592,12387,3398469,35898587,328020973,3242552,17731230,9851362,3271456,1453521,916187214,156243,248144,22415169,139941000,5315032,921696915,10366661,15027270,5750338,2532835,238479,3445277,4655364,21666,6604872,397001521,4853927,397065556,20963864,96950,363325,5016105,1906531,8320503,621276,64035,9252851,7858,4610167,1363065691,394132391,2812039,48337503,4020778,2947779,357632874,591005,172967490,93453,921696915,397065556,1102556,6545024,44988356,8154,19277108,12930209,50221000,1764722991,2935036,229466000,16363562,101379,15761799,11315,99853,55627746,118580,4517802653,156428,1552000,8434017,30532954,6094206,7431940
