FIPS,STATE,NO_OF_DEPENDENTS,NO_OF_LOW_INCOME,NO_OF_MIDDLE_INCOME,NO_OF_HIGH_INCOME,AVG_DEPENDENTS,AVG_LOW_INCOME,AVG_MIDDLE_INCOME,AVG_HIGH_INCOME,AGI
1061,AL,2782,4115,5945,756,9811729.0,70008053.0,108341378.0,85633733.0,75320486.0
1063,AL,794,1311,1120,154,3392216.0,22214636.0,21666512.0,16911280.0,17368345.0
1065,AL,814,1716,1434,144,3755593.0,28681980.0,28258325.0,14490946.0,23097484.0
1067,AL,758,1252,1614,186,2656620.0,21512135.0,30366437.0,21307559.0,21501718.0
1069,AL,10887,15651,23255,4736,45225301.0,263897418.0,419158880.0,497736461.0,306762383.0
1071,AL,3708,5800,8972,853,14500289.0,100636169.0,165729482.0,101650763.0,114368689.0
1073,AL,41187,67051,104621,22273,190118772.0,1146888141.0,1930716456.0,2578914026.0,1463705736.0
1075,AL,812,1184,1788,150,3350837.0,19846369.0,33322671.0,15400820.0,22397061.0
1077,AL,6990,9328,14836,3274,32612726.0,157486644.0,267970287.0,332257284.0,196363887.0
1079,AL,2553,4197,6667,838,10097518.0,72364841.0,120800136.0,92973024.0,85077524.0
1081,AL,3353,5798,7776,1199,16099625.0,97289375.0,142561277.0,123005181.0,103393222.0
1083,AL,5174,7739,14477,3380,21578948.0,133390104.0,260926961.0,358454879.0,199316626.0
1085,AL,914,2051,1677,180,4407642.0,34271155.0,33055844.0,22357105.0,27743188.0
1087,AL,6626,8809,10695,3353,28367487.0,148194740.0,193667164.0,344021500.0,160030690.0
1089,AL,27179,33419,68727,28039,114261078.0,574507621.0,1243063903.0,2906906458.0,1202586202.0
1091,AL,2256,3024,4017,770,8537513.0,50868925.0,72699390.0,83363255.0,52578863.0
1093,AL,2937,4504,6314,675,11007673.0,76681301.0,117536019.0,72592054.0,80999596.0
1095,AL,9169,14693,20593,3090,36574150.0,254795082.0,379462734.0,318985828.0,270880110.0
1097,AL,31977,53100,74283,14367,146931364.0,891830887.0,1354675794.0,1475729081.0,1000914228.0
1099,AL,3691,6730,7980,1106,15854697.0,112645311.0,148012815.0,122284358.0,109345947.0
1101,AL,19667,36841,46952,10385,91319606.0,610104441.0,867117119.0,1091667981.0,670408849.0
1103,AL,11898,17033,30557,6597,49911413.0,292210246.0,552589394.0,685236198.0,408217302.0
1105,AL,3570,6218,6624,853,16070937.0,102851079.0,123154253.0,87196994.0,91923201.0
1107,AL,1043,1562,2193,214,3997942.0,26794007.0,39856738.0,24871726.0,27683653.0
1109,AL,3263,4765,6555,1006,13172494.0,81350598.0,120630981.0,107877406.0,85308756.0
1111,AL,2854,4494,6390,782,10243559.0,77335327.0,118034364.0,81389332.0,82277281.0
1113,AL,8782,16279,22090,2962,41081669.0,276273993.0,409646335.0,306870784.0,295657461.0
1115,AL,10034,13583,28267,6656,38004736.0,232236223.0,511752985.0,694556977.0,386479279.0
1117,AL,22779,24958,64559,28352,72793902.0,430760828.0,1176973899.0,3021021580.0,1237453521.0
1119,AL,2209,2975,2686,284,7407295.0,50547532.0,52546358.0,29705359.0,38792919.0
1121,AL,7731,12155,19515,2718,35668022.0,209222541.0,354200628.0,282307591.0,249255366.0
1123,AL,5563,9228,13125,1900,25066006.0,159921126.0,239772210.0,201497603.0,172560036.0
1125,AL,16533,23346,41323,9174,70600745.0,398279344.0,746314260.0,959817732.0,554470033.0
1127,AL,5027,7403,14088,2150,22617633.0,126997665.0,255498759.0,254147738.0,181378077.0
1129,AL,1640,2612,4222,673,6946081.0,43458599.0,76613672.0,80261966.0,54923435.0
1131,AL,2156,3106,3311,506,9235141.0,50639475.0,61093694.0,56278728.0,44933961.0
1133,AL,4172,6361,9223,1250,16228959.0,108990157.0,169121921.0,126804943.0,118028718.0
1251,AL,108,188,314,86,438168.0,3291811.0,6072994.0,13894999.0,5413898.0
2013,AK,104,183,331,55,487108.0,3274682.0,6008300.0,8879569.0,4646434.0
2016,AK,175,518,925,214,486443.0,9301823.0,16872596.0,27079229.0,14358940.0
2020,AK,26394,24284,66872,25071,115789569.0,421897967.0,1213836785.0,2594737441.0,1118530062.0
2050,AK,908,647,1542,423,4052325.0,10903141.0,28647085.0,47087199.0,21257254.0
2060,AK,86,106,299,78,295576.0,1805074.0,5557140.0,10237833.0,4704558.0
2068,AK,101,90,263,87,520249.0,1543713.0,5152626.0,12857625.0,4926494.0
2070,AK,406,340,687,163,2092688.0,5650402.0,12597187.0,18369888.0,9034666.0
2090,AK,8237,9036,21972,7021,34852692.0,155934256.0,399924970.0,747429428.0,340011175.0
2100,AK,251,304,645,131,819562.0,5111764.0,11691394.0,13125301.0,8279526.0
2105,AK,169,157,305,36,612431.0,2667717.0,5643968.0,4860839.0,3626286.0
2110,AK,3035,2575,8101,3054,12768131.0,43652779.0,149059845.0,320383818.0,139406094.0
2122,AK,5893,5187,12108,4443,22946746.0,88118074.0,222368960.0,468547636.0,194220048.0
2130,AK,1433,1375,3424,956,5669217.0,23595129.0,62112927.0,97441659.0,48190899.0
2150,AK,1192,1378,3186,842,5275418.0,24599404.0,57216620.0,84416310.0,44491810.0
2170,AK,10331,8247,22371,7620,41622848.0,141266456.0,411699828.0,800318595.0,348032586.0
2180,AK,565,388,1010,310,2639518.0,6499368.0,18641625.0,36138958.0,14977651.0
2185,AK,694,494,1216,319,4874143.0,8178112.0,22614148.0,34734337.0,16893757.0
2188,AK,267,245,646,209,1533152.0,4058639.0,12045301.0,24305423.0,10435125.0
2195,AK,362,360,846,232,1183818.0,6177580.0,15479640.0,23132836.0,11730591.0
2198,AK,494,385,806,163,1900867.0,6618918.0,14505882.0,24389836.0,10365041.0
2220,AK,805,868,2312,593,2970824.0,15152271.0,41874327.0,61767995.0,32543807.0
2230,AK,89,162,324,92,159015.0,2839456.0,5946869.0,10128173.0,4996584.0
2240,AK,703,561,1535,412,2676454.0,9710159.0,28299287.0,50008626.0,22227314.0
2261,AK,1091,961,2180,857,4420006.0,16307627.0,39833258.0,93472002.0,36831571.0
2270,AK,609,496,565,0,3240460.0,8166629.0,10475126.0,,7151218.0
2275,AK,347,271,521,99,1268903.0,4547966.0,9539982.0,10370207.0,6195307.0
2282,AK,72,60,149,20,270535.0,1008536.0,2740825.0,2803321.0,1808771.0
2290,AK,246,178,436,73,1252854.0,3045854.0,7874022.0,9139531.0,5306135.0
4001,AZ,5339,6660,9881,805,24820821.0,113050312.0,187851485.0,93510457.0,124173237.0
4003,AZ,8539,11760,21068,4359,32964150.0,200493787.0,380240810.0,484154121.0,279067249.0
4005,AZ,9701,12528,23486,5169,38394161.0,214798586.0,423903620.0,534662399.0,310174688.0
4007,AZ,3279,4470,7930,1352,10505851.0,76040302.0,143957381.0,140438392.0,100158744.0
4009,AZ,3109,3858,7302,981,11657380.0,66107380.0,132357269.0,101790837.0,89023912.0
4011,AZ,383,494,1874,328,1262552.0,8566764.0,35865877.0,37045033.0,27307231.0
4012,AZ,1236,1928,2581,291,3621428.0,33374108.0,49919708.0,31346013.0,34258751.0
4013,AZ,230660,357271,764972,206788,708927976.0,6239114644.0,13933477450.0,21896793322.0,11271008337.0
4015,AZ,15181,23500,34464,4680,44948838.0,402626392.0,638006357.0,479016723.0,441685035.0
4017,AZ,8293,10171,16752,2221,31547787.0,173821252.0,306945300.0,232098557.0,205331632.0
4019,AZ,67642,104184,190060,45431,263596315.0,1805633155.0,3440478253.0,4642168551.0,2628772977.0
4021,AZ,7748,10905,29271,9121,18827110.0,188377620.0,535313445.0,940458531.0,463620169.0
4023,AZ,4040,6670,7637,1354,13630182.0,114034933.0,143612885.0,139869533.0,106686660.0
4025,AZ,18911,25225,47055,9143,43628179.0,435413987.0,856041520.0,945731591.0,605340442.0
4027,AZ,13835,25653,31880,4479,69149482.0,436751440.0,598142628.0,463456815.0,439111340.0
5001,AR,555,865,1375,196,1346285.0,14913652.0,25958637.0,22448063.0,17967383.0
5003,AR,1120,1522,2526,347,4793342.0,25148278.0,45747269.0,36145020.0,31141278.0
5005,AR,1207,1771,2565,318,3291444.0,30187113.0,47732842.0,41349966.0,32932636.0
5007,AR,9066,12332,29773,9426,31077979.0,215793014.0,538657288.0,1015120929.0,471127048.0
5009,AR,203,263,439,114,458935.0,4391541.0,8179522.0,11198414.0,6001539.0
5011,AR,216,321,432,27,370114.0,5475640.0,7947272.0,3107434.0,5376252.0
5013,AR,267,413,728,91,1015067.0,7168610.0,13589012.0,9602736.0,9338431.0
5015,AR,1755,2406,3563,372,3727545.0,41734334.0,67528318.0,40995639.0,44813294.0
5017,AR,757,1289,1278,267,2222293.0,21433987.0,23699929.0,27043927.0,18607609.0
5019,AR,403,662,878,45,1501200.0,11417012.0,16525229.0,8103220.0,11587948.0
5021,AR,817,1122,1761,165,2250524.0,19033273.0,33835484.0,15582059.0,22082623.0
5023,AR,1287,1531,2575,464,4205104.0,26391877.0,46877980.0,45982494.0,32075228.0
5025,AR,794,1264,1591,192,3625135.0,21429139.0,29726465.0,19470258.0,21087707.0
5027,AR,397,516,808,168,1797438.0,8653245.0,14514745.0,24307556.0,11111827.0
5029,AR,1455,1921,3300,438,5602864.0,32848950.0,60355143.0,44735358.0,40767650.0
5031,AR,2711,3188,6329,1656,10488541.0,54265671.0,114349385.0,168483869.0,86730045.0
5033,AR,4010,5816,10033,1355,16778326.0,100261986.0,184365443.0,139060593.0,126735665.0
5035,AR,3900,5921,7905,1290,19146224.0,100435072.0,145869280.0,137243266.0,105147602.0
5037,AR,472,687,553,43,1895874.0,11383961.0,11530440.0,6831206.0,8766786.0
5039,AR,549,882,1153,115,2440320.0,15116224.0,21566186.0,12244966.0,15170889.0
5041,AR,446,649,833,163,1515429.0,11067993.0,15115374.0,15885297.0,11018373.0
5043,AR,1038,1559,2073,256,3656848.0,26235611.0,37941358.0,26600851.0,26422935.0
5045,AR,3780,4901,9459,1637,16453483.0,82773183.0,171234473.0,168224930.0,119480033.0
5047,AR,688,923,1525,122,1977711.0,15775017.0,28439317.0,18369165.0,18886434.0
5049,AR,553,710,945,87,1665535.0,12202114.0,17834008.0,8889469.0,11856672.0
5051,AR,1151,1631,2323,342,3968034.0,28001791.0,43331407.0,35821271.0,29951874.0
5053,AR,161,245,516,53,643845.0,4251331.0,9383271.0,6450530.0,6491160.0
5055,AR,8312,10711,17299,2402,36794703.0,182332703.0,319427507.0,237012024.0,215728811.0
5057,AR,1644,2511,2813,238,6684164.0,43175302.0,53146625.0,25239030.0,38150194.0
5059,AR,8873,12037,17351,3129,35907655.0,205043243.0,315787464.0,315188166.0,223536270.0
5061,AR,220,392,326,26,664283.0,6928305.0,6596442.0,3348235.0,5289971.0
5063,AR,2304,3288,5115,708,9105879.0,56512020.0,93553384.0,73561129.0,64599063.0
5065,AR,292,392,480,26,949927.0,6476413.0,8991405.0,3602026.0,6071983.0
5067,AR,378,544,787,70,1380944.0,9251316.0,14860267.0,10376103.0,10104593.0
5069,AR,2934,4034,7860,1319,11990374.0,69627120.0,141692068.0,138416984.0,99853051.0
5071,AR,1781,2676,3668,344,6901316.0,46115406.0,68089711.0,38345114.0,47070475.0
5073,AR,475,639,888,125,1747244.0,11015846.0,16317705.0,18948809.0,11625665.0
5075,AR,794,1104,1748,120,3278014.0,19066658.0,33118486.0,13663249.0,22087901.0
5077,AR,664,848,806,118,3076924.0,14230074.0,15969350.0,12330068.0,11673409.0
5079,AR,7135,10392,13794,1912,33138154.0,176206421.0,257282478.0,198795893.0,180442033.0
5081,AR,988,1431,2284,285,4275449.0,24694149.0,41618215.0,31316461.0,28777599.0
5083,AR,1858,2441,4126,469,6656052.0,42033989.0,75331961.0,51014538.0,50564133.0
5087,AR,4293,6139,9510,1724,14353319.0,106458725.0,176299038.0,182188439.0,124889949.0
5089,AR,3972,5738,8230,981,12456311.0,97751814.0,152570892.0,97536607.0,103679416.0
5091,AR,3396,5075,7550,1176,14481596.0,86075904.0,137357383.0,121463593.0,96871788.0
5093,AR,3701,5599,7556,1125,18062030.0,95800170.0,139479338.0,116614468.0,99456642.0
5095,AR,254,391,508,58,774350.0,6700416.0,9394844.0,8695669.0,6683301.0
5097,AR,532,692,1054,103,1699686.0,11692580.0,20001195.0,15793335.0,13315192.0
5099,AR,835,1210,1632,139,3572380.0,20607450.0,30712029.0,13625949.0,20947063.0
5101,AR,3425,4514,7002,835,10536137.0,78093599.0,129063953.0,83702916.0,86346254.0
5103,AR,2665,3875,5739,661,12176998.0,65872876.0,106257388.0,70878042.0,72980729.0
5105,AR,3574,4140,8004,2494,15698854.0,70094683.0,145273793.0,253663330.0,117598697.0
5107,AR,1962,3347,2995,363,9163442.0,56056193.0,58390589.0,39267978.0,45544345.0
5109,AR,2221,3027,4029,383,5913919.0,52245552.0,76333640.0,41112684.0,51198395.0
5111,AR,2371,3350,4708,461,9432609.0,56980968.0,88344937.0,49927510.0,59889394.0
5113,AR,500,757,997,43,1971653.0,13132553.0,19386980.0,5711251.0,13278873.0
5115,AR,6037,7270,12092,2092,24732262.0,125195063.0,221987695.0,222501689.0,153112856.0
5117,AR,3224,4586,8124,1069,11425088.0,79225233.0,148318860.0,111324554.0,101400328.0
5119,AR,32121,45080,81531,22099,138329231.0,777414739.0,1475626199.0,2417698884.0,1179151456.0
5121,AR,2101,2908,3971,393,7699755.0,49319186.0,74533256.0,40398661.0,50298262.0
5123,AR,2371,3328,3804,398,10048148.0,55875988.0,72524207.0,41164242.0,50706484.0
5125,AR,13175,19118,38893,7178,57472074.0,330692792.0,701754692.0,752300667.0,507538395.0
5127,AR,2051,2766,3582,366,7134418.0,47481628.0,68156695.0,37516354.0,46073604.0
5129,AR,414,498,725,33,769081.0,8663507.0,14595818.0,4608925.0,9201730.0
5131,AR,11091,16577,25575,4684,47509508.0,286117123.0,467663846.0,502679199.0,338096979.0
5133,AR,1442,2323,2840,250,4831011.0,40975751.0,52801505.0,26957314.0,37760553.0
5135,AR,2584,3291,4422,315,9320032.0,55256488.0,83922040.0,38643676.0,55522812.0
5137,AR,2281,2900,3748,414,5684281.0,48835083.0,70235236.0,45605126.0,46741922.0
5139,AR,4953,7124,10689,2163,22172746.0,121377763.0,193897588.0,241350291.0,143171760.0
5141,AR,2285,3046,4951,678,8197448.0,52138423.0,90874680.0,77057068.0,62017339.0
5143,AR,18637,25564,42995,9179,65749125.0,442560694.0,782821270.0,939396434.0,568810463.0
5145,AR,7932,9643,18285,2953,30446258.0,163547208.0,331354847.0,302758143.0,225992673.0
5147,AR,2697,3781,4872,735,10258250.0,64521838.0,89360090.0,72078073.0,62884842.0
5149,AR,1818,3083,4020,401,7017192.0,54686368.0,76309768.0,48161637.0,54433964.0
6001,CA,86166,109194,271468,101529,262191901.0,1886028245.0,4941052937.0,10276202811.0,4597823814.0
6003,CA,68,94,190,47,149468.0,1603782.0,3410336.0,7716445.0,2936231.0
6005,CA,2113,2621,6549,1822,4047572.0,44830467.0,119074493.0,187453270.0,95185951.0
6007,CA,12454,15223,25907,5651,42890134.0,258239596.0,468445764.0,580457770.0,335638159.0
6009,CA,3176,3907,9208,2581,4324329.0,66781963.0,168604495.0,279041913.0,134981378.0
6011,CA,1244,2260,4405,765,4314041.0,40167807.0,82874664.0,78767953.0,60118318.0
6013,CA,83311,88994,247930,146275,198819152.0,1531882974.0,4553998633.0,15993149573.0,6392407991.0
6015,CA,2033,2433,4234,824,7169667.0,41489923.0,76356145.0,86168003.0,53529533.0
6017,CA,14069,14957,35993,17401,26279336.0,254315770.0,660203235.0,1801497680.0,719292418.0
6019,CA,57929,89688,134186,30728,226771351.0,1536086300.0,2447813576.0,3181365840.0,1846615112.0
6021,CA,948,1358,2390,411,3192643.0,23615367.0,44057804.0,42290162.0,30894009.0
6023,CA,10915,14062,23715,4188,36334616.0,239054060.0,432485462.0,430828042.0,299146579.0
6025,CA,15281,23147,27173,4354,76534443.0,389005245.0,502959670.0,464517371.0,369712801.0
6027,CA,468,603,1302,284,1073329.0,10499245.0,23677763.0,34908222.0,17905813.0
6029,CA,41350,70100,113350,27584,170308796.0,1191963852.0,2046352751.0,2877291714.0,1592494904.0
6031,CA,3352,7527,11863,1628,13760096.0,131256550.0,219579501.0,178225109.0,161227492.0
6033,CA,4647,5976,10244,1928,12640181.0,102100365.0,187833150.0,201512172.0,130799252.0
6035,CA,1373,1678,4635,1131,4639934.0,28743630.0,84571388.0,127577521.0,67016105.0
6037,CA,697942,1038089,1817549,517161,2294491403.0,17876272870.0,33254891841.0,60964083405.0,27545163373.0
6039,CA,9260,15628,24081,4487,31835065.0,268015556.0,438716159.0,469792301.0,320937251.0
6041,CA,25084,17670,48207,37501,30248538.0,302784445.0,886394454.0,6010730550.0,2134855282.0
6043,CA,1367,1989,3740,745,3237440.0,34544976.0,67642914.0,80447280.0,49235207.0
6045,CA,7128,9723,16661,3089,19776715.0,167280982.0,307831078.0,317791280.0,215236531.0
6047,CA,16091,27196,42387,6264,58472703.0,467814433.0,789330803.0,646675444.0,556589281.0
6049,CA,543,695,1169,191,1005670.0,11911027.0,21653340.0,21334223.0,14708173.0
6051,CA,1864,2456,5318,1350,4424480.0,42558588.0,96740448.0,135270551.0,73703319.0
6053,CA,24021,46296,76025,20032,70746043.0,802981038.0,1392417482.0,2123482151.0,1125598557.0
6055,CA,2244,3500,8499,2441,4582813.0,61643947.0,155848601.0,269661131.0,132392575.0
6057,CA,5764,6486,14559,4148,9571380.0,110955708.0,263583707.0,424587570.0,205883406.0
6059,CA,219027,287426,608127,261397,574413917.0,4971679670.0,10994058691.0,29152193661.0,11526996493.0
6061,CA,25014,25618,69152,34381,41466776.0,439334725.0,1279991802.0,3509920165.0,1436647003.0
6063,CA,1729,1958,4386,920,4023740.0,33443081.0,79874295.0,96961242.0,56930012.0
6065,CA,118755,189619,339165,85707,372885168.0,3257634318.0,6130105619.0,8890131225.0,4777462255.0
6067,CA,95062,131532,303243,81292,331559249.0,2265836774.0,5510127119.0,8388401315.0,4389197904.0
6069,CA,1023,1465,3020,918,835876.0,25252993.0,55148853.0,91335063.0,44856187.0
6071,CA,146970,239295,414976,93377,589731195.0,4088241593.0,7520797465.0,9866164197.0,5708796189.0
6073,CA,226489,315882,667160,231162,633956723.0,5485191079.0,12079326521.0,24677843727.0,10855664979.0
6075,CA,52964,60695,172493,82326,111012377.0,1049829248.0,3153994703.0,11255081370.0,4179969721.0
6077,CA,44833,66771,130546,33117,155322333.0,1149702723.0,2364206796.0,3479398349.0,1844010877.0
6079,CA,21597,25101,54745,17999,37785138.0,430093845.0,991878859.0,1843635845.0,829656578.0
6081,CA,56516,64429,177555,92653,137406422.0,1117477245.0,3238039608.0,12121149765.0,4544908551.0
6083,CA,28353,38709,79434,25833,70920334.0,673050678.0,1440459481.0,3132555779.0,1296408003.0
6085,CA,118658,135362,348685,217020,325296367.0,2346107236.0,6343194684.0,24727497231.0,9679235197.0
6087,CA,24704,33426,64389,26676,60166508.0,575794817.0,1165027705.0,2760432300.0,1135327135.0
6089,CA,11675,15231,28582,6469,34668868.0,260078571.0,517293417.0,660331836.0,378052244.0
6091,CA,110,121,345,50,312486.0,2047077.0,6348902.0,6242158.0,4448161.0
6093,CA,4079,4779,8640,1263,7504286.0,82047156.0,158990966.0,136278932.0,104925941.0
6095,CA,26247,35166,88308,30191,89873646.0,606839835.0,1606352590.0,3201439797.0,1457420831.0
6097,CA,41313,52092,127333,43811,83947866.0,904679046.0,2311919029.0,4564082271.0,2059865179.0
6099,CA,39102,55078,107076,28316,134030079.0,942262635.0,1940174211.0,2878178793.0,1508822461.0
6101,CA,7663,11147,20709,4593,22309877.0,192423039.0,374909943.0,471835513.0,277635354.0
6103,CA,10424,14403,25771,4541,30412131.0,247215712.0,469453100.0,462813422.0,327854614.0
6105,CA,1008,1088,1938,309,2592969.0,18719778.0,35821498.0,38919753.0,24045383.0
6107,CA,37843,69461,96615,16391,146103956.0,1191597174.0,1790030077.0,1716818512.0,1313524903.0
6109,CA,4609,5523,11750,2775,11668346.0,94858366.0,212846139.0,291127676.0,157622728.0
6111,CA,69798,93356,195090,83615,186061687.0,1620069661.0,3521412090.0,9021175795.0,3633575090.0
6113,CA,14885,18701,41708,14444,49560365.0,325671605.0,755188760.0,1472173466.0,664039505.0
6115,CA,6887,10267,18725,2897,24266314.0,177554595.0,340896814.0,313817945.0,239387728.0
8001,CO,14535,22570,58556,11040,59287283.0,393912635.0,1063711184.0,1185544708.0,797812902.0
8003,CO,50,61,124,16,10720.0,1076830.0,2287321.0,2381286.0,1545621.0
8005,CO,23623,28688,78992,22679,81984350.0,499725524.0,1433726514.0,2523254398.0,1212808338.0
8009,CO,333,326,554,62,53142.0,5646286.0,10294035.0,11756222.0,6502092.0
8013,CO,16508,17457,39485,16448,45401491.0,303040729.0,713567781.0,1852202521.0,719481198.0
8014,CO,5170,4944,14363,8632,14605558.0,85647615.0,264096803.0,881785069.0,359531959.0
8015,CO,787,810,1983,415,1726950.0,13806044.0,36044472.0,41488776.0,25340685.0
8017,CO,103,121,258,59,-84014.0,2145004.0,4669138.0,6072632.0,3352708.0
8019,CO,410,543,1283,262,1157905.0,9459576.0,23664125.0,27215669.0,17254951.0
8021,CO,347,390,597,57,375791.0,6665711.0,11532120.0,9010647.0,7281315.0
8023,CO,620,673,1086,68,1821404.0,11627498.0,21104125.0,9436803.0,13287846.0
8029,CO,1433,1613,3491,579,2088779.0,27686856.0,63702417.0,59074107.0,42754520.0
8031,CO,57434,87517,186020,43173,205711853.0,1532600479.0,3482511959.0,5112450002.0,2711469726.0
8033,CO,139,133,321,33,97357.0,2249374.0,6020276.0,5431455.0,3872917.0
8035,CO,16505,12071,46026,36717,38731505.0,208110204.0,899000709.0,3804504047.0,1654872425.0
8037,CO,2884,3817,9309,3110,5581872.0,67710665.0,173369800.0,451912795.0,172275000.0
8039,CO,7133,5612,21439,14097,16548464.0,96388070.0,416164318.0,1451769525.0,622329941.0
8041,CO,42276,52658,117241,32712,150323925.0,906458460.0,2115813734.0,3398071142.0,1687738447.0
8043,CO,4579,5504,11178,1878,12449685.0,93487597.0,204664538.0,189942304.0,138986762.0
8045,CO,2154,2488,7815,2328,6058149.0,43489904.0,142196853.0,234859015.0,120343073.0
8047,CO,291,403,1152,272,623405.0,6999171.0,20956863.0,31802293.0,16900192.0
8049,CO,1172,1475,3321,849,1733919.0,25734241.0,60111785.0,87864049.0,46093292.0
8051,CO,456,583,927,310,300857.0,9955147.0,17169865.0,39190996.0,14941439.0
8053,CO,1196,1284,2368,540,2561255.0,22090235.0,42979309.0,56109578.0,30345453.0
8055,CO,165,138,309,71,7219.0,2380625.0,5658403.0,7954937.0,3869640.0
8057,CO,136,130,269,43,198649.0,2277318.0,5019230.0,6943265.0,3411420.0
8059,CO,55185,63105,170731,61083,186741184.0,1089738693.0,3104953090.0,6295374641.0,2838371991.0
8061,CO,85,110,211,19,-41654.0,1823565.0,3893198.0,2742795.0,2519128.0
8063,CO,680,661,1369,213,822178.0,11403276.0,24957037.0,23144252.0,16145247.0
8065,CO,472,704,1584,209,1754775.0,12110395.0,29281907.0,20364309.0,20206350.0
8067,CO,2008,2322,6221,1769,4175409.0,40199236.0,113673036.0,191757926.0,93190469.0
8069,CO,21394,21825,50664,18922,63463334.0,374769287.0,919682543.0,1932494222.0,821759020.0
8071,CO,1952,2477,4352,576,6203123.0,42165082.0,80283894.0,63109394.0,53681513.0
8073,CO,630,689,1275,190,755711.0,11769717.0,23398036.0,22417585.0,15329479.0
8075,CO,1444,1748,3660,561,4646823.0,30290571.0,66896993.0,77333794.0,46929068.0
8077,CO,11358,14871,35057,8465,40966816.0,257586853.0,636605748.0,881779962.0,488561171.0
8079,CO,81,94,170,46,129668.0,1584399.0,3025562.0,4495416.0,2252101.0
8081,CO,816,934,2675,517,2820798.0,15840788.0,50034779.0,54159323.0,36208108.0
8083,CO,2243,2580,5174,927,6831258.0,44136857.0,94324808.0,91174133.0,64239343.0
8085,CO,4109,5027,10572,1461,9380738.0,87562840.0,193284481.0,149074841.0,129431042.0
8087,CO,1419,1747,3713,491,3688294.0,30559443.0,69416338.0,51075363.0,46328616.0
8089,CO,1570,2101,3019,331,5041931.0,36522283.0,55806740.0,34818024.0,37694696.0
8091,CO,662,751,1656,456,1427484.0,13209599.0,30028848.0,45121302.0,23026522.0
8093,CO,3036,2284,7204,4885,4918972.0,39214818.0,136926993.0,544336400.0,215406170.0
8097,CO,3218,3153,8718,3572,2584489.0,54990994.0,159714349.0,635389547.0,205975277.0
8099,CO,1142,1400,2353,305,2608199.0,24779263.0,43481225.0,34024215.0,28915046.0
8101,CO,14606,19699,37493,5587,58204051.0,339451687.0,681186545.0,578326156.0,469184242.0
8103,CO,1248,1451,4478,1132,4132267.0,25066687.0,82396940.0,124087791.0,66309990.0
8105,CO,2196,2597,4168,667,7206508.0,44977866.0,76651338.0,68399105.0,51696924.0
8107,CO,1827,1822,4697,1692,3138312.0,31866598.0,85196194.0,228179153.0,84682236.0
8109,CO,1856,2071,3321,600,4577123.0,35069962.0,60580759.0,60840097.0,40624081.0
