Id,DGCI
4960703,0.5018003
68239016,0.501729
1429593,0.50236243
3771586,0.48539093
16729575,0.5019766
79745295,0.48156676
20270223,0.50902134
1698550,0.47282022
16034595,0.5123082
25987554,0.5060809
74134655,0.510429
5508544,0.5053711
64510039,0.4986286
73548399,0.5061242
7058044,0.496265
43963238,0.5020127
94012606,0.5101192
